Bengali,Gujarati
অ-উদ্বায়ী রাম,બિન-અસ્થિર રેમ
নন-ওয়েটেড কোড,બિન-ભારિત કોડ
NOP নির্দেশনা,NOP સૂચના
NOR,નોર
NOR গেট,નોર ગેટ
স্বাভাবিক,સામાન્ય
স্বাভাবিককরণ,સામાન્યીકરણ
নর্মালাইজার,નોર્મલાઈઝર
NOR- অপারেশন,NOR- ઓપરેશન
না,નથી
সার্কিট নয়,સર્કિટ નથી
সমতুল্য গেট নয়,સમકક્ષ દ્વાર નથી
অপারেশন নয়,ઓપરેશન નથી
না-এন্ড,નોટ-અને
না-এবং অপারেশন,નોટ-અને ઓપરેશન
না-বা,નહીં-અથવા
না-বা অপারেশন,ના-અથવા ઓપરેશન
এনপি সম্পূর্ণতা,NP પૂર્ણતા
NULL পয়েন্টার,NULL પોઇન્ટર
সংখ্যা তত্ত্ব,સંખ્યા સિદ્ધાંત
nyquist মানদণ্ড,nyquist માપદંડ
অবজেক্ট,ઑબ્જેક્ટ
অবজেক্ট ওরিয়েন্টেড,પદાર્થ કેન્દ્રિત
অক্টাল কোড,ઓક્ટલ કોડ
অক্টাল সংখ্যা,અષ્ટાંક સંખ્યા
অক্টেট,ઓક્ટેટ
অক্টরি,ઓક્ટ્રી
অদ্ভুত সমতা,વિચિત્ર સમાનતા
অফিস অটোমেশন,ઓફિસ ઓટોમેશન
অফিস সফটওয়্যার,ઓફિસ સોફ્ટવેર
অফ লাইন,ઑફ-લાઇન
অফ-লাইন প্রক্রিয়াকরণ,ઑફ-લાઇન પ્રક્રિયા
অফ সেট,બંધ-સેટ
ওমেগা স্বরলিপি,ઓમેગા નોટેશન
অনলাইন যোগাযোগ,ઓનલાઈન સંચાર
অনলাইন প্রক্রিয়াকরণ,ઓનલાઈન પ્રક્રિયા
ওপি রেজিস্টার,ઓપી રજીસ્ટર
খোলা ঠিকানা,ઓપન એડ્રેસીંગ
খোলা সিস্টেম আন্তঃসংযোগ,ઓપન સિસ્ટમ ઇન્ટરકનેક્શન
খোলা তার,ખુલ્લા વાયર
অপারেন্ড,ઓપરેન્ડ
অপারেটিং সিস্টেম,ઓપરેટિંગ સિસ્ટમ
অপারেশন,ઓપરેશન
অপারেটর,ઓપરેટર
অপটিক্যাল ক্যারেক্টার রেকগনিশন,ઓપ્ટિકલ કેરેક્ટર રેકગ્નિશન
অপটিক্যাল ফাইবার,ઓપ્ટિકલ ફાઇબર
অপটিক্যাল ফন্ট,ઓપ્ટિકલ ફોન્ટ
অপটিক্যাল মার্ক রিকগনিশন (OMR),ઓપ્ટિકલ માર્ક રેકગ્નિશન (OMR)
অপটিক্যাল মেমরি,ઓપ્ટિકલ મેમરી
অপটিক্যাল রিডার,ઓપ્ટિકલ રીડર
অপটিক্যাল স্ক্যানিং,ઓપ્ટિકલ સ્કેનિંગ
সর্বোত্তম,શ્રેષ્ઠ
অপ্টিমাইজেশান,ઑપ્ટિમાઇઝેશન
অপটো কাপলার,ઓપ્ટો કપ્લર
অপটোইলেক্ট্রনিক্স,ઓપ્ટોઈલેક્ટ્રોનિક્સ
অপটোআইসোলেটর,ઓપ્ટોઇસોલેટર
বা,અથવા
বা গেট,અથવા દરવાજો
বা অপারেশন,અથવા ઓપરેશન
দ্বারা আদেশ,દ્વારા ઓર્ડર
অগ্রাধিকারের ক্রম,અગ્રતાનો ક્રમ
অর্ডার করা জোড়া,ઓર્ડર કરેલ જોડી
অর্ডার করা সেট,ઓર્ડર કરેલ સેટ
আদেশ করা গাছ,ઓર્ડર કરેલ વૃક્ષ
আউটপুট ডেটা,આઉટપુટ ડેટા
আউটপুট ডিভাইস,આઉટપુટ ઉપકરણ
আউটপুট ফাইল,આઉટપુટ ફાઇલ
আউটপুট মডিউল,આઉટપુટ મોડ્યુલ
আউটপুট বিবৃতি,આઉટપુટ સ્ટેટમેન્ટ
আউটপুট স্ট্রীম,આઉટપુટ સ્ટ્રીમ
আউটপুট ইউনিট,આઉટપુટ એકમ
ওভার প্রবাহ,ઓવર ફ્લો
উপর রাখা,ઉપર મૂકે છે
ওভার লোড,ઓવર લોડ
মুদ্রণ উপর,પ્રિન્ટીંગ ઉપર
ওভার রান,ઓવર રન
ওভার রান ত্রুটি,ઓવર રન ભૂલ
ওভারহেড বিট,ઓવરહેડ બીટ
ওভারল্যাপ,ઓવરલેપ
ওভারলে প্রোগ্রাম,ઓવરલે પ્રોગ્રામ
ওভাররাইড বাধা,ઓવરરાઇડ વિક્ષેપ
ওভাররাইট করুন,ઓવરરાઇટ કરો
নিজস্ব কোডিং,પોતાનું કોડિંગ
প্যাক,પૅક
প্যাকেজ,પેકેજ
প্যাকেট,પેકેટ
প্যাকেট সুইচিং,પેકેટ સ્વિચિંગ
প্যাকিং ফ্যাক্টর,પેકિંગ પરિબળ
প্যাডিং,ગાદી
পাতা,પાનું
পৃষ্ঠা ঠিকানা,પૃષ્ઠ સરનામું
পৃষ্ঠা বিরতি,પૃષ્ઠ વિરામ
পৃষ্ঠা ফুটিং,પૃષ્ઠ ફૂટિંગ
পৃষ্ঠা,માં પૃષ્ઠ
পৃষ্ঠা আউট,પાનું બહાર
পৃষ্ঠা পাঠক,પૃષ્ઠ રીડર
পৃষ্ঠা অদলবদল,પૃષ્ઠ સ્વેપ
পৃষ্ঠাযুক্ত মেমরি,પૃષ્ઠવાળી મેમરી
পেজিং,પેજીંગ
পাম শীর্ষ,પામ ટોપ
কাগজ সেন্সর,પેપર સેન્સર
সমান্তরাল অ্যালগরিথাম,સમાંતર અલ્ગોરિધમ
সমান্তরাল কম্পিউটার,સમાંતર કમ્પ્યુટર
সমান্তরাল ইন্টারফেস,સમાંતર ઈન્ટરફેસ
সমান্তরাল পোর্ট,સમાંતર બંદર
সমান্তরাল প্রক্রিয়াকরণ,સમાંતર પ્રક્રિયા
সমান্তরাল প্রোগ্রামিং,સમાંતર પ્રોગ્રામિંગ
প্যারামিটার,પરિમાણ
অভিভাবক,પિતૃ
সমতা,સમાનતા
পার্স গাছ,પાર્સ વૃક્ષ
পার্সার,પાર્સર
পার্সিং,પદચ્છેદન
বিভাজন,પાર્ટીશન
বিভাজন,પાર્ટીશન
পাসওয়ার্ড,પાસવર્ડ
পথ,પાથ
প্যাটার্ন স্বীকৃতি,પેટર્ન ઓળખ
পিসি-ডিস্ক অপারেটিং সিস্টেম (পিসিডিওএস),પીસી-ડિસ્ક ઓપરેટિંગ સિસ્ટમ (પીસીડીઓએસ)
সমকক্ষ ব্যক্তি,પીઅર
কলম চক্রান্তকারী,પેન કાવતરું
পেন্টিয়াম,પેન્ટિયમ
পর্যায়ক্রমিক,સામયિક
পেরিফেরাল,પેરિફેરલ્સ
পেরি,પેરી
স্থায়ী ভার্চুয়াল সার্কিট,કાયમી વર્ચ્યુઅલ સર્કિટ
