English,Kannada
master plate,"ಮಾಸ್ಟರ್ ಪ್ಲೇಟ್, ಮಾಸ್ಟರ್ ಪ್ಲೇಟ್"
Match,ಹೊಂದಾಣಿಕೆ
Matched,ಹೊಂದಿಕೆಯಾಯಿತು
Matching,ಹೊಂದಾಣಿಕೆಗೆ
Matrix,"ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಮ್ಯಾಟ್ರಿಕ್ಸ್"
Matter,"ವಸ್ತು, ವಸ್ತು"
Maxima,ಗರಿಷ್ಠ
Maximum,"ಅತ್ಯುನ್ನತ, ಅತ್ಯುನ್ನತ, ಅತ್ಯುನ್ನತ, ಅತ್ಯುನ್ನತ, ಅತ್ಯುನ್ನತ"
maximum permissible,ಗರಿಷ್ಠ ಅನುಮತಿಸಲಾಗಿದೆ
Maxwell-Boltz-mann distribution law,ಮ್ಯಾಕ್ಸ್‌ವೆಲ್-ವೋಲ್ಟ್ಸ್‌ಮನ್ ವಿತರಣಾ ಕಾನೂನು
Mazwellian distribution,ಗರಿಷ್ಠ ವಿತರಣೆ
Mc Leod guage,"ಮ್ಯಾಕ್ಲಿಯೋಡ್ ಗೇಜ್, ಮ್ಯಾಕ್ಲಿಯೋಡ್ ಗೇಜ್"
Mean,ಅರ್ಥ
mean free path,"ಮುಕ್ತ ಮಾರ್ಗ ಎಂದರ್ಥ, ಮುಕ್ತ ಮಾರ್ಗ ಎಂದರ್ಥ"
mean life,ಸರಾಸರಿ ವಯಸ್ಸು ಸರಾಸರಿ ವಯಸ್ಸು
mean life time,ಅರ್ಥ ಜೀವನ
Measure,ಅಳತೆ ಹಾಸಿಗೆ
measurement,"ಅಳತೆ, ಅಳತೆ, ಅಳತೆ"
mechanical,"ಬಲ, ಯಾಂತ್ರಿಕ"
mechanical advantage,ಯಾಂತ್ರಿಕ ಪ್ರಯೋಜನ
Mechanics,"ಬಲ ವಿಜ್ಞಾನ, ಯಂತ್ರಶಾಸ್ತ್ರ, ಯಂತ್ರಶಾಸ್ತ್ರ"
Mechanisation,ಯಾಂತ್ರೀಕರಣ
Mechanism,"ಯಾಂತ್ರಿಕತೆ, ಯಂತ್ರಶಾಸ್ತ್ರ"
Median,"ಮಧ್ಯಮ, ಮಧ್ಯಮ, ಮಧ್ಯಮ, ಮಧ್ಯಮ"
Mega,"ಸ್ಥೂಲ, ಗುರು, ಮಹಾ, ಸ್ಪಷ್ಟ, ನಿಯುತ್ (ದಶಲಕ್ಷ)"
Megacurie,ಮೆಗಾಕ್ಯೂರಿ
megohm,ಮಾಗೊಮ್
Meissner effect,ಮೌಸ್ನರ್ ಪರಿಣಾಮ
M-electron,ಎಂ-ಎಲೆಕ್ಟ್ರಾನ್
melody,"ನಾದ, ಲಯ"
Melt,"ಕರಗಲು (adj.), ಕರಗಲು, ಕರಗಲು (ver.)"
Melting,"ಕರಗಿಸಿ, ಕರಗಿಸಿ"
melting point,ಕರಗುವ ಬಿಂದು
Memory,"ಮೆಮೊರಿ, ಮೆಮೊರಿ ವ್ಯವಸ್ಥೆ"
Meniscus,"ಚಂದ್ರಾಕೃತಿ, ಚಂದ್ರಾಕೃತಿ"
Mercurial,"ಪರಿಯಾ, ಮ್ಯೂರಿಯಲ್"
mercurial barometer,"ಪಾದರಸ-ಬಾರೋಮೀಟರ್, ಪಾದರಸ-ಬಾರೋಮೀಟರ್"
Mercuric,"ಪಾರ್ದಿಕ್, ಮಯೂರಿಕ್"
meridian,ಮೆರಿಡಿಯನ್
merit (of coil),ಗುಣಾಂಕ
Meson,ಮೇಸ್ತ್ರಿ
mesonic potential well (=Yukawa potential well),"ಮಾಸೋನಿ ಪೋಲ್, ಯುಕಾವಾ ಪೋಲ್"
Message,ಸಂದೇಶ
metal,"ಲೋಹಗಳು, ಮೂಲಭೂತ ವಸ್ತು"
metallography,"ಲೋಹದ ಕೆಲಸ, ಲೋಹದ ವಿವರಣೆ"
metaphysics,ಮೀಮಾಂಸೆ
metastable,ಮಿತವ್ಯಯದ
Meteorite,ಉಲ್ಕಾಶಿಲೆ
Meteoritic,ಉಲ್ಕೆ
meteorological,ಹವಾಮಾನಶಾಸ್ತ್ರ
meteorologist,ಹವಾಮಾನಶಾಸ್ತ್ರಜ್ಞ
meter bridge,"ಮೀಟರ್ ಸೇತುವೆ, ಮೀಟರ್ ಸೇತುವೆ"
Metric,"ದೂರ, ಮೀಟರ್"
Michelson interferometer,ಮೈಕೆಲ್ಸನ್ ಇಂಟರ್ಫೆರೋಮೀಟರ್
microampere,ಮೈಕ್ರೋಆಂಪಿಯರ್
micro analysis,ಸೂಕ್ಷ್ಮ ವಿಶ್ಲೇಷಣೆ
microcanonical assembly,ಸೂಕ್ಷ್ಮ ಅಂಗೀಕೃತ ಸೆಟ್
microcanonical ensemble,ಸೂಕ್ಷ್ಮ ಅಂಗೀಕೃತ ಸಮುದಾಯ
Microcircuit,ಮೈಕ್ರೋ ಸರ್ಕ್ಯೂಟ್
Microcrack,ಸೂಕ್ಷ್ಮ ಬಿರುಕು
Micron,ಮೈಕ್ರಾನ್
microphone,ಮೈಕ್ರೊಫೋನ್
Microphotograph,"ಮೈಕ್ರೋಫೋಟೋಗ್ರಾಫ್, ಮೈಕ್ರೋಸ್ಕೋಪ್ಫೋಟೋ"
Microphysics,ಸೂಕ್ಷ್ಮ ಭೌತಶಾಸ್ತ್ರ
Microscope,"ಸೂಕ್ಷ್ಮದರ್ಶಕ, ಸೂಕ್ಷ್ಮದರ್ಶಕ"
microscopic,"ಸೂಕ್ಷ್ಮದರ್ಶಕ, ಸೂಕ್ಷ್ಮದರ್ಶಕ, ಸೂಕ್ಷ್ಮದರ್ಶಕ"
microscopic impurity,ಉತ್ತಮ ವಿಷಯ
Microscopy,ಸೂಕ್ಷ್ಮದರ್ಶಕ
microstate,"ಮೈಕ್ರೋಸ್ಟೇಟ್, ಮೈಕ್ರೋಸ್ಟೇಟ್"
microtorr,ಮೈಕ್ರೊಟಾರ್
microwave,ಮೈಕ್ರೋವೇವ್
mid-day,ಮೆರಿಡಿಯನ್
middle,ಮಧ್ಯಮ
migrating ion,ಒಳಬರುವ ಅಯಾನು
mile,ಮೈಲುಗಳಷ್ಟು
milky way,"ಆಕಾಶ ಗಂಗಾ, ಮಿಲ್ಖಾ ಮೇಖಲಾ"
Miller index,ಮಿಲ್ಲರ್ ಸೂಚ್ಯಂಕ
mineral,ಖನಿಜಗಳು
miniature circuit,ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್
Miniaturization,ಸಂಕ್ಷಿಪ್ತಗೊಳಿಸುವಿಕೆ
minimal path,ಕನಿಷ್ಠ ಮಾರ್ಗ
minimum,"ಕಡಿಮೆ, ಕಡಿಮೆ, ಕಡಿಮೆ, ಕಡಿಮೆ"
minimum ionization,ಕಡಿಮೆ ಅಯಾನೀಕರಣ
minority carrier,ಅಲ್ಪಸಂಖ್ಯಾತ ವಾಹಕ
minority emitter,ಅಲ್ಪಸಂಖ್ಯಾತ ಹೊರಸೂಸುವವರು
minor tone,ಸಣ್ಣ ಟೋನ್
Minute,"ಕಲೆ, ನಿಮಿಷ, ನಿಮಿಷ"
Mirage,ಮರೀಚಿಕಾ
Mirror,"ಕನ್ನಡಿ, ಮುಕುರ್"
mirror nuclei,"ಪ್ರತೀಪ್ ನ್ಯೂಕ್ಲಿಯಸ್, ಪ್ರತಿಪ್ ನ್ಯೂಕ್ಲಿಯಸ್"
miscibility,ಕಲಬೆರಕೆ
mismatched lines,ಹೊಂದಿಕೆಯಾಗದ ಸಾಲುಗಳು
mismatching,ಕುಮೆಲೋನ್
misorientation,"ಓರಿಯಂಟರಿಂಗ್, ಟೆಲಿ-ಓರಿಯಂಟೇಶನ್"
Missile,"ಕ್ಷಿಪಣಿಗಳು, ಕ್ಷಿಪಣಿಗಳು"
missing electron,ಗೈರು ಎಲೆಕ್ಟ್ರಾನ್
missing line,ಕಾಣೆಯಾದ ಸಾಲುಗಳು
mistuning,ಅಶ್ಲೀಲತೆ
Mixer,"ಮಿಕ್ಸರ್, ಮಿಕ್ಸರ್, ಮಿಕ್ಸರ್ (ವ್ಯಕ್ತಿ)"
M.K.S. System,ಎಂ.ಕೆ. ರು. ವಿಧಾನ
mobile,"ಚಲಿಸುವ, ಚಲಿಸುವ, ಚಲಿಸುವ"
mobile antenna (=portable antenna),ಪೋರ್ಟಬಲ್ ಆಂಟೆನಾ
Modility,ಚಲನಶೀಲತೆ
Mode,"ವಿಧಾನ, ವಿಧಾನ, ವ್ಯವಸ್ಥೆ, ಮೋಡ್, ಪಾಲಿಮರ್, ಮೋಡ್, ಹಂತ, 8. ಮೋಡ್"
Moderation,ವಿಮಾನನ್
moderator,ಮಾಡರೇಟರ್
moderator lattice,ಮಿನುಗುವ ಜಾಲರಿ
modification,"ಮಾರ್ಪಾಡು, ಪರಿವರ್ತನೆ, ರೂಪಾಂತರ"
modified exponential curve,ಪರಿವರ್ತಿತ ಘಾತೀಯ ಕರ್ವ್
modifier,"ಪರಿವರ್ತಕ, ಪರಿವರ್ತಕ, ಕ್ಯಾಲಿಬ್ರೇಟರ್"
modify,ಪರಿವರ್ತಿಸಿ
modular circuit,ಮಾಡ್ಯುಲರ್ ಸರ್ಕ್ಯೂಟ್
modulated,"ಸಂಗೀತ, ಮಾಡ್ಯುಲೇಟೆಡ್"
modulation,"ಸಂಗೀತ, ಮಾಡ್ಯುಲೇಷನ್"
Modulator,ಮಾಡ್ಯುಲೇಟರ್
Module,"ಮಾಡ್ಯೂಲ್, ಮಾಡ್ಯುಲರ್"
Modulus,"ಮಾಡ್ಯುಲಸ್, ಮಾಡ್ಯುಲಸ್"
moire effect,ಸಮೂಹ ಪರಿಣಾಮ
Moisture,ತೇವ
Molar,"ಗ್ರಾಂ ಆಣ್ವಿಕ, ಮೋಲಾರ್, ಮೋಲ್"
molarity,"ಗ್ರಾಂ ಆಣ್ವಿಕತೆ, ಮೊಲಾರಿಟಿ"
mole,"ಗ್ರಾಂ ಅಣು, ಮೋಲ್"
Molecular,ಆಣ್ವಿಕ ಅಣು
Molecule,ಅಣು
Moment,ಕ್ಷಣ
moment arm,ಕ್ಷಣ ತೋಳು
Momentary,ಕ್ಷಣಿಕ
Momentum,ಪ್ರಚೋದನೆ
monatomic (=monoatomic),ಏಕಪರಮಾಣು
Monitor,"ಮಾನಿಟರ್, ಮಾನಿಟರ್, ಡೈನಾಮಿಕ್ ವಿಶ್ಲೇಷಕ"
monitoring,ಉಸ್ತುವಾರಿ
monochromatic,ಏಕವರ್ಣದ
monochromator,"ಏಕವರ್ಣ, ಏಕವರ್ಣ"
Monochromic,ಏಕವರ್ಣದ
monoclinic,ಏಕತಾನತೆ
monocular microscope,ಮಾನೋಕ್ಯುಲರ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ
Monoenergetic,ಸಮೋರ್ಜಿ
Monokinetic,ವೇಗವಾದ
Monomorphism,"ಏಕರೂಪತೆ, ಏಕ ಏಕರೂಪತೆ"
Monopole,ಏಕಧ್ರುವೀಯ
monotonic,ಏಕರೂಪದ
Morse key,ಮೋರ್ಸ್ ಕೀ
mosaic crystal,ಮೊಸಾಯಿಕ್-ಸ್ಫಟಿಕ
Mosfet,"MOSFET ಗಳು, ಲೋಹದ ಆಕ್ಸೈಡ್‌ಗಳು ಸೆಮಿಕಂಡಕ್ಟರ್‌ಗಳು"
most probable,ಹೆಚ್ಚಾಗಿ
mother crystal,ತಾಯಿ ಸ್ಫಟಿಕ
Motif-formula,ವಿಶಿಷ್ಟ ಸೂತ್ರ
motion,ದೂರ ಪರಿವರ್ತನೆ ವೇಗ
motion picture,ಚಲನಚಿತ್ರಗಳು
motivating force,ಪ್ರೇರಕ ಶಕ್ತಿ
Motor,ಮೋಟಾರ್
Mount,"ಮೌಂಟ್, ಮೌಂಟ್, ಹೋಲ್ಡರ್, ಆಪಾದಿತ, ಬೆಟ್ಟ"
mouth,"ಬಾಯಿ, ಬಾಯಿ"
mouth piece,"ಮುಖ್ಯಸ್ಥರು, ವಕ್ತಾರರು"
movable contact,ಎಸ್ಪಿ ಸಂಪರ್ಕಾಧಿಕಾರಿ
movable jockey,ಎಸ್ಪಿ ಸಂಪರ್ಕಾಧಿಕಾರಿ
movable pully,ಚಲಿಸಬಲ್ಲ ರಾಟೆ
Movie,ಚಲನಚಿತ್ರಗಳು
move camera,ಚಲನಚಿತ್ರ ಕ್ಯಾಮೆರಾ
Moving,ಮೊಬೈಲ್
multiaperture device,ಬಹು ರಂಧ್ರ ಸಾಧನ
Multicomponent,ಬಹುಘಟಕ
multicore cable,ಬಹಳಷ್ಟು ಕೇಬಲ್ಗಳು
Multimeter,ಮಲ್ಟಿಮೀಟರ್
multiple absorption,ಪಾಲಿಮಾತ್ ಅಮೂರ್ತತೆ
multiple contact,"ಬಹು ಸಂಪರ್ಕ, ಬಹು ಸಂಪರ್ಕ"
multiple echo,ಬಹು ಅನುರಣನ
multiple ionised,ಬಹು ಅಯಾನೀಕೃತ
multiple operation,ಬಹುಕಾರ್ಯಕ ಕಾರ್ಯಾಚರಣೆ
multiple reaction,ಬಹು ಪ್ರತಿಕ್ರಿಯೆ
multiple reflection,ಬಹು ಪ್ರತಿಫಲನಗಳು
multiplication,ಗುಣಾಕಾರ
multiplicative collision,ಪ್ರಚಾರದ ಪ್ರಭಾವ
multiplicative effect,ಗುಣಾಕಾರ ಪರಿಣಾಮ
multiplicator,ಗುಣಕ
Multiplicity,ಬಹುತ್ವ
Multiplier,ಗುಣಕ
multiply,"ಗುಣಿಸಿ, ಗುಣಿಸಿ"
multistage rocket,"ಮಲ್ಟಿಸ್ಟೇಜ್ ರಾಕೆಟ್, ಮಲ್ಟಿಸ್ಟೇಜ್ ರಾಕೆಟ್"
मु-(μ ) meson,"mu-meson, μ-meson"
Muon,"ಮುವಾನ್, ಮುಮಾಸನ್"
Muonic,ಮುಯೋನಿ
music,ಸಂಗೀತ
musical,"ಸಂಗೀತ, ಸಂಗೀತ"
music scale,ಸ್ವರ ಗ್ರಾಂ
Mutual,"ಪರಸ್ಪರ, ಪರಸ್ಪರ"
Myopia,"ಸಮೀಪದೃಷ್ಟಿ, ಸಮೀಪದೃಷ್ಟಿ"
Nail,"ಉಗುರುಗಳು, ಉಗುರುಗಳು"
NAND,ಮತ್ತು ಪೂರಕ
Nano,ನ್ಯಾನೋ
Natural,"ನೈಸರ್ಗಿಕ, ನೈಸರ್ಗಿಕ"
nautical mile,ನಾಟಿಕಲ್ ಮೈಲಿ
Navigation,"ಕಾರ್ಯಾಚರಣೆಗಳು, ಸಂಚರಣೆ"
Navigator,ನ್ಯಾವಿಗೇಟರ್
Nearest,ಹತ್ತಿರದ
Nebula,ನೀಹಾರಿಕೆ
needle,ಸೂಜಿ ಪಟ್ಟಿ
Negative,"ಋಣಾತ್ಮಕ, ಋಣಾತ್ಮಕ, ಋಣಾತ್ಮಕ"
Negligible,ಅತ್ಯಲ್ಪ
neighbouring point,"ಪಕ್ಕದ ಬಿಂದು, ಪಕ್ಕದ ಬಿಂದು"
neon-lamp,ನಿಯಾನ್ ದೀಪ
Neptune,ನೆಪ್ಚೂನ್
Nernst effect,ನಾನೆಸ್ಟ್ ಪರಿಣಾಮ
net charge,ನಿವ್ವಳ ಶುಲ್ಕ
network,ಜಾಲರಿ (ಸರ್ಕ್ಯೂಟ್)
Neumann's potential,ನೈಮಾನ್ ವೈಭವ
neutral,ಮೂಡಿ ಬಂದಿದೆ
neutral atom,ಕರಗದ ಪರಮಾಣು
neutralising coil,ತಟಸ್ಥಗೊಳಿಸುವ ಜಾತಕ
neutrality,ಉದಾಸೀನತೆ
neutral meson,"ನಾನ್-ಡಿಸ್ಚಾರ್ಜ್ ಮೆಸನ್, ಚಾರ್ಜ್ಲೆಸ್ ಮೆಸನ್"
Neutrino,ನ್ಯೂಟ್ರಿನೊ
Neutron,ನ್ಯೂಟ್ರಾನ್
Newscast,ಸುದ್ದಿ ಪ್ರಸಾರ
Neutonian,ನ್ಯೂಟ್ನಿ
nicol,ತೆಗೆದುಹಾಕಿ
nicol prism,ತೆರಪಿನ ಪ್ರಿಸ್ಮ್
Niel temperature,ನೀಲಿ ಶಾಖ
noble metal,ಉತ್ತಮವಾದ ಲೋಹ
nodal diagram,ಫಿಲ್ಟರ್ ರೇಖಾಚಿತ್ರ
nodal point,"ನೋಡ್, ಪಾಯಿಂಟ್, ನೋಡ್ ಪಾಯಿಂಟ್, ಕ್ಲೀವೇಜ್ ಪಾಯಿಂಟ್, ಫಿಲ್ಟರೇಶನ್ ಪಾಯಿಂಟ್, ಡ್ರಾಪ್ ಪಾಯಿಂಟ್"
Node,"ನೋಡ್, ನೋಡ್, ಪೈಪ್"
Noise,"ಶಬ್ದ, ಶಬ್ದ"
no-load condition,ಶೂನ್ಯ ಲೋಡ್ ಸ್ಥಿತಿ
non-absorbing medium,ಹೀರಿಕೊಳ್ಳದ ಮಾಧ್ಯಮ
Non-additive number,ಅವಿಭಾಜ್ಯ ಸಂಖ್ಯೆ
non-classical,ಪ್ರತಿಷ್ಠೆ
non-coulomb scattering,ಅಲ್ಲದ ಕೂಲಂಬ್ ಸ್ಕ್ಯಾಟರಿಂಗ್
non-degenerate,ಭ್ರಷ್ಟವಲ್ಲದ
non destructive,ಅವಿನಾಶಿ
Non-dissipative,ಶಕ್ತಿ ಸಂರಕ್ಷಣೆ
non electronic,ಅನಿಲೆಕ್ಟ್ರೋನಿ
non-hydrogen like system,ಹೈಡ್ರೋಜನ್ ಅಲ್ಲದ ವ್ಯವಸ್ಥೆ
non-integral,ಭಿನ್ನರಾಶಿ ಸಂಖ್ಯೆ
non ohmic contact,ಅನಾಮಧೇಯ ಸಂಪರ್ಕ
non primitive lattice,ಭಾಗಿಸಲಾಗದ ಜಾಲರಿ
non-rectifying,ಅವಕಾಶವಾದಿ
non-relativistic,ಸಂಬಂಧಿಯಲ್ಲದ
non-sinusoidal,ಭೂಮ್ಯತೀತ
non-superconductor,ಸೂಪರ್ ಕಂಡಕ್ಟರ್
non-transition element,ಪರಿವರ್ತನೆಯಲ್ಲದ ಅಂಶಗಳು
non-uniform convergence,ಕಳಪೆ ಒಮ್ಮುಖ
non-zero spin,ಶೂನ್ಯವಲ್ಲದ ಸ್ಪಿನ್
NOR,ಅಥವಾ ಪೂರಕ
normal acceleration,ಸಾಮಾನ್ಯ ವೇಗವರ್ಧನೆ
normal atom,"ಉತ್ಸಾಹವಿಲ್ಲದ ಪರಮಾಣು, ಸಾಮಾನ್ಯ ಪರಮಾಣು"
Normal,"ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ"
Normalization,ಸಾಮಾನ್ಯೀಕರಣ
normal permeability,ಸಾಮಾನ್ಯ ಕಾಂತೀಯತೆ
normal pressure,ಪ್ರಮಾಣಿತ ಒತ್ತಡ
normal temperature,ಪ್ರಮಾಣಿತ ತಾಪಮಾನ
normal Zeeman triplet,ಸರಳ ರತ್ನ ಟ್ರೈಡ್
North,ಉತ್ತರ
nose,"ನಾಸಾ, ಮೂಗಿನ ಹೊಳ್ಳೆಗಳು, ಮೂಗು"
Notation,"ಸಂಕೇತ, ಸಂಕೇತ, ಸಂಕೇತ ವಿಧಾನ, ಸಂಕೇತ ವಿಧಾನ"
Note,ಗಾಯನ
NOT gate,ಗೇಟ್ ಅಲ್ಲ ಗೇಟ್ ಇಲ್ಲ
nozzle,ದಪ್ಪನಾದ
nuclear,"ಪರಮಾಣು, ಪರಮಾಣು"
nuclear apparatus,"ಪರಮಾಣು ಅಂಗ, ನ್ಯೂಕ್ಲಿಯಸ್ ಒಟ್ಟು"
nuclear bomb,ಪರಮಾಣು ಬಾಂಬ್ ಪರಮಾಣು ಬಾಂಬ್
nuclear explosion,ಪರಮಾಣು ಸ್ಫೋಟ
nuclear isomierism,"ನ್ಯೂಕ್ಲಿಯರ್ ಐಸೋಮೆರಿಸಂ, ನ್ಯೂಕ್ಲಿಯರ್ ರಿಯಾಕ್ಟರ್"
nuclear level,ಪರಮಾಣು ಶಕ್ತಿಯ ಮಟ್ಟ
nuclear reactor,ಪರಮಾಣು ರಿಯಾಕ್ಟರ್ ಪರಮಾಣು ರಿಯಾಕ್ಟರ್
nuclear species,ಪರಮಾಣು ಜಾತಿಗಳು ಪರಮಾಣು ಜಾತಿಗಳು
nuclear spin,"ನ್ಯೂಕ್ಲಿಯರ್ ಸ್ಪಿನ್, ನ್ಯೂಕ್ಲಿಯರ್ ಸ್ಪಿನ್"
Nucleation,ನ್ಯೂಕ್ಲಿಯೇಶನ್
Nucleon,ನ್ಯೂಕ್ಲಿಯಾನ್
Nucleus,"ನ್ಯೂಕ್ಲಿಯಸ್, ನ್ಯೂಕ್ಲಿಯಸ್, ನ್ಯೂಕ್ಲಿಯಸ್"
Null,ಶೂನ್ಯ
null point,ಶೂನ್ಯ ವಿಚಲನ ಸ್ಥಾನ
numerical aperture,ಸಂಖ್ಯಾತ್ಮಕ ದ್ಯುತಿರಂಧ್ರ
numerical content,ಸಂಖ್ಯಾತ್ಮಕ ಮೀಸಲಾತಿ
Object,"ವಸ್ತು, ದೇಹ, ವಸ್ತು"
objective,"ವಸ್ತುನಿಷ್ಠ (ವಿ.), ವಸ್ತುನಿಷ್ಠ, ವಸ್ತುನಿಷ್ಠ (ಸಂ)"
oblique,ಓರೆಯಾದ
observatory,"ವೀಕ್ಷಣಾಲಯ, ವೀಕ್ಷಣಾಲಯ"
Observed,ಗಮನಿಸಿದೆ
observer,ವೀಕ್ಷಕ
occupation number,ಸ್ಥಾಪನೆ ಸಂಖ್ಯೆ
Octagonal,ಅಷ್ಟಭುಜಾಕೃತಿಯ
octahedral,ಅಷ್ಟಮುಖಿ
octave,"ಅಷ್ಟಮ, ಅಷ್ಟಮ"
odd,ಬೆಸ
Off-centre,ಕೇಂದ್ರಾಭಿಮುಖ
off-diagonal,ಅಪ್ ಕರ್ಣೀಯ
off load,ನಿಷ್ಕಾಸ ಲೋಡ್
ohm,ಓಂ
ohmic,ಓಮಿ
Onsager conductivity equation,ಒನ್ಸಾಗರ್ ವಾಹಕತೆಯ ಸಮೀಕರಣ
opacifier,"ಅಪಾರದರ್ಶಕ, ನಿದ್ರಾಜನಕ"
Opacimeter,ಅಪಾರದರ್ಶಕತೆ
Opacity,"ಅಪಾರದರ್ಶಕತೆ, ಅಪಾರದರ್ಶಕತೆ"
Opalescencee,"ಕ್ಷೀರ, ಕ್ಷೀರ, ಲಭ್ಯತೆ"
opaque,"ಅಪಾರದರ್ಶಕ, ಅಪಾರದರ್ಶಕ"
Operating,"ಆಪರೇಟರ್, ಕಾರ್ಯಾಚರಣೆ"
Operator,"ನಿರ್ವಾಹಕ, ನಿರ್ವಾಹಕ, ನಿರ್ವಾಹಕ"
Opposing,ಎದುರಾಳಿ
opposite,"ವಿರುದ್ಧ, ವಿರುದ್ಧ"
Optic,"ಆಪ್ಟಿಕಲ್, ದೃಶ್ಯ"
Optical,"ದೃಶ್ಯ, ಆಪ್ಟಿಕಲ್, ಆಪ್ಟಿಕಲ್"
optical acitivity,ಧ್ರುವೀಯತೆ
optical electron,"ದೃಶ್ಯ ಎಲೆಕ್ಟ್ರಾನ್, ಆಪ್ಟಿಕಲ್ ಎಲೆಕ್ಟ್ರಾನ್"
optical emulsion,ಆಪ್ಟಿಕಲ್ ಎಮಲ್ಷನ್
optical illusion,ಭ್ರಮೆಗಳು
optically,ಸ್ಪಷ್ಟವಾಗಿ
optically active,ಧ್ರುವೀಕರಣ
optical path,ಆಪ್ಟಿಕಲ್ ದೂರ
optical pyrometer,ಆಪ್ಟಿಕಲ್ ಕ್ಯಾಲೋರಿಮೀಟರ್
optics,"ದೃಗ್ವಿಜ್ಞಾನ, ದೃಗ್ವಿಜ್ಞಾನ"
optimal,ಅತ್ಯುತ್ತಮ
optimality,ಅತ್ಯುತ್ತಮ
optimization (optimizing),ಆಪ್ಟಿಮೈಸೇಶನ್
Optimum,"ಅತ್ಯುತ್ತಮ, ಅತ್ಯುತ್ತಮ"
orbit,"ಕಕ್ಷೆ, ಕಣ್ಣು, ನೇತ್ರದರ್ಶಕ"
Orbital,"ಕಕ್ಷೀಯ, ಕಕ್ಷೀಯ (ಸಂಪಾದಿತ), ಕಕ್ಷೀಯ (ವಿ.), ನೇತ್ರ, ಕಣ್ಣು"
Order,"ಆದೇಶ, ಆದೇಶ, ಅಧಿಕಾರ, ಶ್ರೇಣಿ, ಗುಂಪು ಸಂಖ್ಯೆ"
ordered domain,ಸ್ಥಾನ ಪಡೆದ ಪ್ರಾಂತ್ಯಗಳು
organ,"ಆರ್ಗಾನ್, ಆರ್ಗಾನ್ ಬಾಜಾ"
OR gate,"ಮತ್ತು ಗೇಟ್, ಅಥವಾ ಗೇಟ್"
orientation,ದೃಷ್ಟಿಕೋನ
Orientational,ದೃಷ್ಟಿಕೋನ
Orifice,"ಬಾಯಿ, ಸ್ಟೊಮಾಟಾ, ಗೇಟ್"
Origin,ಮೂಲ ಬಿಂದು
orthogonal,"ಲಂಬ ಕೋನೀಯ, ಲಂಬ"
Orthogonality,"ಆರ್ಥೋಗೋನಾಲಿಟಿ, ಪರ್ಪೆಂಡಿಕ್ಯುಲಾರಿಟಿ"
orthorhombic,ರೋಂಬಸ್
Oscillate,ಆಸಿಲೇಟ್ ಮಾಡಲು
oscillator,ಆಂದೋಲಕ
Oscillograph,ಆಸಿಲ್ಲೋಗ್ರಾಫ್
oscilloscope,"ಆಸಿಲ್ಲೋಸ್ಕೋಪ್, ಆಸಿಲ್ಲೋಸ್ಕೋಪ್"
osculating Orbit,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ವರ್ಗ
osculation sphere,ಸ್ಕ್ಲೆರಾ
osmotic pressure,ಆಸ್ಮೋಟಿಕ್ ಒತ್ತಡ
Otto-cycle,ಸ್ವಯಂ-ಚಕ್ರ
Output,"ಔಟ್ಪುಟ್, ಔಟ್ಪುಟ್, ಔಟ್ಪುಟ್"
Oven,"ಒಲೆ, ಒಲೆ, ಒಲೆ"
Overall,ಒಟ್ಟಾರೆ
Overcast,"ಮೋಡದ ಹೊದಿಕೆ, ಮೋಡ"
overconvergence,ಒಮ್ಮುಖ
Overflow,"ಉಕ್ಕಿ, ಉಕ್ಕಿ, ಉಕ್ಕಿ"
Overlap,"ಅತಿಕ್ರಮಣ, ಅತಿಕ್ರಮಣ"
Overtone,"ಉಚ್ಚಾರಣೆ, ಉಚ್ಚಾರಣೆ"
package,"ಪ್ಯಾಕೇಜಿಂಗ್, ಪ್ಯಾಕೇಜ್"
packing,ಚಿತ್ರ ದಟ್ಟಣೆ
packing effect,ದಟ್ಟಣೆ ಪರಿಣಾಮ
pair annihilation,"ಜೋಡಿ ವಿನಾಶ, ಜೋಡಿ ವಿನಾಶ"
paired echo,ಜೋಡಿ ಅನುರಣನ
paired electron,ಜೋಡಿಯಾಗಿರುವ ಎಲೆಕ್ಟ್ರಾನ್
pan panchromatic (=photographic film),"panchromatic, panchromatic"
parallax,"ಭ್ರಂಶ, ಭ್ರಂಶ"
Parallel,ಸಮಾನಾಂತರ
parallel circuit,ಅಡ್ಡ ಸರ್ಕ್ಯೂಟ್
parallel connection,ಅಡ್ಡ ಸಂಪರ್ಕ
parallel spin,ವೆಕ್ಟರ್ ಸ್ಪಿನ್
paralysis (=blocking),ಪಾರ್ಶ್ವವಾಯು
paramagnetic,"ಪ್ಯಾರಾಮ್ಯಾಗ್ನೆಟಿಕ್, ಪ್ಯಾರಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು"
paramagnetism,ಪರಕಾಂತತ್ವ
