Kannada,Bengali
"ಲೋಡರ್ ಕಾರ್ಯಕ್ರಮ
(= ಲೋಡರ್)","লোডার প্রোগ্রাম
(= লোডার)"
ಲೋಡರ್ ಪ್ರಕಾರ,লোডার টাইপ
ಲೋಡ್ ಸೌಲಭ್ಯ,লোড সুবিধা
ಚಿತ್ರ,চিত্র লোড
ಲೋಡ್ ಮಾಡುವುದು,লোড হচ্ছে
ಸುರುಳಿಯನ್ನು ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,লোডিং কয়েল
ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿರುವ ದೋಷ,লোডিং ত্রুটি
ಲೋಡ್ ಮಾಡುವ ವಿಧಾನ,লোডিং পদ্ধতি
ದಿನಚರಿಯನ್ನು ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,রুটিন লোড হচ্ছে
ಲೋಡ್ ಲೆವೆಲಿಂಗ್,লোড লেভেলিং
ನಕ್ಷೆ,লোড মানচিত্র
ಹೊರೆ,লোড মোড
ಮಾಡ್ಯೂಲ್,লোড মডিউল
"ಮಾಡ್ಯೂಲ್
 ಗ್ರಂಥಾಲಯ","লোড মডিউল
 গ্রন্থাগার"
ಹೊರೆ,লোড-অন-কল
ಹೊರೆ,লোড পয়েন্ট
"ಲೋಡ್ ಕಾರ್ಯಕ್ರಮ
 (= ಲೋಡರ್)","লোড প্রোগ্রাম
 (= লোডার)"
ಹಂಚಿಕೆ,লোড শেয়ারিং
ಹಾಲೆ,লব
ಸ್ಥಳೀಯ,স্থানীয়
ಸ್ಥಳೀಯ ಪ್ರವೇಶ,স্থানীয় অ্যাক্সেস
ಸ್ಥಳೀಯ ಪ್ರದೇಶ ಜಾಲ,স্থানীয় নেটওয়ার্ক
ಸ್ಥಳೀಯ ಬ್ಯಾಟರಿ,স্থানীয় ব্যাটারি
ಸ್ಥಳೀಯ ಕೇಂದ್ರ ಕಚೇರಿ,স্থানীয় কেন্দ্রীয় অফিস
ಸ್ಥಳೀಯ ಚಾನಲ್,স্থানীয় চ্যানেল
ಸ್ಥಳೀಯ ಸಂಹಿತೆ,স্থানীয় কোড
ಸ್ಥಳೀಯ ವಿನಿಮಯ,স্থানীয় এক্সচেঞ্জ
"ಸ್ಥಳೀಯ ಸ್ವರೂಪ
 ಸಂಗ್ರಹಣೆ","স্থানীয় ফর্ম্যাট
 স্টোরেজ"
ಸ್ಥಳೀಯ ರೂಪಗಳ ನಿಯಂತ್ರಣ,স্থানীয় ফর্ম নিয়ন্ত্রণ
ಸ್ಥಳೀಯ ಮಾರ್ಗ,স্থানীয় লাইন
ಸ್ಥಳೀಯ ಬೀಗ,স্থানীয় লক
ಸ್ಥಳೀಯ ಲೂಪ್,স্থানীয় লুপ
ಸ್ಥಳೀಯವಾಗಿ ಲಗತ್ತಿಸಲಾಗಿದೆ,স্থানীয়ভাবে সংযুক্ত
"ಸ್ಥಳೀಯವಾಗಿ ಲಗತ್ತಿಸಲಾಗಿದೆ
 ನಿಲ್ದಾಣ","স্থানীয়ভাবে সংযুক্ত
 স্টেশন"
ಸ್ಥಳೀಯ ವಿಧಾನ,স্থানীয় মোড
ಸ್ಥಳೀಯ ಆದೇಶ ತಂತಿ,স্থানীয় অর্ডার তার
ಸ್ಥಳೀಯ ಆಂದೋಲನಕಾರ,স্থানীয় দোলক
ಸ್ಥಳೀಯ ಸೇವಾ ಪ್ರದೇಶ,স্থানীয় পরিষেবা অঞ্চল
ಸ್ಥಳೀಯ ಭಾಗ,স্থানীয় দিক
ಸ್ಥಳೀಯ ನಿಲ್ದಾಣ,স্থানীয় স্টেশন
"ಸ್ಥಳೀಯ ಸ್ವಿಚಿಂಗ್
 ಸೌಲಭ್ಯ","স্থানীয় স্যুইচিং
 সুবিধা"
ಸ್ಥಳೀಯ ವೇರಿಯಬಲ್,স্থানীয় পরিবর্তনশীল
"ಸ್ಥಳೀಯ ವೇರಿಯಬಲ್
 ಚಿಹ್ನೆ","স্থানীয় পরিবর্তনশীল
 প্রতীক"
ಆಡು,সনাক্ত করুন
ಮೋಡ್ ಅನ್ನು ಪತ್ತೆ ಮಾಡಿ,অবস্থান মোড
ಸ್ಥಳ,অবস্থান
"ಸ್ಥಳ ಕೌಂಟರ್
 (= ಸ್ಥಳ
 ನೋಂದಣಿ)","অবস্থান কাউন্টার
 (= অবস্থান
 নিবন্ধন)"
ಸ್ಥಳ ಜೀವನ,অবস্থান জীবন
ಲೊಕೇಟರ್ ಸಾಧನ,লোকেটার ডিভাইস
"ಲೊಕೇಟರ್
 ಅರ್ಹತೆ","লোকেটার
 যোগ্যতা"
ಲೊಕೇಟರ್ ವೇರಿಯಬಲ್,লোকেটার ভেরিয়েবল
ಬ ೦ ದೆ,লক
ಲಾಕ್ ಮಾಡಿದ ಹೆಸರು,লক নাম
ಲಾಕ್ ಮಾಡಿದ ಪುಟ,লক পৃষ্ঠা
ಲಾಕ್ ಮಾಡಿದ ದಾಖಲೆ,লক রেকর্ড
ಲಾಕಿಂಗ್,লকিং
ಲಾಕ್,লক আউট
ಬೀಗಮುದ್ರೆ ಮಾಡ್ಯೂಲ್,লকআউট মডিউল
ಲಾಕ್ ಅಪ್ ಮೇಜಿನ,লক-আপ টেবিল
ಬ ೦ ದಿಸು,লগ
ಕಸಕ,লগার
ಕಪ್ಪೆ,লগিং
ತಾರ್ಕಿಕ ಪ್ರವೇಶ ಮಟ್ಟ,যৌক্তিক অ্যাক্সেস স্তর
ತಾರ್ಕಿಕ ಆಡ್,যৌক্তিক অ্যাড
ತಾರ್ಕಿಕ ವಿಶ್ಲೇಷಣೆ,যৌক্তিক বিশ্লেষণ
"ತಾರ್ಕಿಕ ಚಾರ್ಟ್
 (= ಫ್ಲೋ ಚಾರ್ಟ್)","যৌক্তিক চার্ট
 (= প্রবাহ চার্ট)"
"ತಾರ್ಕಿಕ ಮಗು
 ಭಾಗ","যৌক্তিক শিশু
 বিভাগ"
ತಾರ್ಕಿಕ ಹೋಲಿಕೆ,যৌক্তিক তুলনা
ತಾರ್ಕಿಕ ಸಂಯೋಗ,যৌক্তিক সংমিশ্রণ
ತಾರ್ಕಿಕ ಸ್ಥಿರ,যৌক্তিক ধ্রুবক
"ತಾರ್ಕಿಕ ದತ್ತ
 ರಚನೆ","যৌক্তিক ডেটা
 কাঠামো"
ತಾರ್ಕಿಕ ನಿರ್ಧಾರ,যৌক্তিক সিদ্ধান্ত
ತಾರ್ಕಿಕ ವಿನ್ಯಾಸ,যৌক্তিক নকশা
"ತಾರ್ಕಿಕ ಸಾಧನ
 ಭಾಷಣ","যৌক্তিক ডিভাইস
 ঠিকানা"
ತಾರ್ಕಿಕ ರೇಖೆ,যৌক্তিক চিত্র
ತಾರ್ಕಿಕ ವ್ಯತ್ಯಾಸ,যৌক্তিক পার্থক্য
ತಾರ್ಕಿಕ ವಿಘಟನೆ,যৌক্তিক বিচ্ছিন্নতা
ತಾರ್ಕಿಕ ಅಂಶ,যৌক্তিক উপাদান
ತಾರ್ಕಿಕ ಅಭಿವ್ಯಕ್ತಿ,যৌক্তিক অভিব্যক্তি
ತಾರ್ಕಿಕ ಕೊಡೆ,যৌক্তিক ফাইল
"ತಾರ್ಕಿಕ ಹರಿವಿನ ಚಾರ್ಟ್
 (ಫ್ಲೋ ಚಾರ್ಟ್)","যৌক্তিক প্রবাহ চার্ট
 (প্রবাহ চার্ট)"
"ತಾರ್ಕಿಕ ಗುಂಪು
 ಸೂಚನಾ","যৌক্তিক গ্রুপ
 নির্দেশ"
ಒಂದು ವೇಳೆ ತಾರ್ಕಿಕ,যৌক্তিক যদি
ತಾರ್ಕಿಕ ಸೂಚನೆ,যৌক্তিক নির্দেশ
ತಾರ್ಕಿಕ ಮಟ್ಟ,যৌক্তিক স্তর
ತಾರ್ಕಿಕ ಸಾಲಿನ ಗುಂಪು,লজিকাল লাইন গ্রুপ
ತಾರ್ಕಿಕ ಗುಣ,যৌক্তিক গুণ
ತಾರ್ಕಿಕ ಸಂಖ್ಯೆ,যৌক্তিক সংখ্যা
ತಾರ್ಕಿಕ ಕಾರ್ಯಾಚರಣೆ,যৌক্তিক অপারেশন
ತಾರ್ಕಿಕ ನಿರ್ವಾಹಕ,যৌক্তিক অপারেটর
"ತಾರ್ಕಿಕ ಪುಟ
 ಗುರುತಿಸಿಕೊಳ್ಳುವಿಕೆ","যৌক্তিক পৃষ্ঠা
 সনাক্তকারী"
"ತಾರ್ಕಿಕ ಪುಟ
 ಸಂಖ್ಯೆ","যৌক্তিক পৃষ্ঠা
 সংখ্যা"
"ತಾರ್ಕಿಕ ಪೋಷಕ
 ಭಾಗ","যৌক্তিক পিতামাতা
 বিভাগ"
ತಾರ್ಕಿಕ ಪ್ರಾಥಮಿಕ,যৌক্তিক প্রাথমিক
ತಾರ್ಕಿಕ ಉತ್ಪನ್ನ,যৌক্তিক পণ্য
ತಾರ್ಕಿಕ ದಾಖಲೆ,যৌক্তিক রেকর্ড
"ತಾರ್ಕಿಕ ದಾಖಲೆ
 ನಿರ್ಬಂಧ","যৌক্তিক রেকর্ড
 ব্লক"
ತಾರ್ಕಿಕ ಸಂಬಂಧ,যৌক্তিক সম্পর্ক
ತಾರ್ಕಿಕ ಶಿಖರ,যৌক্তিক শিফট
ತಾರ್ಕಿಕ ರಚನೆ,যৌক্তিক কাঠামো
ತಾರ್ಕಿಕ ಮೊತ್ತ,যৌক্তিক যোগ
ತಾರ್ಕಿಕ ಸ್ವಿಚ್,যৌক্তিক সুইচ
ತಾರ್ಕಿಕ ಚಿಹ್ನೆ,যৌক্তিক প্রতীক
ತಾರ್ಕಿಕ ಪದ,যৌক্তিক শব্দ
ತಾರ್ಕಿಕ ಟೈಮರ್,যৌক্তিক টাইমার
ತಾರ್ಕಿಕ ಪತ್ತೆಹಚ್ಚುವಿಕೆ,যৌক্তিক ট্রেসিং
ತಾರ್ಕಿಕ ಟ್ರ್ಯಾಕ್,যৌক্তিক ট্র্যাক
ತಾರ್ಕಿಕ ಘಟಕ,যৌক্তিক ইউনিট
ತಾರ್ಕಿಕ ವೇರಿಯಬಲ್,যৌক্তিক পরিবর্তনশীল
ತಾರ್ಕಿಕ ಪ್ರಮಾಣ,যৌক্তিক ভলিউম
ತಾರ್ಕಿಕ ವಿಶ್ಲೇಷಕ,যৌক্তিক বিশ্লেষক
ತರ್ಕಪಟ್ಟೆ,লজিক কার্ড
"ತರ್ಕ ಚಾರ್ಟ್ (= ಹರಿವು
 ಚಾರ್ಟ್)","লজিক চার্ট (= প্রবাহ)
 চার্ট)"
ತರ್ಕ ಡಿಕೋಡರ್,লজিক ডিকোডার
ತರ್ಕ ವಿನ್ಯಾಸ,লজিক ডিজাইন
ತರ್ಕ ಸಾಧನ,লজিক ডিভাইস
ತರ್ಕ ರೇಖಾಚಿತ್ರ,লজিক ডায়াগ্রাম
ತರ್ಕ ಅಂಶ,যুক্তি উপাদান
ತರ್ಕ ಅಭಿವ್ಯಕ್ತಿ,যুক্তি প্রকাশ
ತರ್ಕ ಕುಟುಂಬ,যুক্তি পরিবার
"ತರ್ಕ ಹರಿವಿನ ಚಾರ್ಟ್
 (= ಫ್ಲೋ ಚಾರ್ಟ್)","লজিক ফ্লো চার্ট
 (= প্রবাহ চার্ট)"
ತರ್ಕ ಕಾರ್ಯ,যুক্তি ফাংশন
ತರ್ಕ ಸೂಚನೆ,যুক্তি নির্দেশ
ತರ್ಕ ಬೆಳಕು,যুক্তি আলো
ತರ್ಕ ಕಾರ್ಯಾಚರಣೆ,যুক্তি অপারেশন
ತರ್ಕ ತನಿಖೆ,যুক্তি তদন্ত
ತರ್ಕ ಉತ್ಪನ್ನ,যুক্তি পণ্য
ತರ್ಕ ಬದಲಾವಣ,লজিক শিফট
ತರ್ಕ ಸಣ್ಣ ದೋಷ,যুক্তি সংক্ষিপ্ত ত্রুটি
ತರ್ಕ ಸಂಕೇತ,যুক্তি সংকেত
ತರ್ಕ ಸ್ಥಿತಿ,যুক্তিযুক্ত অবস্থা
ತರ್ಕ ಚಿಹ್ನೆ,যুক্তি প্রতীক
ತರ್ಕ ಘಟಕ,লজিক ইউনিট
ಲಾಗ್ ಇನ್ ಮಾಡಿ (= ಲಾಗ್ ಆನ್ ಮಾಡಿ),লগ ইন (= লগ অন)
ಲಾಗ್ ಆಫ್ ಮಾಡಿ (= ಲಾಗ್ out ಟ್),লগ অফ (= লগ আউট)
ಲಾಗ್ ಆನ್,লগ ইন করুন
ಲಾಗ್ ಔಟ್,প্রস্থান
"ಲಾಗ್ ಆವರ್ತಕ
 ಆನಂತಾ","লগ পর্যায়ক্রমিক
 অ্যান্টেনা"
"ಉದ್ದವಾಗಿ
 ಸಮತೋಲನ","অনুদৈর্ঘ্য
 ভারসাম্য"
ರೇಖಾಂಶದ ಪರಿಶೀಲನೆ,অনুদৈর্ঘ্য চেক
ಉದ್ದದ ಸರ್ಕ್ಯೂಟ್,অনুদৈর্ঘ্য সার্কিট
"ಉದ್ದವಾಗಿ
 ಪ್ರಚೋದನೆ","অনুদৈর্ঘ্য
 আনয়ন শব্দ"
"ಉದ್ದದ ಮೋಡ್
 ವಿಳಂಬ ರೇಖೆ","অনুদৈর্ঘ্য-মোড
 বিলম্ব লাইন"
"ಉದ್ದನೆಯ ಸಮಾನತೆ
 ಪರಿಶೀಲನೆ","অনুদৈর্ঘ্য সমতা
 পরীক্ষা করুন"
"ಉದ್ದವಾಗಿ
 ಪುನರುಕ್ತಿ
 ಪರಿಶೀಲನೆ","অনুদৈর্ঘ্য
 অপ্রয়োজনীয়তা
 পরীক্ষা করুন"
"ಉದ್ದವಾಗಿ
 ರೋಗ ಪ್ರಸಾರ
 ಪರಿಶೀಲನೆ","অনুদৈর্ঘ্য
 সংক্রমণ
 পরীক্ষা করুন"
ಮುಂದೆ ನೋಡು,সামনে দেখো
ಮುಂದೆ ಕ್ಯಾರಿ ನೋಡಿ,সামনের দিকে তাকান
ಮುಂದೆ ಯುನಿಟ್ ನೋಡಿ,এগিয়ে ইউনিট দেখুন
ಮೇಲೆ ನೋಡು,খুঁজে দেখো
ನೋಟ ಟೇಬಲ್,লুকআপ টেবিল
ಕುಣಿಕೆ,লুপ
ಲೂಪ್-ಬ್ಯಾಕ್ ಪರೀಕ್ಷೆ,লুপ-ব্যাক পরীক্ষা
ಕುರಿಮರ,লুপ বডি
ಲೂಪ್ ಬಾಕ್ಸ್,লুপ বক্স
ಲೂಪ್ ಚೆಕ್,লুপ চেক
ಲೂಪ್ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ,লুপ সমাপ্তি
ಲೂಪ್ ಕಂಪ್ಯೂಟಿಂಗ್,লুপ কম্পিউটিং
ಲೂಪ್ ನಿಯಂತ್ರಣ,লুপ নিয়ন্ত্রণ
"ಲೂಪ್ ನಿಯಂತ್ರಣ
 ಹೇಳಿಕೆ","লুপ নিয়ন্ত্রণ
 বিবৃতি"
"ಕುಣಿಕೆ-ನಿಯಂತ್ರಕ
 ವೇರಿಯಬಲ್","লুপ-নিয়ন্ত্রণ
 পরিবর্তনশীল"
ಲೇಪಕ ಕೌಂಟರ್,লুপ কাউন্টার
"ಲೂಪ್ ಪ್ರತಿಕ್ರಿಯೆ
 ಸಂಕೇತ","লুপ প্রতিক্রিয়া
 সংকেত"
ಲೇಪನ,লুপিং
ಲೂಪಿಂಗ್ ಮರಣದಂಡನೆ,লুপিং এক্সিকিউশন
ಲೂಪ್ ಪ್ರಾರಂಭ,লুপ সূচনা
ಲೂಪ್ ಇನ್ಪುಟ್ ಸಿಗ್ನಲ್,লুপ ইনপুট সিগন্যাল
"ಲೂಪ್‌ ಜ್ಯಾಕ್
 ಸ್ವಿಟ್ ಕಾಯ್ದೆ","লুপ জ্যাক
 সুইচবোর্ড"
ಲೂಪ್ ಮಾರ್ಪಾಡು,লুপ পরিবর্তন
ಲೂಪ್ ನೆಟ್ವರ್ಕ್,লুপ নেটওয়ার্ক
ಲೂಪ್ ಪ್ರತಿರೋಧ,লুপ প্রতিরোধের
"ಲೂಪ್ ರಿವರ್ಸ್
 ಬ್ಯಾಟರಿ","লুপ বিপরীত
 ব্যাটারি"
ಸ್ವಯಂ ಪರಿಶೀಲನೆ ಲೂಪ್ ಮಾಡಿ,লুপ স্ব চেকিং
ಲೂಪ್ ಸಿಗ್ನಲಿಂಗ್,লুপ সিগন্যালিং
ಲೂಪ್ ಪ್ರಾರಂಭ,লুপ শুরু
ಲೂಪ್ ಮುಕ್ತಾಯ,লুপ সমাপ্তি
ಲೂಪ್ ಪರೀಕ್ಷೆ,লুপ টেস্টিং
"ಲೂಪ್ ವರ್ಗಾವಣೆ
 ಕಾರ್ಯ","লুপ স্থানান্তর
 ফাংশন"
ಲೂಪ್ ಪ್ರಸರಣ,লুপ ট্রান্সমিশন
ಲೂಪ್ ಪ್ರಸರಣ ಚೌಕಟ್ಟು,লুপ ট্রান্সমিশন ফ্রেম
ಲೂಪ್ ನವೀಕರಣ,লুপ আপডেট
ಸಡಿಲವಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ,ঢিলেঢালাভাবে মিলিত
ನಷ್ಟ,ক্ষতি
ಮಹತ್ವದ ನಷ್ಟ,তাত্পর্য হ্রাস
ಜೋರಾಗಿ ನಷ್ಟ,জোরে ক্ষতি
"ಕಡಿಮೆ ಚಟುವಟಿಕೆ ಡೇಟಾ
 ಸಂಸ್ಕರಣೆ","কম ক্রিয়াকলাপের ডেটা
 প্রক্রিয়াজাতকরণ"
ಕಡಿಮೆ ಉಪನಾಯ,কম বাইট
ಕೆಳಮಟ್ಟದ ಎಂಪಿಯು,লো-এন্ড এমপিইউ
"ಕೆಳಗಿನ ಸರಹದ್ದು, ಎಲ್ಲೆ",নিম্ন সীমা
ಕೆಳ ಪರಂಪರೆ,নিম্ন পর্দা
ಕೆಳಮಟ್ಟದ ಭಾಷೆ,নিম্ন-স্তরের ভাষা
"ತಗ್ಗು-ಶಬ್ದ
 ಉಲ್ಬಣಕ","নিচু শব্দ
 পরিবর্ধক"
ಕಡಿಮೆ ಕ್ರಮ,কম অর্ডার
ಕಡಿಮೆ ಕ್ರಮದ ಅಂಕೆಗಳು,লো অর্ডার ডিজিট
ಕಡಿಮೆ ಕ್ರಮಾಂಕದ ಸ್ಥಾನ,নিম্ন-অর্ডার অবস্থান
ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್,লো পাস ফিল্টার
"ಕಡಿಮೆ ಕಾರ್ಯಕ್ಷಮತೆ
 ಉಪಕರಣ","খারাপ করা
 সরঞ্জাম"
ಕಡಿಮೆ ವೇಗ,কম গতি
ಕಡಿಮೆ ವೇಗ ಸಂಗ್ರಹಣೆ,কম গতির স্টোরেজ
ಕೆಳ ಟೇಪ್,কম টেপ
"ಲುಕಾಸಿವಿಕ್
 ನಿದರ್ಶನ","লুকাসিউইকজ
 স্বরলিপি"
ಉಂಡೆ ಲೋಡ್,লম্পড লোডিং
ಯಂತ್ರ ವಿಳಾಸ,মেশিন ঠিকানা
"ಯಂತ್ರ ಲಭ್ಯ
 ಕಾಲ","মেশিন উপলব্ধ
 সময়"
ಯಂತ್ರ ಪರಿಶೀಲನೆ,মেশিন চেক
"ಯಂತ್ರ ಪರಿಶೀಲನೆ
 ದರ್ವಿತ","মেশিন চেক
 হ্যান্ডলার"
"ಯಂತ್ರ ಪರಿಶೀಲನೆ
 ಸೂಚನೆ","মেশিন চেক
 সূচক"
"ಯಂತ್ರ ಪರಿಶೀಲನೆ
 ಅಡಚಣೆ","মেশিন চেক
 বাধা"
ಯಂತ್ರ ಸಂಕೇತ,মেশিন কোড
ಯಂತ್ರ ಅರಿವು,মেশিন জ্ঞান
ಯಂತ್ರ ಚಕ್ರ,মেশিন চক্র
"ಯಂತ್ರ
 ಅವಲಂಬಿತ","মেশিন
 নির্ভরশীল"
"ಯಂತ್ರ
 ಅವಲಂಬಿತ
 ಭಾಷೆ","মেশিন
 নির্ভরশীল
 ভাষা"
"ಯಂತ್ರ
 ಅವಲಂಬಿತ
 ಸಾಫ್ಟ್ವೇರ್","মেশিন
 নির্ভরশীল
 সফটওয়্যার"
ಯಂತ್ರ ಸಮೀಕರಣ,মেশিন সমীকরণ
"ಯಂತ್ರ
 ಸಮಾನತೆ","মেশিন
 সমতুল্যতা"
ಯಂತ್ರ ದೋಷ,মেশিন ত্রুটি
ಯಂತ್ರ ಐಡಲ್ ಸಮಯ,মেশিন নিষ্ক্রিয় সময়
"ಯಂತ್ರ
 ಸ್ವತಂತ್ರ","মেশিন
 স্বতন্ত্র"
"ಯಂತ್ರ
 ಸ್ವತಂತ್ರ
 ಭಾಷೆ","মেশিন
 স্বতন্ত্র
 ভাষা"
"ಯಂತ್ರ
 ಸ್ವತಂತ್ರ
 ಸಾಫ್ಟ್ವೇರ್","মেশিন
 স্বতন্ত্র
 সফটওয়্যার"
"ಯಂತ್ರ
 ಸ್ವತಂತ್ರ
 ಪರಿಹಾರ","মেশিন
 স্বতন্ত্র
 সমাধান"
"ಯಂತ್ರ
 ಸೂಚನಾ","মেশিন
 নির্দেশ"
