Malayalam,Marathi
ഇന്റർസെല്ലുലാർ സ്പേസ്,इंटरसेल्युलर स्पेस
തടസ്സം,इंटरसेप्ट
തടസ്സം,इंटरसेप्ट
ഇന്റർ-ചെയിൻ ബോണ്ട്,आंतर-साखळी बाँड
ഇന്റർഡ ouലെ ബ്രിഗേഡ്,इंटरडौब्लेट ब्रिगेड
ഇന്റർഫാസ്കലർ കാംബുണ്ട്,इंटरफॅस्क्युलर कॅम्बियम
ഇന്റർമെംബ്രൻസ് സ്ഥലം,इंटरम्ब्रेन्स स्पेस
ഇന്റർഫേസ്,इंटरफेस
ഇന്റർഫാസ് ക്രോമസോം,इंटरफेस गुणसूत्र
ഇന്റർസെഗെമെന്റൽ സെപ്തം,इंटरसमेंटल सेप्टम
ഇന്റർഫാസ്കലർ കാംബുണ്ട്,इंटरफॅस्क्युलर कॅम्बियम
ആർഎൻഎയെ തടസ്സപ്പെടുത്തുന്നു,हस्तक्षेप आरएनए
ഇന്റർഫെറർ,इंटरफेरॉन
ഇന്റർഫേതൈറ്റ്,हस्तक्षेप
ഇന്റർലൂക്കിൻ,इंटरलेयूकिन
ഇന്റർലോക്ക് ചെയ്തു,इंटरलॉक केलेले
ഇന്റർമീഡിയറ്റ് ഡേ പ്ലാന്റ്,इंटरमीडिएट डे प्लांट
ഇന്റർമീഡിയറ്റ് ഫിലമെന്റ്,इंटरमीडिएट फिलामेंट
ഇന്റർമീഡിയറ്റ് ലോബ്,इंटरमीडिएट लोब
ഇന്റർമീഡിയറ്റ് ജോഡി,इंटरमीडिएट जोडी
ആന്തരിക ചെവി,अंतर्गत कान
ആന്തരിക പരിസ്ഥിതി,अंतर्गत वातावरण
ആന്തരിക ജുഗുലാർ സിര,अंतर्गत गुळगुळीत शिरा
ആന്തരിക മോർഫോളജി,अंतर्गत मॉर्फोलॉजी
ആന്തരിക പോഷക സൈക്ലിംഗ്,अंतर्गत पोषक सायकलिंग
ആന്തരിക താളം,अंतर्गत लय
അന്താരാഷ്ട്ര കോഡ്,आंतरराष्ट्रीय कोड
അന്താരാഷ്ട്ര മനുഷ്യ ജെനോം പദ്ധതി,आंतरराष्ट्रीय मानवी जीनोम प्रकल्प
ഇന്റനോഡ്,इंटर्नोड
ഇന്റർപ്ലാനറ്ററി,इंटरप्लेनेटरी
തടസ്സപ്പെടുത്തിയ ജീൻ,व्यत्यय जनुक
െക്സ്,इंटरसेक्स
ഇന്റർബ്ലിസ് ഹൈബ്രിഡിസേഷൻ,छेदनबिंदू
ഇന്റർസ്റ്റീഷ്യൽ സെൽ ഉത്തേജിപ്പിക്കുന്ന ഹോർമോൺ,अंतर्देशीय सेल उत्तेजक संप्रेरक
ഇന്റർസ്റ്റീഷ്യൽ സെൽ,इंटरस्टिशियल सेल
ഇന്റർസ്റ്റൈറ്റിയൽ ഇല്ലാതാക്കൽ,इंटरस्टिशियल हटविणे
ഇന്റർസ്റ്റീഷ്യൽ ഫ്ലിഡ്,इंटरस्टिशियल फ्ल्यूड
ഇടവേളയുടെ ഹൈബ്രിഡിസേഷൻ,इंटरव्हॅरिएटल हायब्रीडायझेशन
ഇടപെടുന്ന ശ്രേണി,हस्तक्षेप अनुक्रम
കുടൽ കെക്ക,आतड्यांसंबंधी किका
കുടൽ ജ്യൂസ്,आतड्यांसंबंधी रस
കുടല്,आतडे
ഇൻട്രാസെല്ലുലാർ ദഹനം,इंट्रासेल्युलर पचन
ഇൻട്രാഷോപ്ലാസ്മിക് ശുക്ല കുത്തിവയ്പ്പ് (ഐസി),इंट्रासाइटोप्लाझमिक शुक्राणू इंजेक्शन (आयसीएसआय)
ഇൻട്രാഫാസ്കിക്യുലാർ കാംബുണ്ട്,इंट्राफास्क्युलर कॅम्बियम
ഇൻട്രാമെഡുള്ളറി നെമ്മന്വി,इंटेडमॅलेरी नेफ्रॉन
അന്തർനാന്തിഖിത മത്സരം,इंट्रास्पेसिफिक स्पर्धा
പൊരുത്തക്കേട് പൊരുത്തക്കേട്,इंट्रास्पेसिफिक विसंगतता
പൊരുത്തക്കേട് പൊരുത്തക്കേട്,इंट्रास्पेसिफिक विसंगतता
ഇൻട്രാറ്റിക്റ്റിയലാണെന്ന് ജനനേന്ദ്രിയ JDUCT സിസ്റ്റം,इंट्राएस्टिक्युलर जननेंद्रियाच्या जेडीकक्ट सिस्टम
ഇൻട്രാട്ടറിൻ ബീജസങ്കലനം (iui),इंट्रायूटरिन इन्सेमिनेम (आययूआय)
ഇൻട്രാട്ടറിൻ കൈമാറ്റം (iut),इंट्रायूटरिन ट्रान्सफर (आययूटी)
ജ്വലിക്കൽ പ്രോട്ടീൻ,इंट्रिनिसिक प्रोटीन
ആന്തരിക തടസ്സം,आंतरिक अडथळा
ഗഹധനാശംസകള്,इंट्रोसेप्शन
ആറാം,इंट्रोन
ആമുഖം,छेदन
വിപരീതം,उलटा
ഇൻവെർട്ടേസ്,इनव्हर्टेज
അകശേരുക്കൾ,इन्व्हर्टेब्रेट्स
അന്വരഗക്കാരൻ,अन्वेषक
ഇവന്റോക്രെ,Incocre
സ്വമേധയാ ഉള്ളതും വഞ്ചനയില്ലാത്തതുമായ പേശി,अनैच्छिक आणि नॉन-स्ट्रेटेड स्नायू
വധുക്ക,आयडोडिन
അയോഡോത്തിറോൺ,आयोडोथिरोनिन
യൻകിട,आयन
അയോൺ ചാനൽ,आयन चॅनेल
അയോൺ എക്സ്ചേഞ്ച് ക്രോമാറ്റോഗ്രാഫി,आयन एक्सचेंज क्रोमॅटोग्राफी
അയോണിക് ബോണ്ട്,आयनिक बाँड
അയോണിക് ഇടപെടൽ,आयनिक संवाद
അയോണോസിടെ,आयनोसाइट
സംയോജിത കീടങ്ങളെ (ഐപിഎം),समाकलित कीटक व्यवस्थापन (आयपीएम)
IPomoaea,इपोमोआ
ഐറിഡേസി,इरिडासी
ഐറിസ്,आयरिस
ഇരുമ്പ് ഉറപ്പുള്ള അരി,लोह तांदूळ तांदूळ
അയൺ പോർഫിറിൻ,लोह पोर्फिरिन
ഇരുമ്പ് സ്ക്രാപ്പ്,लोह स्क्रॅप
വികിരണ സെൽ,इरिडिएटेड सेल
വികിരണം,इरिडिएशन
കമരഹിതമായ,अनियमित
ക്രമരഹിതമായ പുഷ്പം,अनियमित फूल
മാറ്റാനാവാത്ത വണ്ടതി,अपरिवर्तनीय विघटन
ഇന്റർനാഷണൽ റൈസ് റിസർച്ച് ഇൻസ്റ്റിറ്റ്യൂട്ട്,आंतरराष्ट्रीय तांदूळ संशोधन संस्था
പ്രകോപിതം,चिडचिडे
ഇഷിയം,इचियम
ഇഷിയം,इचियम
ലഞ്ജറുകളിലെ ഇസ്ലെറ്റുകൾ,लॅन्गरहन्सचे आयलेट्स
ഐസോഗ്ലട്ടിനിൻ,आयसोएगग्लुटिनिन
ഐസോബിലാറ്ററൽ ഇല,Isobailalleral लीफ
ഇസോഗമി,Isogamy
Isograft,इसोग्राफ्ट
ഒറ്റപ്പെട്ടു,पृथक
ഒറ്റപ്പെട്ട ക്ലോറോപ്ലാസ്റ്റ്,वेगळ्या क्लोरोप्लास्ट
ഒറ്റപ്പെട്ട ടിഷ്യു,पृथक ऊतक
ഐസൊലേഷൻ,अलगीकरण
Istoress,आयसोमरस
ഐസോപിക്നിക് സെൻട്രിഫ്യൂഗേഷൻ,आयसोपीक्निक सेंट्रीफ्यूगेशन
ഐസോടോണിക്,समस्थानिक
ഐസോടോപ്പ്,समस्थानिक
ഐസോട്രോപിക്,समस्थानिक
ഐസോട്രോപിക്,समस्थानिक
ഐസോട്രോപിക് ബാൻഡ്,समस्थानिक बँड
Ishmus,Isthmus
ഇറ്റായ്-ഇറ്റായ് രോഗം,इटाई-इटाई रोग
Iuds (മരുന്ന്),आययूडीएस (औषधी)
Iuds (മെഡിസിൻറെ),आययूडीएस (नॉन-मेडिकेटेड)
ജാസിദ്,जॅसिड
ജട്രോഫ,जटरोफा
മഞ്ഞപ്പിത്തം,कावीळ
താടിയെല്ല്,जबडा
തട്ടില്ലാത്ത കശേരുക്കൾ,जावलेस मॉर्टेब्रेट
ജെജുനം,जेजुनम
കടല്ച്ചൊറി,जेली फिश
