Punjabi,Odiya
ਰੀਸਟੋਰਲ ਲਾਈਨ,ପୁନରୁଦ୍ଧାର ରେଖା |
ਪਾਬੰਦੀ ਪਾਚਕ,ପ୍ରତିବନ୍ଧକ ଏନଜାଇମ୍ |
ਪਾਬੰਦੀ ਟੁਕੜਾ,ପ୍ରତିବନ୍ଧକ ଖଣ୍ଡ |
ਨਤੀਜਾ ਪ੍ਰਦਰਸ਼ਨ,ଫଳାଫଳ ପ୍ରଦର୍ଶନ
ਰਵਾਨਾ,ଖୁବ୍
ਰਿਟੇਰਡਰ,ଅବସର
ਰੀਟਰੋ ਵਾਇਰਸ,ରେଟ୍ରୋଭିରସ୍ |
ਮੁੜ ਤੋਂ,ଆଉଟ
ਮਾਲੀਆ,ରାଜସ୍ୱ
ਉਲਟਾ ਜੈਨੇਟਿਕਸ,ଓଲଟା ଜେନେଟିକ୍ସ |
ਉਲਟਾ ਪਰਿਵਰਤਨ,ଓଲଟା ପରିବର୍ତ୍ତନ
ਰਾਈਜ਼ੋਬੈਟਰੀਆ (ਪੀਜੀਪੀਆਰ),Rhizobacteria (Pgpr)
Rhizoduzation,RhizDopention
Rhizoid,Rhizଏଦ
Rhizome,ରାଇଜୋମ୍ |
ਰਾਈਜੋਸਫਾਇਰ,Rhizsoperre
ਰਿਬੋਸੋਮ,Ribooseome
ਰਿਕਟਸੀਆ ਵਰਗੇ ਜੀਵ,ଜୀବମାନଙ୍କ ପରି ରିକେଟସିଆ |
ਰਿਜ ਸਾਬਕਾ (ਰਿਸਟ),ରିଜ୍ ପୂର୍ବ (ମୁକ୍ତି)
ਰਿਜ ਲਾਉਣਾ,ରିଜ୍ ପ୍ଲାଙ୍ଗ୍ |
ਰਿਜ ਟੇਰੇਸ,ରିଜ୍ ଟେରାସ୍ |
ਤਾਲ ਜਦ ਤੱਕ,ପରାଜିତ
ਰਿਲੀਟ,ରିଲ୍ କ୍ଷୟ |
ਜੋਖਮ,ବିପଦ
Rna ਪੌੜੀ,Rna ସିଡ଼ି
ਚੱਟਾਨ,ପଥର
ਠੱਗ,ଦୁର୍ବଣାର
ਰੋਬਿੰਗ,ରୋଜେୟିଙ୍ଗ୍
ਰੂਟ ਫਸਲ,ମୂଳ ଫସଲ
ਜੜ,ମୂଳ ସୂକ୍ଷ୍ମ ଅଟେ |
ਰੂਟ ਗਾਲ ਨਮੇਟੋਡ,ମୂଳ ଗଲ୍ ନେମାଟୋଡ୍ |
ਰੂਟ ਨੂੰ ਪ੍ਰੇਰਿਤ ਕਰਨਾ,ମୂଳ ପ୍ରବର୍ତ୍ତିତ ପ୍ଲସ୍ମେଡ୍ |
ਰੂਟ ਨੂਡਿ .ਲ,ମୂଳ କ NO ଣସି ଜିନିଷ |
ਰੂਟਸਟੌਕ,RootsTock
ਰੋਸੈਟ ਦੀ ਬਿਮਾਰੀ,ରୋଷ୍ଟେଟେ ରୋଗ |
ਰੋਸੈਟ ਪੋਲੀਬੇਨੀ,ରୋଜେଟ ପଲିମେକ୍ |
ਰੋਸੈਟ ਵਾਇਰਸ,ରୋଜେଟ୍ ଭାଇରସ୍ |
ਰੋਟਰੀ ਖੇਤ,ଘୂର୍ଣ୍ଣିନ ଟିଲଗେଜ୍ |
ਰੋਟੇਸ਼ਨਲ ਚਰਾਉਣ ਵਾਲਾ,ଘୂର୍ଣ୍ଣନ ଚରିବା |
ਰੂਘੇਜ,ରଗେଜ୍ |
ਕਤਾਰ ਦੀਆਂ ਫਸਲਾਂ,ଧାଡି ଫସଲ |
ਕਤਾਰ ਨਾਲ ਜੁੜੋ,ଧାଡି ଇଣ୍ଟରକ୍ରପ୍ |
ਆਰਟੀਐਸ ਪੇਅ,RTS ପାନୀୟ
ਦੌੜਾਕ,ରନର୍
ਰਨ-ਆਫ ਖੇਤੀ,ଚାଷ
ਰਨ-ਆਫ,ରନ୍-ଅଫ୍ |
ਪੇਂਡੂ ਖੇਤਰੀ ਬੈਂਕ,ଗ୍ରାମୀଣ ଆଞ୍ଚଳିକ ବ୍ୟାଙ୍କ |
ਮੂਲੀ,ମୂଳା
ਮੀਂਹ ਦੇ ਰੁੱਖ,ବର୍ଷା ଗଛ
ਰਾਇਸਿਨ,କିସମିସ୍
ਰਾਮਬਟਨ,ରାମ୍ବୁଟାନ୍ |
ਕਾਨੂਨਸ,ରଙ୍ଗୁନ୍ କ୍ରପର୍ |
ਬਲਾਤਕਾਰ,ବଳାତ୍କାର
ਰਸਭਰੀ,ରସଗୋଲା |
ਰੈਟ-ਪੂਛ ਮੂਲੀ,ମୂଷା-ଲାଞ୍ଜ ମୂଳା |
ਰਤਨ,ରତନ
ਲਾਲ ਸੀਡਰ (ਟੋਨਾ),ଲାଲ୍ କେଦାର (ଟୋନା)
ਲਾਲ ਕਲੋਵਰ,ନାଲି କ୍ଲୋଭର |
ਰੈਡ ਰੇਸ਼ਮ ਦਾ ਰੁੱਖ,ଲାଲ୍ ରେଶମ ଗଛ |
ਡੇਡ ਘਾਹ,ବାଡ଼ି ଘାସ |
ਰੋਡਸ ਘਾਹ,ରୋଡସ୍ ଘାସ |
ਰ੍ਹੋਡਡੈਂਡਰਨ,ରଡୋଡନ୍ |
Rhus,Rhus
ਚੌਲ,ଚାଉଳ |
Ed ਰਡ,ଚାଳିତ ଗୋର୍ଟେଡ୍ |
ਗੁਲਾਬ,ଗୋଲାପ
ਗੁਲਾਬ ਬੇਰੀ,ରୋସ୍ ବେରୀ |
ਰੋਸਮੇਰੀ,ରୋଜଗର
ਗੋਲ ਗੌਡ,ଗୋଲାକାର ଗୁଣ୍ଡ |
ਰਬੜ,ରବର
ਚੂਹਾ,ମୂଷା
ਲਾਲ ਪਾਮਸ ਵੀਵੀਲ,ନାଲି ଖଜୁରୀ ବୁଣା
ਲਾਲ ਕੱਦੂ ਬੀਟਲ,ରେଡ୍ କଖାରୁ ବିଟଲ୍ |
ਰੀਨੋਸੀਰੋਸ ਬੀਟਲ,Rhincorsro Beetle
ਚਾਵਲ ਦੇ ਵੀਵਿਲ,ଚାଉଳ ବୁଣାକାର |
ਖਾਰੇ ਅਲਕਲੀ ਮਿੱਟੀ,ସାଲାଇନ୍ ଆଲକାଲି ମାଟି |
ਖਾਰਾ ਮਿੱਟੀ,ସାଲାଇନ୍ ମାଟି |
ਨਮੀਕਰਨ,ଲୁଣିଆନାମା
ਲਾਰ ਗਲੈਂਡ ਕ੍ਰੋਮੋਸੋਮ,ସାଲଭାରୀ ଗ୍ରନ୍ଥି କ୍ରୋମୋଜୋମ୍ |
ਲੂਣ,ଲୁଣ
ਲੂਣ-ਪ੍ਰਭਾਵਿਤ ਮਿੱਟੀ,ଲୁଣ ପ୍ରଭାବିତ ମାଟି |
ਲੂਣ ਸੂਚਕ,ଲୁଣ ସୂଚକାଙ୍କ |
ਲੂਣ ਦਾ ਤਣਾਅ,ଲୁଣ ଚାପ
ਲੂਣ ਸਹਿਣਸ਼ੀਲਤਾ,ଲୁଣ ସହନଶୀଳତା |
ਨਮੂਨਾ,ନମୁନା
ਨਮੂਨਾ ਗਲਤੀ,ନମୁନା ଦେବ |
ਨਮੂਨਾ ਵਾਲੀ ਇਕਾਈ,ନମୁନା ୟୁନିଟ୍ |
ਨਮੂਨਾ,ନମୁନା
ਰੇਤ,ବାଲି
ਰੇਤਲੀ ਮਿੱਟੀ,ବାଲୁକା ମାଟି |
ਸੈਂਡੀ ਲੋਮ,ବାଲୁକା ଲାମ
ਰੇਤਲੀ ਮਿੱਟੀ,ବାଲୁକା ମାଟି |
SAP,ସପ୍
ਪੌਦਾ,ସାହସ
ਪ੍ਰਮਾਣਿਕਤਾ ਮੁੱਲ,ସାପନଫିକେସନ୍ ମୂଲ୍ୟ |
ਸੈਟੇਲਾਈਟ ਡੀਐਨਏ,ଉପଗ୍ରହ DNA
ਸੈਟੇਲਾਈਟ ਬੂਡ,ସାଟେଲାଇଟ୍ ତୃଣକ |
ਸੰਤ੍ਰਿਪਤ ਭਾਫ ਦਾ ਦਬਾਅ,ପରିପୂର୍ଣ୍ଣ ବାଷ୍ପ ଚାପ |
ਸਵਨਾ,ସାଭାନା
ਸਕੇਲਫੋਲਡ ਪ੍ਰੋਟੀਨ,ସ୍କାଫୋଲ୍ଡ ପ୍ରୋଟିନ୍ |
ਸਕੈਪ,ଶ୍ୟାପ୍
ਸਕਿਰਿਸ਼,ଜଳୀୟ
ਸਕਿਓਨ,ଚମ୍ପନ୍
ਸਕਿਓਫਾਈਟਸ,ସ୍କିଫାଇଟସ୍ |
ਮੌਸਮੀ ਚੱਕਰ,ମ al ସୁମୀ ଚକ୍ର
ਮੌਸਮੀ ਸੋਕੇ,ମ al ସୁମୀ ମରୁଡ଼ି
ਮੌਸਮੀ ਪੌਦਾ,ମ al ସୁମୀ ଉଦ୍ଭିଦ
ਸੈਕੰਡਰੀ ਵਾਧਾ,ମାଧ୍ୟମିକ ଅଭିବୃଦ୍ଧି
ਸੈਕੰਡਰੀ ਪੌਦਾ ਪੌਸ਼ਟਿਕ ਤੱਤ,ମାଧ୍ୟମିକ ଉଦ୍ଭିଦ ପୁଷ୍ଟିକର |
ਸੈਕੰਡਰੀ ਉਤਪਾਦਕਤਾ,ମାଧ୍ୟମିକ ଉତ୍ପାଦକତା |
ਸੈਕੰਡਰੀ ਖੇਤ,ମାଧ୍ୟମିକ ଟିଲଗେଜ୍ |
ਸੇਡਜ,ସେଜ୍
ਬੀਜ ਬੋਰਨੀ ਫੰਗਸ,ବିହନ ପୋଷଣ କବକ |
ਬੀਜ ਪ੍ਰਮਾਣੀਕਰਣ,ମଞ୍ଜି ପ୍ରମାଣପତ୍ର
ਬੀਜ ਕਠੋਰ,ବିହନ କଠିନ କରିବା |
ਬੀਜ ਦਾ ਇਲਾਜ,ବିହନ ଚିକିତ୍ସା
ਬੀਜ-ਕਮ-ਖਾਦ ਮਸ਼ਕ,ବିହନ-ସିଟ୍-ସାର ଡ୍ରିଲ୍ |
ਬੀਜ,ବିହନ
ਸੀਪੇਜ,ସନ୍ଧାନକାରୀ |
ਅਲੱਗ ਹੋਣਾ,ପୃଥକତା
ਚੋਣਯੋਗ ਮਾਰਕਰ,ସିଲେକ୍ଟଯୋଗ୍ୟ ମାର୍କର |
ਚੋਣ ਦਾ ਦਬਾਅ,ଚୟନ ଶ୍ରେଣୀ
ਚੋਣਵੇਂ ਹਰਬਾਇਡ,ହର୍ବାଇଟିଡ୍ ଚୟନ କରନ୍ତୁ |
ਚੋਣ ਇੰਡੈਕਸ,ଚୟନକାରୀ ସୂଚକାଙ୍କ
ਸਵੈ ਗਰੱਭਧਾਰਣ,ସେଲ୍ଫ ଫର୍ଟିଲାଇଜେସନ୍
ਸਵੈ-ਨਿਰਭਰਤਾ,ଆତ୍ମ ପର୍ଯ୍ୟାୟ |
ਸਵੈ ਪਤਲੇ ਹੋਣ ਦੀ ਸਮਰੱਥਾ,ଆତ୍ମ ପତଳା କ୍ଷମତା |
ਸਵੈ-ਫਲਦਾਇਕ,ଆତ୍ମ-ଫଳପ୍ରଦ
ਸਵੈ-ਅਸੰਗਤਤਾ,ଆତ୍ମନିର୍ଭରଶୀଳତା |
ਸੁਆਰਥੀ ਡੀ ਐਨ ਏ,ସ୍ୱାର୍ଥପର DNA
ਅਰਧ-ਸੁੱਕੇ,ସେମି-ଶୁଷ୍କ |
ਸੰਵੇਦੀ ਦਾ ਮੁਲਾਂਕਣ,ସମ୍ବେଦନଶୀଳ ମୂଲ୍ୟାଙ୍କନ |
ਸੇਪਲ,ସପାଲ |
ਕ੍ਰਮਵਾਰ ਫਸਲ,କ୍ରମାଗତ ଟ୍ରାକିଂ |
ਸੀਰੀਅਲ ਪੇਬਿ .ਸ਼ਨ,କ୍ରମିକ ଦୁ y ଖ
ਸੀਕਲਚਰ,କ ifor ଣସିତା
ਸੰੋਲਨੋਲੋਜੀ,ପୃଥିବୀ ବେସୋଲୋଜି |
ਸੀਰਮ,ସେରମ୍
ਸੈਕਸ-ਦ੍ਰਿੜਤਾ,ସେକ୍ସ-ନିଷ୍ଠା |
ਸੈਕਸ-ਲਿੰਕਜ,ସେକ୍ସ-ଲିଙ୍କ୍ |
ਜਿਨਸੀ ਪ੍ਰਸਾਰ,ଯ sexual ନ ପ୍ରଚାର
ਸ਼ੀਟ roision,ସିଟ୍ କ୍ଷୟ |
ਸ਼ੈਲਿੰਗ,ହେେଲିଂ
ਸ਼ੈਲਟਰ ਬੈਲਟ,ଆଶ୍ରୟସ୍ଥଳ
ਥੋੜ੍ਹੇ ਸਮੇਂ ਦਾ ਪੌਦਾ,ସ୍ୱଳ୍ପ ଦିନିଆ ଉଦ୍ଭିଦ |
ਛੋਟਾ-ਵੇਵ ਰੇਡੀਏਸ਼ਨ,ସ୍ୱଳ୍ପ ତରଙ୍ଗ ବିକିରଣ |
ਸ਼ਟਲ ਵੈਕਟਰ,ଶଟଲ୍ ଭେକ୍ଟର |
ਭੈਣ-ਭਰਾ,ଭାଇଭଉଣୀ |
ਦਾਤਰੀ ਸੈੱਲ ਅਨੀਮੀਆ,ଅସୁସ୍ଥ ସେଲ୍ ଆନେମିଆ |
ਸਿਗੋਮਾਈਡ ਕਰਵ,ସିଗମାଇଡ୍ ବକ୍ର |
ਸੰਕੇਤ ਅਨੁਮਾਨ,ସଙ୍କେତ ଅନୁମାନ |
ਮਹੱਤਵ ਟੈਸਟ,ମହତ୍ତ୍ୱ ପରୀକ୍ଷା |
ਸੀਲੇਜ,ସିଲେଜ୍
ਸਿਲੋ,ସିଲୋ
ਗੜਬੜ,ସିଲ୍ଟ
ਡਿਲਟ ਲੋਮ,ସିଲ୍ଟ ଲୋମ୍ |
ਸਿਲਵੀਕਲਚਰ,ସିଲଭିକ୍ୟୁଚର
ਸਿੰਕ,ବୁଡ଼ିଯିବା |
ਸਿੰਕ ਸਮਰੱਥਾ,ସିଙ୍କ କ୍ଷମତା |
ਭੈਣ ਕ੍ਰੋਮੈਟਿਡ,ଭଉଣୀ କ୍ରୋମାମାଏଡ୍ |
ਸਾਈਟ-ਖਾਸ ਪੌਸ਼ਟਿਕ ਪ੍ਰਬੰਧਨ,ସାଇଟ୍ ନିର୍ଦ୍ଦିଷ୍ଟ ପୁଷ୍ଟିକର ପରିଚାଳନା |
ਸ਼ੁੱਭੀ ਵੰਡ,Skewd ବଣ୍ଟନ |
ਕਤਾਰ ਲਾਉਣਾ ਛੱਡ ਦਿਓ,ଧାଡି ରୋପଣକୁ ଛାଡିଦିଅ |
ਸਲਾਈਮ ਉੱਲੀ,ସ୍ଲିମ୍ ଛାଞ୍ଚ |
ਹੌਲੀ-ਰੀਲਿਜ਼ ਖਾਦ,ଧୀର-ରିଲିଜ୍ ସାର |
ਸਲੱਜ,ସ୍ଲୋଜ୍ |
ਘੁਰਕੀ,ସ୍ଲୁରି
ਪਰੇਸ਼ਾਨ ਫਸਲਾਂ,ଧୂମପାନ ଫସଲ |
ਸੋਸ਼ਲ ਫੌਰੈਸਟਰੀ,ସାମାଜିକ ବନରରେ |
ਸੋਡ ਸਭਿਆਚਾਰ,Sood ସଂସ୍କୃତି |
ਸੋਡ,ଦୁର୍ଗ
ਸੋਡਿਕ ਮਿੱਟੀ,ସୋଡିକ୍ ମାଟି |
ਸੋਡੀਅਮ ਸਮਾਈ ਅਨੁਪਾਤ,ସୋଡିୟମ୍ ଅବଶୋଷକ ଅନୁପାତ |
ਸੋਡੀਅਮ ਪੰਪ,ସୋଡିୟମ୍ ପମ୍ପ |
ਨਰਮ-ਲੱਕੜ ਦਾ ਗ੍ਰੈਫਟਿੰਗ,ନରମ କାଠ ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |
ਮਿੱਟੀ ਦੀ ਅਸ਼ੁੱਧ,ମାଟି ଆଡଫିସନ୍ |
ਮਿੱਟੀ ਦੀ ਹਵਾ,ମାଟି ଆରେସନ |
ਮਿੱਟੀ ਸਮੂਹ,ମାଟି ଏଗ୍ରିଗେଟ୍ |
ਮਿੱਟੀ ਅਲਾਕੀਨਿਟੀ,ମାଟି ଆଲକାଲିନିଟି |
ਮਿੱਟੀ ਸੋਧ,ମାଟି ସଂଶୋଧନ |
ਮਿੱਟੀ ਦੇ ਵਿਸ਼ਲੇਸ਼ਣ,ମାଟି ବିଶ୍ଳେଷଣ |
ਮਿੱਟੀ ਦੇ ਜੀਵ-ਵਿਭਿੰਨਤਾ,ମାଟି ଜ odi ବ ବିବିଧତା |
ਮਿੱਟੀ ਜੀਵ-ਵਿਗਿਆਨ,ମାଟି ଜୀବବିଜ୍ଞାନ |
ਮਿੱਟੀ ਦਾ ਵਰਗੀਕਰਣ,ମାଟି ଶ୍ରେଣୀକରଣ |
ਮਿੱਟੀ ਕੋਲੋਇਡ,ମାଟି କୋଲଏଡ୍ |
ਮਿੱਟੀ ਦਾ ਸੰਕੁਚਨ,ମାଟି ସଙ୍କୋଚନ
ਮਿੱਟੀ ਕੰਡੀਸ਼ਨਰ,ମାଟି କଣ୍ଡିସନର |
ਮਿੱਟੀ ਦੀ ਸੰਭਾਲ,ମାଟି ସଂରକ୍ଷଣ |
ਮਿੱਟੀ ਦੇ ਛਾਲੇ,ମାଟି ଭୂତଳ |
ਮਿੱਟੀ ਦੇ ਵਿਗਾੜ,ମାଟି ଡିଗାଡିସନ୍ |
ਮਿੱਟੀ ਦੇ ਖਿੜਕੀਆਂ ਦਾ ਕਾਰਕ,ମାଟି ପଳାୟନ କାରକ |
ਮਿੱਟੀ ਜਣਨ ਸ਼ਕਤੀ,ମାଟି ଉର୍ବରତା |
ਮਿੱਟੀ ਉਤਪਤੀ,ମାଟି ଆଦି |
ਮਿੱਟੀ ਦੀ ਸਿਹਤ,ମାଟି ସ୍ୱାସ୍ଥ୍ୟ
ਮਿੱਟੀ ਦੀ ਦੂਰੀ,ମାଟି ରାଶି |
ਮਿੱਟੀ ਮੈਕਰੂਗਜਿਸਜ਼,ମାଟି ମାକ୍ରୋଗର୍ମିମ୍ |
ਮਿੱਟੀ ਪ੍ਰਬੰਧਨ,ମାଟି ମ୍ୟାନେଜମେଣ୍ଟ |
ਮਿੱਟੀ ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ,ମାଟି ମାଇକ୍ରୋବିସିଓଲିଓଲୋଜି |
ਮਿੱਟੀ ਦੇ ਸੂਖਮ ਜੀਵ,ମୃତ୍ତିକୀ ମାଇକ୍ରୋ ଅର୍ଗାନାଇଜ୍ |
ਮਿੱਟੀ ਨਮੀ ਦੇ ਘਾਟਾ,ମାଟି ଆର୍ଦ୍ରତା ନିଅଣ୍ଟ |
ਮਿੱਟੀ ਜੈਵਿਕ ਪਦਾਰਥ,ମାଟି ଜ organic ବ ପଦାର୍ଥ |
ਮਿੱਟੀ ਦੀ ਪੋਰਸਿਟੀ,ମାଟି ପୋରୋସିଂ |
ਮਿੱਟੀ ਉਤਪਾਦਕਤਾ,ମୃତ୍ତିକା ଉତ୍ପାଦକତା |
ਮਿੱਟੀ ਪ੍ਰੋਫ਼ਾਇਜ਼,ମାଟି ପ୍ରୋଫାଇଲ୍ |
ਮਿੱਟੀ ਦੀ ਕੁਆਲਟੀ,ମାଟି ଗୁଣ
ਮਿੱਟੀ ਪ੍ਰਤੀਕਰਮ,ମାଟି ପ୍ରତିକ୍ରିୟା
ਮਿੱਟੀ ਪ੍ਰਤੀਰੋਧ,ମୃତ୍ତିକା ପ୍ରତିରୋଧ
ਮਿੱਟੀ ਨੌਰਟੀਅਤ,ମାଟି ସାଲିଟିଙ୍ଗ୍ |
ਮਿੱਟੀ ਵਿਗਿਆਨ,ମାଟି ବିଜ୍ଞାନ ବିଜ୍ଞାନ |
ਮਿੱਟੀ ਬਿਮਾਰੀ,ମାଟି ଅସୁସ୍ଥତା |
ਮਿੱਟੀ ਸਿਏਵਿੰਗ,ମୃତ୍ତିକାର ଶିକାର
ਮਿੱਟੀ ਦਾ ਹੱਲ,ମାଟି ସମାଧାନ |
ਮਿੱਟੀ ਨਿਰਜੀਵ,ମାଟି ନିର୍ଗତ କରେ |
ਮਿੱਟੀ ਦਾ structure ਾਂਚਾ,ମାଟି ଗଠନ |
ਮਿੱਟੀ ਮੁਅੱਤਲ,ମାଟି ନିଲମ୍ବନ |
ਮਿੱਟੀ ਦੀ ਜਾਂਚ,ମାଟି ପରୀକ୍ଷା
ਮਿੱਟੀ ਦਾ ਬਣਤਰ,ମାଟି ଗଠନ |
ਮਿੱਟੀ ਪਾਣੀ ਦੀ ਸੰਭਾਵਨਾ,ମୃତ୍ତିକ ଜଳ ସମ୍ଭାବନା |
ਮਿੱਟੀ ਦਾ ਪਾਣੀ,ମୃତ୍ତିକା ଜଳ
ਸੋਲਰ ਸਥਿਰ,ସ ar ର ନିରନ୍ତର |
ਸੋਲਰ ਰੇਡੀਏਸ਼ਨ,ସ ar ର ବିକିରଣ |
ਸੋਲਰ ਸਪੈਕਟ੍ਰਮ,ସୋଲାର୍ ସ୍ପେକ୍ଟ୍ରମ୍ |
ਸੁਹਿਰਣਾ,ସୋଲାରାଇଜେସନ୍
ਇਕੋ ਫਸਲ,ଏକମାତ୍ର ଫସଲ |
ਘੁਲਣਸ਼ੀਲ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤਤਾ,ଦ୍ରବୀଭୂତ ସୋଡିୟମ୍ ପ୍ରତିଶତ |
ਸੋਮੈਟਿਕ ਸੈੱਲ,ସୋମାଟିକ୍ କକ୍ଷ |
ਸੋਮੈਟਿਕ ਭਰੂਣ,ସୋମାଟିକ୍ ଭ୍ରୁଣ |
ਸੋਮੈਟਿਕ ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,ସୋମାଟିକ୍ ହାଇବ୍ରିଡାଇଜେସନ୍ |
ਸੋਰਗਮ ਦੀ ਸੱਟ,ସୋରଗମ୍ ଆଘାତ |
Sos gene,SOS ଜିନ୍ |
ਦੱਖਣੀ ਧੁੰਦਲਾ,ସାଉଥ୍ ବ୍ଲୋଟିଂ |
ਸਪੇਸ (ਪੌਦਾ),ବ୍ୟବଧାନ (ଉଦ୍ଭିଦ)
ਸਪੈਡਿਕਸ,ସ୍ପିଲେକ୍ସ |
ਛੁਪਾਓ,ସ୍ପାମା
ਵਿਸ਼ੇਸ਼ ਪ੍ਰਬੰਧ,ବିଶେଷ ବ୍ୟବସ୍ଥା |
ਵਿਸ਼ੇਸ਼ ਫਸਲਿੰਗ,ବିଶେଷ କ୍ରପ୍ |
ਵਿਸ਼ੇਸ਼ ਖੇਤੀ,ବିଶେଷ ଚାଷ
ਸਪੀਸੀਜ਼,ପ୍ରଜାତି
ਖਾਸ ਫਸਲ ਤੀਬਰਤਾ ਸੂਚਕਾਂਕ,ନିର୍ଦ୍ଦିଷ୍ଟ ଫସଲ ତୀବ୍ରତା ସୂଚକାଙ୍କ |
ਖਾਸ ਗੰਭੀਰਤਾ,ନିର୍ଦ୍ଦିଷ୍ଟ ମାଧ୍ୟାକର୍ଷଣ |
ਖਾਸ ਨਮੀ,ନିର୍ଦ୍ଦିଷ୍ଟ ଆର୍ଦ୍ରତା |
ਖਾਸ ਪੱਤੇ ਖੇਤਰ,ନିର୍ଦ୍ଦିଷ୍ଟ ପତ୍ର କ୍ଷେତ୍ର |
ਸ਼ੁਕਰਾਣੂ,SpermaTogenesisis
ਐਸ-ਪੜਾਅ,S-hease
ਸਪਾਈਕ,ସ୍ପାଇକ୍
ਸਪਾਈਕਲੇਟ,ସ୍ପିଲେଲେଟ୍ |
ਸਪਿੰਡਲ ਬੁਸ਼,ସ୍ପିଣ୍ଡଲ୍ ବୁଦା |
ਸਪਲੈਸ਼ roishion,ସ୍ପ୍ଲାସ୍ କ୍ଷୟ |
ਸਪਲਿਕ,ସ୍ପ୍ଲୋର୍ସିଂ |
ਸਪਲਿਟ ਐਪਲੀਕੇਸ਼ਨ,ସ୍ପ୍ଲିଟ୍ ପ୍ରୟୋଗ |
ਸਪਲਿਟ ਜੀਜ਼,ଜିନ୍ ବିଭାଜିତ |
ਸਪਲਿਟ ਪਲਾਟ ਡਿਜ਼ਾਈਨ,ସ୍ପ୍ଲିଟ୍ ପ୍ଲଟ୍ ଡିଜାଇନ୍ |
ਸਪੋਂਗੀ ਟਿਸ਼ੂ,ସ୍ପଞ୍ଜୀ ଟିସୁ |
ਆਪਸ ਵਿੱਚ ਵਾਧਾ,ସ୍ୱତ aneous ପ୍ରବୃତ୍ତ ପରିବର୍ତ୍ତନ |
ਸਪੋਰ,ସ୍ପୋର
ਛਿੜਕਣ ਦੀ ਸਿੰਜਾਈ,ସ୍ପ୍ରିଙ୍କଲର ଜଳସେଚନ |
ਸਪਾਲਿੰਗ,ଖରାପ
ਸਪੁਰ,ଉପରୁକୁ
ਸਹਿਣਸ਼ੀਲਤਾ,ବେଗ ବହନ କରିବା |
ਸਕੁਐਲ,ଚପଲ
ਸਥਿਰ ਏਜੰਟ,ଏଜେଣ୍ଟକୁ ସ୍ଥିର କରିବା |
ਮਿਆਰੀ ਭਟਕਣ,ମାନଦଣ୍ଡ ବିଚ୍ୟୁତି
ਸਟੈਪਲ ਫਸਲ,Stape ଫସଲ
ਕੋਡੋਨ ਸ਼ੁਰੂ ਕਰੋ,କୋଡନ୍ ଆରମ୍ଭ କରନ୍ତୁ |
ਸਟਾਰਟਰ ਹੱਲ,ଷ୍ଟାର୍ଟର ସମାଧାନ |
ਸਟੈਮ ਬੋਰਰ,ଷ୍ଟେମ୍ ବୋରର୍ |
ਸਟੈਮ-ਐਂਡ,ଷ୍ଟେମ୍-ଏଣ୍ଡ୍ |
ਸਟੈਨੋਸਪਰੋਮੋਕਸ,ଷ୍ଟେନୋସପରମୋକାରପିର |
ਸਟੈਪ,ପାହାଘ
ਨਸਬੰਦੀ,ନିରୂପଣ
ਕਲੰਕ ਪ੍ਰਾਪਤੀ,କଳଙ୍କ ଗ୍ରହଣ
ਕਲੰਕ,କଳହ
ਤਾਕਤ ਵਾਲੀ ਜੜ,ବିଲେଇ ମୂଳ
Stolon,ଉପନ୍ଲୋନ |
ਸਟੋਮੇਟਾ,ଷ୍ଟୋମାଟା
ਸਟੂਲਿੰਗ,ଚମକାଇବା
ਕੋਡੋਨ ਰੋਕੋ,କୋଡନ୍ ବନ୍ଦ କରନ୍ତୁ |
ਤਣਾਅ,ଚାପୁଡ଼ାଯୁକ୍ତ
ਸਟਰੇਟੀਕੇਸ਼ਨ,ଚାପରିଫିକେସନ୍
ਤੂੜੀ,ନଡ଼ା
ਤਣਾਅ,ଚାପ
ਸਟ੍ਰਿਪ ਫਸਲ,ଷ୍ଟ୍ରିପ୍ ଫସଲ
ਸਟ੍ਰਿਪ ਇੰਟਰਕ੍ਰੋਪਿੰਗ,ଷ୍ଟ୍ରିପ୍ ଆନ୍ତରିକତା |
ਸਟ੍ਰੋਮਾ,ଷ୍ଟ୍ରୋମା
ਧੋਖਾਧੜੀ,ଷ୍ଟକ୍
ਧੋਖਾਧੜੀ ਦੇ ਮਲਚਿੰਗ,ଷ୍ଟକ୍ ମଲଚିଂ |
ਸ਼ੈਲੀ,ଶ style ଳୀ
ਸਬ ਨਮੀ,ସବ୍ ଆର୍ଦ୍ର |
ਓਰਬਰਕੇਸ਼ਨ,ସବ୍ବେରିକେସନ୍
ਡੁੱਬਣਾ,ଗଣ୍ଡମାଳାଣିଗୁଡିକ
ਗੁਲਾਬ ਖੇਤੀ,ସବଷ୍ଟାଣ୍ଟ ଫାର୍ମିଂ |
ਸਟਰਸਿੰਗ,ସ୍ଥଗିତ
ਸਬ-ਸਪੀਸੀਜ਼,ସବ୍-ପ୍ରଜାତି |
ਬਦਲ,ପ୍ରତିସ୍ଥାପନ କ୍ରପ୍ କରିବା |
