Kannada,Assamese
ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡೀಮನ್,maxwell ডেমন
ಅರ್ಥ,অৰ্থ
ದುರಸ್ತಿ ಸಮಯ ಎಂದರ್ಥ,গড় মেৰামতিৰ সময়
ವೈಫಲ್ಯದ ನಡುವಿನ ಸರಾಸರಿ ಸಮಯ (MTBF),বিফলতাৰ মাজৰ গড় সময় (MTBF)
ವೈಫಲ್ಯದ ನಡುವಿನ ಸರಾಸರಿ ಸಮಯ (MTBF),বিফলতাৰ মাজৰ গড় সময় (MTBF)
ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ,বিফলতাৰ সময় বুজাইছে
ದುರಸ್ತಿ ಮಾಡುವ ಸಮಯ ಎಂದರ್ಥ,মেৰামতিৰ বাবে সময়
ದುರಸ್ತಿ ಮಾಡಲು ಸರಾಸರಿ ಸಮಯ (MTTR),মেৰামতিৰ বাবে গড় সময় (MTTR)
ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI),মধ্যমীয়া পৰিসৰৰ সংহতি (MSI)
ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI),মধ্যমীয়া পৰিসৰৰ সংহতি (MSI)
ಮಧ್ಯಮ ಅವಧಿಯ ಶೇಖರಣಾ ಸಾಧನ,মধ্যমকালীন সংৰক্ষণ ডিভাইচ
ಮೆಗಾಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (MB Ps),প্ৰতি ছেকেণ্ডত মেগাবিট (MB Ps)
ಸದಸ್ಯ ವಸ್ತು,সদস্য বস্তু
ಸದಸ್ಯ ದಾಖಲೆ,সদস্যৰ ৰেকৰ্ড
ಸ್ಮರಣೆ,স্মৃতি
ಮೆಮೊರಿ ಅರೇ,মেমৰি এৰে
ಮೆಮೊರಿ ಬ್ಯಾಂಕ್,মেমৰি বেংক
ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್,মেমৰি বাফাৰ ৰেজিষ্টাৰ
ಮೆಮೊರಿ ಬಸ್,মেমৰি বাছ
ಮೆಮೊರಿ ಕಾರ್ಡ್,মেমৰি কাৰ্ড
ಮೆಮೊರಿ ಕೋಶ,স্মৃতিশক্তি কোষ
ಮೆಮೊರಿ ಸಂಕೋಚನ,মেমৰি কম্পেকচন
ಮೆಮೊರಿ ಕೋರ್,মেমৰি কোৰ
ಮೆಮೊರಿ ಚಕ್ರ,স্মৃতি চক্ৰ
ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್,মেমৰি ডাটা ৰেজিষ্টাৰ
ಮೆಮೊರಿ ಡಂಪ್,মেমৰি ডাম্প
ಮೆಮೊರಿ ವಿನಿಮಯ,স্মৃতি বিনিময়
ಮೆಮೊರಿ ಕ್ರಮಾನುಗತ,স্মৃতিশক্তিৰ স্তৰ
ಮೆಮೊರಿ ಸೂಚನೆ,স্মৃতিশক্তিৰ নিৰ্দেশনা
ಮೆಮೊರಿ ನಿರ್ವಹಣೆ,স্মৃতিশক্তি ব্যৱস্থাপনা
ಮೆಮೊರಿ ನಕ್ಷೆ,মেমৰি মেপ
ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಲಾದ I/O,মেমৰি মেপ কৰা I/O
ಮೆಮೊರಿ ಮಾದರಿ,মেমৰি মডেল
ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್,মেমৰি মডিউল
ಮೆಮೊರಿ ಪಾಯಿಂಟರ್ ರಿಜಿಸ್ಟರ್,মেমৰি পইণ্টাৰ ৰেজিষ্টাৰ
ನೆನಪಿನ ಶಕ್ತಿ,মেমৰি শক্তি
ಮೆಮೊರಿ ರಕ್ಷಣೆ,স্মৃতিশক্তি সুৰক্ষা
ಮೆಮೊರಿ ಉಲ್ಲೇಖ ಸೂಚನೆ,মেমৰি ৰেফাৰেন্স নিৰ্দেশনা
ಮೆಮೊರಿ ರೆಸಿಡೆಂಟ್ ಪ್ರೋಗ್ರಾಂ,মেমৰি ৰেচিডেন্ট প্ৰগ্ৰেম
ಮೆಮೊರಿ ಘಟಕ,মেমৰি ইউনিট
ಮೆನು,মেনু
ಮೆನು ಬಾರ್,মেনু বাৰ
ಮೆನು ಡ್ರೈವ್,মেনু ড্ৰাইভ
ಮೆನು ಆಯ್ಕೆ,মেনু নিৰ্বাচন
ಮೆನು-ಚಾಲಿತ ಪ್ರೋಗ್ರಾಂ,মেনু-চালিত প্ৰগ্ৰেম
ವಿಲೀನಗೊಳ್ಳಲು,মাৰ্জ কৰক
ವಿನಿಮಯ ರೀತಿಯ ವಿಲೀನ,মাৰ্জ এক্সচেঞ্জ sort
ವಿಲೀನ ರೀತಿಯ,merge sort
ವಿಲೀನಗೊಳಿಸಲಾಗುತ್ತಿದೆ,মাৰ্জিং কৰা
ಜಾಲರಿ ಜಾಲ,মেছ নেটৱৰ্ক
ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ,বাৰ্তা প্ৰেৰণ কৰা
ಸಂದೇಶ,বাৰ্তা
ಸಂದೇಶ ದೃಢೀಕರಣ,বাৰ্তা প্ৰমাণীকৰণ
ಸಂದೇಶ ಪೆಟ್ಟಿಗೆ,বাৰ্তা বাকচ
ಸಂದೇಶ ಸರ್ಕ್ಯೂಟ್,বাৰ্তা বৰ্তনী
ಸಂದೇಶ ಸ್ವರೂಪ,বাৰ্তা বিন্যাস
ಸಂದೇಶದ ಹೆಡರ್,বাৰ্তাৰ হেডাৰ
ಸಂದೇಶ ಮೋಡ್,বাৰ্তা ধৰণ
ಸಂದೇಶ ರವಾನೆ,বাৰ্তা পাছ কৰা
ಸಂದೇಶ ಪೋಲಿಂಗ್,বাৰ্তা ভোটদান
ಸಂದೇಶ ಕ್ಯೂ,বাৰ্তা শাৰী
ಸಂದೇಶ ಸ್ವಿಚ್,বাৰ্তা চুইচ
ಸಂದೇಶ ಪಠ್ಯ,বাৰ্তাৰ লিখনী
ಸಂದೇಶ ವರ್ಗಾವಣೆ ಏಜೆಂಟ್,বাৰ্তা স্থানান্তৰ এজেন্ট
ಮೆಟಾ ಅಸೆಂಬ್ಲರ್,মেটা এছেম্বলাৰ
ಮೆಟಾ ವರ್ಗ,মেটা ক্লাছ
ಮೆಟಾ ಸಂಕಲನ,মেটা সংকলন
ಮೆಟಾ ಕಂಪೈಲರ್,meta কম্পাইলাৰ
ಮೆಟಾ ಭಾಷೆ,মেটা ভাষা
ಮೆಟಾ ನೆಟ್ವರ್ಕ್,মেটা নেটৱাৰ্ক
ಮೆಟಾ ವ್ಯವಸ್ಥೆ,মেটা চিস্টেম
ವಿಧಾನ,প্রণালী
ಮೆಟ್ರೋಪಾಲಿಟನ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (MAN),মহানগরীয় এলাকা নেটওয়ার্ক (MAN)
ಸೂಕ್ಷ್ಮ,মাইক্ৰ&#39;
ಮೈಕ್ರೋ ಕೋಡ್,মাইক্ৰ&#39; ক&#39;ড
ಮೈಕ್ರೋ ಕಂಪ್ಯೂಟರ್,মাইক্ৰ&#39; কম্পিউটাৰ
ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಕ,মাইক্ৰ&#39; নিয়ন্ত্ৰক
ಸೂಕ್ಷ್ಮ ಚಕ್ರ,মাইক্ৰ&#39; চক্ৰ
ಮೈಕ್ರೋ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೆಕ್ಯಾನಿಕಲ್ ಸಿಸ್ಟಮ್ (MEMS),মাইক্ৰ&#39; ইলেক্ট্ৰনিক মেকানিকেল চিষ্টেম (MEMS)
ಸೂಕ್ಷ್ಮ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
ಸೂಕ್ಷ್ಮ ಕಿರುಅಧಿಕಾರ,মাইক্ৰ&#39; ক্ষুদ্ৰ অনুমোদন
ಸೂಕ್ಷ್ಮ ಆದೇಶ,মাইক্ৰ&#39; অৰ্ডাৰ
ಮೈಕ್ರೋ/ಮೇನ್‌ಫ್ರೇಮ್ ಲಿಂಕ್,মাইক্ৰ&#39;/মেইনফ্ৰেম লিংক
ಮೈಕ್ರೋಚಿಪ್,মাইক্ৰ&#39;চিপ
ಮೈಕ್ರೋಕೋಬೋಲ್,মাইক্ৰ&#39;ক&#39;বল
ಮೈಕ್ರೋಕೋಡ್,মাইক্ৰ&#39;ক&#39;ড
ಮೈಕ್ರೋಫಿಚೆ,মাইক্ৰ&#39;ফিচ
ಮೈಕ್ರೋಫ್ಲೋಪಿ,মাইক্ৰ&#39;ফ্লপি
ಮೈಕ್ರೋಫಾರ್ಮ್ ರೀಡರ್,মাইক্ৰ&#39;ফৰ্ম ৰিডাৰ
ಮೈಕ್ರೋಫ್ರೇಮ್,মাইক্ৰ&#39;ফ্ৰেম
ಮೈಕ್ರೋಗ್ರಾಫಿಕ್ಸ್,মাইক্ৰ&#39;গ্ৰাফিক্স
ಮೈಕ್ರೊಫೋನ್,মাইক্ৰ&#39;ফোন
ಮೈಕ್ರೋಫೋಟೋಗ್ರಾಫ್,মাইক্ৰ’ফটোগ্ৰাফ
ಮೈಕ್ರೋಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ,মাইক্ৰ&#39;প্ৰচেছিং ইউনিট
ಮೈಕ್ರೋಪ್ರೊಸೆಸರ್,মাইক্ৰ&#39;প্ৰচেছৰ
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಚಿಪ್,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಕಂಪೈಲರ್,মাইক্ৰ&#39;প্ৰচেছৰ কম্পাইলাৰ
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಘಟಕ (MPU),মাইক্ৰ&#39;প্ৰচেছৰ ইউনিট (MPU)
ಮೈಕ್ರೋಪ್ರೋಗ್ರಾಂ,মাইক্ৰ&#39;প্ৰগ্ৰেম
ಸೂಕ್ಷ್ಮ ಅನುಕ್ರಮ,মাইক্ৰ&#39;ছিকুৱেন্স
ಮೈಕ್ರೋಸಾಫ್ಟ್,মাইক্ৰ’ছফ্ট
ಮೈಕ್ರೋಸಾಫ್ಟ್ ಕಿಟಕಿಗಳು,মাইক্ৰ&#39;ছফ্ট উইণ্ড&#39;সমূহ
ಮೈಕ್ರೋವೇವ್,মাইক্ৰৱেভ
ಮೈಕ್ರೋವೇವ್ ಲಿಂಕ್,মাইক্ৰৱেভ লিংক
ಮೈಕ್ರೋವೇವ್ ಪ್ರಸರಣ,মাইক্ৰৱেভ প্ৰসাৰণ
ಮಧ್ಯಮ ನಿರ್ವಹಣೆ,মধ্যম ব্যৱস্থাপনা
ಮಿಡ್ಲ್ವೇರ್,মিডলৱেৰ
ಮಿಡಿಕಂಪ್ಯೂಟರ್,মিডিকম্পিউটাৰ
ಮಧ್ಯಬಿಂದು,মিডপইন্ট
ಮಧ್ಯಾವಧಿ,মিডটাৰ্ম
ವಲಸೆ ಮಾರ್ಗ,প্ৰব্ৰজনৰ পথ
ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ ಮಿಲಿಯನ್ ಸೂಚನೆಗಳು (MIPS),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
ಮಿನಿಕಂಪ್ಯೂಟರ್,মিনি কম্পিউটাৰ
ಮಿನಿಡಿಸ್ಕೆಟ್,মিনিডিস্কেট
ಕನಿಷ್ಠ ಕರ್ನಲ್,নূন্যতম কাৰ্ণেল
ಕನಿಷ್ಠ ಉತ್ಪನ್ನ,নূন্যতম উৎপাদন
ಕನಿಷ್ಠ ಮರ,নূন্যতম গছ
ಮಿನಿಮ್ಯಾಕ್ಸ್ (ನಿಮಿಷ-ಗರಿಷ್ಠ) ಅಲ್ಗಾರಿದಮ್,minimax (নূন্যতম-সৰ্বোচ্চ) এলগৰিদম
ಕನಿಷ್ಠ ವಿಧಾನ,minimax পদ্ধতি
ಕನಿಷ್ಠ ವೆಚ್ಚ ವ್ಯಾಪಿಸಿರುವ ಮರ,নূন্যতম খৰচ স্পেনিং গছ
ಕನಿಷ್ಠ ಲೇಟೆನ್ಸಿ ಕೋಡಿಂಗ್,নূন্যতম বিলম্ব ক&#39;ডিং
ಚಿಕ್ಕ ಸಾಧನ,সৰু ডিভাইচ
ಮಿಂಟೆರಿಮ್,মিন্টেৰিম
ಮೈನಸ್ ಧ್ವಜ,বিয়োগ পতাকা
ಮೈನಸ್ ಧ್ವಜ,বিয়োগ পতাকা
ಮೈನಸ್ ವಲಯ,বিয়োগ জ&#39;ন
ಕನ್ನಡಿ,আইনা
ಕನ್ನಡಿ ಸೈಟ್,মিৰ&#39;ৰ চাইট
ಮಿಶ್ರ-ರಾಡಿಕ್ಸ್ ಸಂಕೇತ,মিশ্ৰিত-মূল সংকেত
ಮಿಕ್ಸರ್,মিক্সাৰ
ಜ್ಞಾಪಕಾರ್ಥಕ,স্মৃতিভ্ৰংশ
ಜ್ಞಾಪಕ ವಿಳಾಸ,mnemonic ঠিকনা
ಜ್ಞಾಪಕಶಾಸ್ತ್ರ,স্মৃতিশক্তি
ಮೊಬೈಲ್,ম’বাইল
ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್,মোবাইল কম্পিউটিং
ಮಾದರಿ,নমুনা
ಮಾದರಿಯಿಲ್ಲದ ಸಂಪಾದಕ,মোডলেছ সম্পাদক
ಮಾಡೆಲಿಂಗ್,মডেলিং
ಮೋಡೆಮ್,মডেম
ಮಧ್ಯಮ,মধ্যমীয়া
ಮಿತಗೊಳಿಸುವಿಕೆ,মডাৰেচন
ಮಾಡರೇಟರ್,মডাৰেটৰ
ಮಾರ್ಪಡಿಸಿದ ಸೂಚನೆ,পৰিৱৰ্তিত নিৰ্দেশনা
ಪರಿವರ್ತಕ,পৰিৱৰ্তক
ಮಾರ್ಪಡಿಸುವ ಬಿಟ್,পৰিবৰ্তক বিট
ಮಾರ್ಪಡಿಸಿ,শুধৰা
ಮಾಡ್ಯುಲರ್,মডুলাৰ
ಮಾಡ್ಯುಲಾರಿಟಿ,মডুলাৰিটি
ಮಾಡ್ಯುಲೇಶನ್,মডুলেচন
ಘಟಕ,মডিউল
ಮಾಡ್ಯೂಲ್ ಆರ್ಕಿಟೆಕ್ಚರ್,মডিউল স্থাপত্য
ಮಾನಿಟರ್,কাৰোবাৰ ওপৰত চকু ৰখা
ಮೇಲ್ವಿಚಾರಣೆ ಕಾರ್ಯಕ್ರಮ,নিৰীক্ষণ কাৰ্য্যসূচী
ಮೊನೊಕ್ರೋಮ್ ಪ್ರದರ್ಶನ,মনোক্ৰ&#39;ম প্ৰদৰ্শন
ಏಕಶಿಲೆಯ ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್,একক সংহত বৰ্তনী
ಏಕಶಿಲೆಯ ತಂತ್ರಜ್ಞಾನ,একক প্ৰযুক্তি
ಮಾನೋಸ್ಪೇಸ್ ಫಾಂಟ್,monospace ফন্ট
ಮೊನೊಸ್ಟೇಬಲ್,মনোষ্টেবল
ಏಕತಾನತೆ,একচেটিয়াতা
ಮಾರ್ಫ್,মৰ্ফ
ಮಾರ್ಫೀಮ್,মৰ্ফিম
ಮಾರ್ಫಿಸಮ್,মৰ্ফিজম
ಅಡಮಾನ,বন্ধক
ಮಾಸ್ಫೆಟ್ (MOSFET),mosfet (MOSFET) গেস্টবুক
ಅತ್ಯಂತ ಮಹತ್ವದ ಬಿಟ್,আটাইতকৈ উল্লেখযোগ্য বিট
ಮದರ್ ಬೋರ್ಡ್,মাদাৰ বৰ্ড
ತಾಯಿ ನೋಂದಣಿ,মাতৃ পঞ্জীয়ন
ಚಲನಚಿತ್ರ,চলচ্চিত্ৰ
ಚಲನ ಚಿತ್ರ ತಜ್ಞರ ಗುಂಪು (MPEG),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
ಮೌಂಟ್,মাউন্ট
ಇಲಿ,নিগনি
ಸರಿಸಿ,পদক্ষেপ লোৱা
ಪಾತ್ರವನ್ನು ಸರಿಸಿ,move চৰিত্ৰ
MS-DOS,এম এছ-ড’ছ
MS-Windows,এম এছ-উইণ্ড’জ
ಬಹು ಅಂಶ,বহু দিশ
ಬಹು ಪ್ರೊಸೆಸರ್,মাল্টি প্ৰচেছৰ
ಬಹು ಪ್ರೋಗ್ರಾಮಿಂಗ್,মাল্টি প্ৰগ্ৰেমিং
ಬಹು ಕಾರ್ಯ,মাল্টি টাস্কিং
ಮಲ್ಟಿಬಸ್,মাল্টিবাছ
ಮಲ್ಟಿಕಾಸ್ಟ್,মাল্টিকাষ্ট
ಮಲ್ಟಿಕಾಸ್ಟ್ ವಿಳಾಸ,মাল্টিকাষ্ট ঠিকনা
ಮಲ್ಟಿಕಾಸ್ಟಿಂಗ್,মাল্টিকাষ্টিং
ಮಲ್ಟಿಚಿಪ್,মাল্টিচিপ
ಮಲ್ಟಿಕ್ಸ್,মাল্টিক্স
ಬಹುಕಾರ್ಯ ಕಾರ್ಯಾಚರಣೆ,মাল্টিজব অপাৰেচন
ಬಹು ಹಂತದ ಸ್ಮರಣೆ,বহুস্তৰীয় স্মৃতিশক্তি
ಮಲ್ಟಿಮೀಡಿಯಾ ತಂತ್ರಜ್ಞಾನ,মাল্টিমিডিয়া প্ৰযুক্তি
ಮಲ್ಟಿಮೋಡ್,মাল্টিম&#39;ড
ಬಹು,একাধিক
ಬಹು ನಿಖರತೆ,একাধিক নিখুঁততা
ಬಹು ಹಿಂಜರಿತ,বহুবিধ ৰিগ্ৰেছন
ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್,মাল্টিপ্লেক্স
ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್ ಮೋಡ್,মাল্টিপ্লেক্স মোড
ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,মাল্টিপ্লেক্সাৰ
ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್,মাল্টিপ্লেক্সিং
ಮಲ್ಟಿಪಾಯಿಂಟ್ ನೆಟ್ವರ್ಕ್,মাল্টিপইন্ট নেটৱৰ্ক
ಮಲ್ಟಿಪ್ರೊಸೆಸಿಂಗ್,মাল্টিপ্ৰচেছিং
ಮಲ್ಟಿಪ್ರೊಸೆಸರ್ ಸಿಸ್ಟಮ್,মাল্টিপ্ৰচেছৰ চিস্টেম
ಬಹುಪಯೋಗಿ ಇಂಟರ್ನೆಟ್ ಮೇಲ್ ವಿಸ್ತರಣೆ (MIME),বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME)
ಮಲ್ಟಿಶೆಡ್ಯೂಲ್,বহুসূচী
ಮಲ್ಟಿಸ್ಟೇಷನ್,মাল্টিষ্টেচন
ಮಲ್ಟಿಥ್ರೆಡಿಂಗ್,মাল্টিথ্ৰেডিং
ಬಹು ಮೌಲ್ಯದ ತರ್ಕ,বহুমূল্যযুক্ত যুক্তি
ಬಹುವಿಧದ ವಿಶ್ಲೇಷಣೆ,বহুচলকীয় বিশ্লেষণ
ಮಲ್ಟಿವೈಬ್ರೇಟರ್,মাল্টিভাইব্ৰেটৰ
ಪರಸ್ಪರ ಹೊರಗಿಡುವಿಕೆ,পাৰস্পৰিক বৰ্জন
ಪರಸ್ಪರ ಮಾಹಿತಿ,পাৰস্পৰিক তথ্য
ನಿಷ್ಕಪಟ ಬಳಕೆದಾರ,সহজ-সৰল ব্যৱহাৰকাৰী
ಹೆಸರು ಸರ್ವರ್,নাম চাৰ্ভাৰ
NAND ಕಾರ್ಯಾಚರಣೆ,NAND অপাৰেচন
ನ್ಯಾನೋ,নেনো
ಕಿರಿದಾದ ಬ್ಯಾಂಡ್,সংকীৰ্ণ বেণ্ড
ರಾಷ್ಟ್ರೀಯ ಮಾಹಿತಿ ಮೂಲಸೌಕರ್ಯ,ৰাষ্ট্ৰীয় তথ্য আন্তঃগাঁথনি
ರಾಷ್ಟ್ರೀಯ ಮಾಹಿತಿ ಗುಣಮಟ್ಟ ಸಂಸ್ಥೆ (NAND NISO),ৰাষ্ট্ৰীয় তথ্য মানদণ্ড সংস্থা (NAND NISO)
ಸ್ಥಳೀಯ ಕೋಡ್,স্থানীয় ক&#39;ড
ಸ್ಥಳೀಯ ಕಂಪೈಲರ್,স্থানীয় কম্পাইলাৰ
ಸ್ಥಳೀಯ ಸಾಫ್ಟ್ವೇರ್,স্থানীয় চফ্টৱেৰ
ನೈಸರ್ಗಿಕ ಕಂಪೈಲರ್,প্ৰাকৃতিক কম্পাইলাৰ
ನೈಸರ್ಗಿಕ ಭಾಷಾ ಸಂಸ್ಕರಣೆ,প্ৰাকৃতিক ভাষা প্ৰক্ৰিয়াকৰণ
ಸಹಜ ಭಾಷೆಯ ಪ್ರಶ್ನೆ,প্ৰাকৃতিক ভাষাৰ প্ৰশ্ন
ನೈಸರ್ಗಿಕ ಸಂಖ್ಯೆ,প্ৰাকৃতিক সংখ্যা
ನ್ಯಾವಿಗೇಷನ್,নেভিগেচন
ನ್ಯಾವಿಗೇಟರ್,নেভিগেটৰ
ನಕಾರಾತ್ಮಕ ತರ್ಕ,ঋণাত্মক যুক্তি
ನೆಸ್ಟೆಡ್ ಲೂಪ್,নেষ্টেড লুপ
ನೆಸ್ಟೆಡ್ ಮ್ಯಾಕ್ರೋಗಳು,নেষ্টেড মেক্ৰ&#39;সমূহ
ನಿವ್ವಳ,জাল
ನಿವ್ವಳ ವಿಳಾಸ,নেট ঠিকনা
ನಿವ್ವಳ ನಾಗರಿಕ,নেট নাগৰিক
ನೆಟ್‌ಸ್ಕೇಪ್ ನ್ಯಾವಿಗೇಟರ್,নেটস্কেপ নেভিগেটৰ
ನೆಟ್ವರ್ಕ್ ಪ್ರವೇಶ ನಿಯಂತ್ರಣ,নে&#39;টৱৰ্ক অভিগম নিয়ন্ত্ৰণ
ನೆಟ್ವರ್ಕ್ ಆರ್ಕಿಟೆಕ್ಚರ್,নে&#39;টৱৰ্ক আৰ্কিটেকচাৰ
ನೆಟ್ವರ್ಕ್ ಫೈಲ್ ಸಿಸ್ಟಮ್ (NFS),নে&#39;টৱৰ্ক নথিপত্ৰপ্ৰণালী (NFS)
ನೆಟ್ವರ್ಕ್ ಸಮಗ್ರತೆ,নেটৱাৰ্ক অখণ্ডতা
ನೆಟ್ವರ್ಕ್ ಇಂಟರ್ಕನೆಕ್ಷನ್,নেটৱাৰ্ক আন্তঃসংযোগ
ನೆಟ್ವರ್ಕ್ ಪದರ,নে&#39;টৱৰ্ক স্তৰ
ನೆಟ್ವರ್ಕ್ ನಿರ್ವಹಣೆ,নেটৱাৰ্ক ব্যৱস্থাপনা
ನೆಟ್ವರ್ಕ್ ಟೋಪೋಲಜಿ,নে&#39;টৱৰ্ক টপোলজি
ನೆಟ್ವರ್ಕ್ ವರ್ಚುವಲ್ ಟರ್ಮಿನಲ್,নে&#39;টৱৰ্ক ভাৰ্চুৱেল টাৰ্মিনেল
ತಟಸ್ಥ ರಿಲೇ,নিৰপেক্ষ ৰিলে
ತಟಸ್ಥ ಪ್ರಸರಣ,নিৰপেক্ষ সংক্ৰমণ
ಹೊಸ ಸಾಲಿನ ಪಾತ್ರ,নতুন শাৰী আখৰ
ಹೊಸ ಸಿಂಕ್,নতুন সিঙ্ক
NFS/ನೆಟ್‌ವರ್ಕ್ ಫೈಲ್,NFS/নেটৱৰ্ক নথিপত্ৰ
ಮೆಲ್ಲಗೆ,নিবল
ಒಂಬತ್ತು ಪೂರಕ,ন&#39;ৰ পৰিপূৰক
ನೋಡ್,ন&#39;ড
ಶಬ್ದ,হুলস্থূল
ಶಬ್ದ ಮೋಡ್,শব্দ ধৰণ
ಶಬ್ದರಹಿತ ಕೋಡಿಂಗ್,শব্দহীন ক&#39;ডিং
ನಿರ್ಣಾಯಕವಲ್ಲದ,অনিৰ্দিষ্টতাবাদ
