Assamese,Tamil
metronome,மெட்ரோனோம்
এম ই ভি,MEV
মো,மோ
মোমৰ গেজ,மெழுகு அளவுகோல்
এছবেষ্টছ,கல்நார்
মাইকা কেপাচিটৰ,மைக்கா மின்தேக்கி
মাইকা কেপাচিটৰ,மைக்கா மின்தேக்கி
মাইকেলছনৰ ইন্টাৰফেৰ’মিটাৰ,மைக்கேல்சனின் இன்டர்ஃபெரோமீட்டர்
মাইকেলছনৰ ইন্টাৰফেৰ’মিটাৰ পৰীক্ষা,மைக்கேல்சனின் இன்டர்ஃபெரோமீட்டர் பரிசோதனை
মাইকেলছন-মৰ্লিৰ পৰীক্ষা,மைக்கேல்சன்-மோர்லி பரிசோதனை
মাইক্ৰমিটাৰ ভাৰসাম্য,மைக்ரோமீட்டர் இருப்பு
মাইক্ৰ’চাৰ্কিট প্লেট,மைக்ரோ சர்க்யூட் தட்டு
মাইক্ৰ&#39;চাৰ্কুইট্ৰি,மைக்ரோ சர்க்யூட்ரி
সূক্ষ্ম প্ৰভাৱ,நுட்பமான விளைவு
মাইক্ৰস্কোপিক প্লেক,நுண்ணிய தகடு
ফাইন-টিউনিং,நன்றாக மெருகேற்றுவது
মাইক্ৰ&#39; পাৱাৰ চাৰ্কিট,மைக்ரோ பவர் சர்க்யூட்
মাইক্ৰ&#39; প্ৰগ্ৰেমিং,மைக்ரோ புரோகிராமிங்
"মাইক্ৰ’ ইউনিট, মাইক্ৰ’ ইউনিট","நுண் அலகுகள், நுண் அலகுகள்"
মাইক্ৰস্কোপিক প্লেক,நுண்ணிய தகடு
মাইক্ৰ&#39; বিশ্লেষণ,நுண் பகுப்பாய்வு
মাইক্ৰ&#39; বিকিৰণ,நுண் கதிர்வீச்சு
মাইক্ৰ&#39;এম্পিয়াৰ,மைக்ரோஆம்பியர்
মাইক্ৰ’ এলয় ডিফিউচন ট্ৰেঞ্জিষ্টৰ,மைக்ரோ அலாய் டிஃப்யூஸ்டு டிரான்சிஸ்டர்
মাইক্ৰ&#39; এলয় ট্ৰেঞ্জিষ্টৰ,மைக்ரோ அலாய் டிரான்சிஸ்டர்
মাইক্ৰ&#39;এমিটাৰ,மைக்ரோஅமீட்டர்
মাইক্ৰস্কোপিক বেৰ&#39;গ্ৰাফ,"மைக்ரோடிமோகிராபி, மைக்ரோ பாரோகிராஃப்"
মাইক্ৰ&#39;বিম,நுண்ணுயிர்
"মাইক্ৰ’ থাৰ্মোমিটাৰ, মাইক্ৰ’ কেলৰিমিটাৰ","மைக்ரோ வெப்பமானி, மைக்ரோ கலோரிமீட்டர்"
মাইক্ৰ&#39; থাৰ্মোমেট্ৰি,மைக்ரோ தெர்மோமெட்ரி
মাইক্ৰ&#39;-কেননিক ছেট,நுண் நியதித் தொகுப்பு
মাইক্ৰ&#39; কেননিক সম্প্ৰদায়,மைக்ரோ நியமன சமூகம்
মাইক্ৰ&#39; চাৰ্কিট,மைக்ரோ சர்க்யூட்
মাইক্ৰ&#39; ফিচাৰ,நுண் பிளவு
মাইক্ৰ&#39; স্লিপ,மைக்ரோ ஸ்லிப்
মাইক্ৰ&#39;স্ফটিক,மைக்ரோகிரிஸ்டல்கள்
মাইক্ৰ&#39;স্ফটিকীয় ডমেইন,மைக்ரோகிரிஸ்டலின் டொமைன்
মাইক্ৰ&#39;স্ফটিক গঠন,மைக்ரோகிரிஸ்டல் அமைப்பு
মাইক্ৰ&#39;স্ফটিক,மைக்ரோகிரிஸ்டல்கள்
microcurie,மைக்ரோகுரி
মাইক্ৰ&#39;ডেনচিট&#39;মিটাৰ,மைக்ரோடென்சிட்டோமீட்டர்
মাইক্ৰ&#39; ডেনচিমেট্ৰি,நுண் அடர்த்தி அளவீடு
মাইক্ৰ&#39;ইলেক্ট্ৰ&#39;ড,நுண் மின்முனை
মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স,மைக்ரோ எலக்ட்ரானிக்ஸ்
মাইক্ৰ&#39;ফিছ,நுண்மீன்
মাইক্ৰ&#39;ফিছ ৰিডাৰ,நுண்மீன் வாசகர்
মাইক্ৰ&#39;ফিল্ম,நுண்படம்
মাইক্ৰ&#39;ফিল্ম ৰিডাৰ,மைக்ரோஃபில்ம் ரீடர்
মাইক্ৰ&#39;ফিল্ম ৰেকৰ্ড,மைக்ரோஃபில்ம் பதிவு
"মাইক্ৰ&#39;ফিল্মিং, মাইক্ৰ&#39;ফিল্মিং","மைக்ரோஃபில்மிங், மைக்ரோஃபில்மிங்"
সময়কাল,கால கட்டம்
মাইক্ৰ’গ্ৰাম,மைக்ரோகிராம்கள்
"মাইক্ৰ&#39;পাৰটিকেল, মাইক্ৰ&#39;গ্ৰেভিটি","நுண் துகள், நுண் புவியீர்ப்பு"
"মাইক্ৰ’গ্ৰাফ, মাইক্ৰ’গ্ৰাফাৰ, মাইক্ৰ’গ্ৰাফাৰ","மைக்ரோகிராஃபர், மைக்ரோகிராஃபர், மைக்ரோகிராஃபர்"
মাইক্ৰ&#39;গ্ৰাফাৰ,மைக்ரோகிராஃபர்
মাইক্ৰ&#39;গ্ৰাফী,நுண்ணறிவு
মাইক্ৰস্কোপিক প্ৰভাৱ,நுண்ணிய விளைவு
মাইক্ৰস্কোপিক ইমেজ,நுண்ணிய படம்
চুটি নিৰ্দেশনা,குறுகிய அறிவுறுத்தல்
মাইক্ৰ&#39;লক,மைக்ரோலாக்
মাইক্ৰ&#39;কপি ডিভাইচ,மைக்ரோ காப்பி செய்யும் சாதனம்
মাইক্ৰ&#39;ৰাইটিং,மைக்ரோ ரைட்டிங்
সূক্ষ্ম কাৰুকাৰ্য্য,சிறந்த கைவினைத்திறன்
"মাইক্ৰ&#39; অপাৰেটৰ, মাইক্ৰ&#39;মেনিপুলেটৰ","மைக்ரோ ஆபரேட்டர், மைக்ரோமேனிபுலேட்டர்"
মাইক্ৰ&#39; বেৰ&#39;মিটাৰ,நுண் காற்றழுத்தமானி
মাইক্ৰ&#39;মেকানিক্স,மைக்ரோமெக்கானிக்ஸ்
"মাইক্ৰমিটাৰ, মাইক্ৰমিটাৰ","மைக்ரோமீட்டர், மைக்ரோமீட்டர்"
