Odiya,Hindi
ପତ୍ର ବ୍ଲେଡ୍ |,"पर्ण फलक, पर्णटल"
ପତ୍ର କର୍ଲ |,पर्ण कुंचन
ପତ୍ର ଓରିଏଣ୍ଟେସନ୍ |,पर्ण दिक्विन्यास
ପତ୍ର ଚରମ,पर्ण शिराविन्यास
ପତ୍ର,"पत्ती, पर्ण"
ପତ୍ର-ବ୍ଲେଡ୍ |,पर्णफलक
ପତ୍ରହୀନ |,पर्णरहित
ଲମ୍ଫିଂ,फुदकना
ଚମଡା ପତ୍ର |,चर्मिल पर्ण
ପର୍ଟିକ୍ ଆର୍କ,बायाँ महाधमनी चाप
ବାମ କାର୍ସିଆକ୍ ଧମନୀ |,बायीं हृद् धमनी
ଲେଗ୍ୟୁମିନସ୍ ଉଦ୍ଭିଦ |,फलीदार पौधा
ଲେମ୍ବୁ,"शिंब, फली"
ଲେମ୍ବୁ ଘାସ |,"नींबू घास, लेमन ग्रास"
ଲେମ୍ବୁର |,लीमर
ଲେନ୍ସ ସେଲ୍ |,लेन्स कोशिका
ଲେନ୍ସ,लेन्स
ମ ents ଼ିଦିଅ,मसूर
ଚିତାବାଘ,तेंदुआ
ଲେପାସ,लीपेस
ଲିପିସ୍ମା (ରୂପା ମାଛ),"लेपिस्मा, (सिल्वर फिश)"
କୁଷ୍ଠରୋଗ,कुष्ठ
ଲେପ୍ଟୋକୋରିସା |,लेप्टोकॉरिसा
ରେପୋନମା |,"तनुसूत्र, लेप्टोनीमा"
ଲାଳ୍ପୋଟେନ୍ |,"तनुपट्ट, तनुसूत्र, लेप्टोटीन"
ସାଂଘାତିକ |,घातक
ସାଂଘାତିକ ଗଣିତ |,घातक उत्परिवर्तन
ଲ୍ୟୁକୋସାଇଟ୍ |,श्वेताणु
Lucoderma,"श्वित्र, ल्यूकोडर्मा"
ବିନ୍ଦୁ,श्वेतलवक
ଲ୍ୟୁକେମିଆ |,"श्वेताणुरक्तता, ल्युकीमिया"
ଲିଭର,उत्तोलक
ଲେଡିଜିଙ୍କ କକ୍ଷ |,लीडिग कोशिका
ଲିଆନା,कठलता
ଲିଆନସ୍ |,कठलतात्मक
ଉଷ୍ମ,"जूं, यूका"
ଲାଇଚେନ୍ |,"शैक, लाइकेन"
ଜୀବନ ଚକ୍ର,जीवन-चक्र
ଜୀବନ ପ୍ରତ୍ୟାଶା,जीवन प्रत्याशा
ଜୀବନ ଜିନ୍,लाइफ जीन
ଜୀବନ ଇତିହାସ,जीवनवृत्त
ଜୀବନ ସହାୟକ କ୍ଷମତା |,जीवन-आधारी क्षमता
ଜୀବନ ସହାୟକ ପ୍ରଣାଳୀ |,जीवन-आधारी तंत्र
ଜୀବନ୍ତ,निर्जीव
ଲିଗାମେଣ୍ଟ୍ |,स्नायु
ଲିଗାସ୍ |,लाइगेज
ଲସେକ୍ସ,बंधन
ଲିଗ୍,सिंहाघ्र
ହାଲୁକା ଆଘାତ |,हल्की क्षति
ହାଲୁକା ମାଇକ୍ରୋସ୍କୋପ୍ |,प्रकाश सूक्ष्मदर्शी
ବଜ୍ରପାତ,तडित्
ଲିଗ୍ନିନ୍ |,लिग्निन
ଲିଗଲେଟ୍,जीभिकाकार
ଲିଗୁଲ୍ସ,जीभिका
ଲିଲିଆସିଆ |,लिलिएसी
ଲିଲିୟମ୍,लिलियम
ଲିଲିୟମ୍ (ଲିଲ୍),वृक्कद्रोणि
ଲିଲି ପରିବାର,"लिली कुल, कुमुदिनी कुल"
ଅଙ୍ଗ,पाद
ଅଙ୍ଗ,शाखा
ଅଙ୍ଗ,अंग
ଅଙ୍ଗ ହାଡ |,पाद-अस्थि
ଲିମ୍ବିକ୍ ଲୋବ |,लिंबिक पालि
ଲିମ୍ବିକ୍ ସିଷ୍ଟମ୍ |,"लिंबिक तंत्र, सीमांत तंत्र"
ଅମ୍ଫିବିଆନ୍,"अपाद उभयचर, पादहीन उभयचर"
ସୀମିତ iz ିଟିପିଟି |,"अपाद गोधिका, पादहीन गोधिका"
ଲିମ୍ବସ୍ |,लिम्बस
ଲିମ୍ନେଟିକ୍ ଜୋନ୍ |,सरोवरी क्षेत्र
ଲିମ୍ନେଟିକ୍ |,"सरोजीवी, सरोवरी"
ଲିମୁଲସ୍ |,लिमूलस
ରେଖା,वंशक्रम
ରେଖା,रेखा
ରେଖା,वंशक्रम
ରେଖା କ୍ରମ |,रेखिक अनुक्रम
ରେଖା,"रैखिक, रेखीय"
ବଂଶାନୁକ୍ତ ପ୍ଲାସମେଡ୍ |,रेखीकृत प्लैज्मिड
ଲିଙ୍କ୍ ପ୍ରଜାତିଗୁଡିକ,योजक जाति
ଲିଙ୍କ୍,सहलग्नता
ଲିପ୍ୟାଜ୍,लाइपेज़
ଲିପିଡ୍,लिपिड
ଲିପିଡ ବିଲିୟର୍ |,लिपड द्विस्तर
ଲିପିଡ୍ ଲାଞ୍ଜ |,लिपिड पुच्छ
ଲିପୋପୋଲସିଚରାଇଡ୍ |,लिपोपॉलिसैकेराइड
ଲିପ୍ରୋଟେନାଇନସିସ୍ ମେମ୍ବ୍ରେନ୍ |,लिपोप्रोटीनी झिल्ली
ତରଳ ବୁନ୍ଦା |,द्रव बिंदुक
ମଦ ଫେଲିକେଲି |,पुटिका द्रव
ଲିଥୋଫାଇଟ୍ |,शैलोद्भिद
ଲିଥୋସେଫର୍ |,स्थलमंडल
ଲିଟର,करकट
ଲିଟର ପତଳା |,करकट पात
ଲିଟିଲ୍ ସେରେବ୍ରମ୍ |,लघु प्रमस्तिष्क
ଲିଟରାଲ୍ ଜୋନ୍ |,वेलांचली
ଯକୃତ,यकृत
ଯକୃତ ଫ୍ଲୁକ୍ |,यकृत पर्णाभ
ଯକୃତ ଆକୃତିର |,यकृताकार
ଯକୃତ ୱର୍ଟ,लिवर वर्ट
ଜୀବନ୍ତ ଜୀବଜନ୍ତୁ |,जीवधारी
ଜୀବନ୍ତ ଜନସଂଖ୍ୟା,सजीव समष्टि
ଜୀବନ୍ତ ସମ୍ବଳ,सजीव संसाधन
ବାସଗୃହ,जीवजगत्
LNG - 20,एल.एन.जी. - 20
ଲାମ (ସିଲ୍ଟ),दुमट (पांशु)
ଲବଷ୍ଟର |,"महाचिंगट, लॉब्स्टर"
Lobullaiia,लोबुलेरिया
ଲକୋମୋସନ |,"गति, संचलन, चलन, गमन"
ପଙ୍ଗପାଳ |,टिड्डी
Ladiicule,लाडिक्यूल
Logarithemic ପ୍ରକୃତି |,"लघुगणकीय प्रकृति, लॉगेरिथ्मीय प्रकृति"
ଲଜିଷ୍ଟିକ୍ ଅଭିବୃଦ୍ଧି |,वृद्धिघाती वृद्धि
ଲକ୍,लोलिगो
ଲଗ ଦଳରେ ଉଦ୍ଭିଦ |,दीर्घ प्रदीप्ति काली पादप
ଦ୍ରାଘିମା ଅକ୍ଷ |,अनुदैर्ध्य अक्ष
ଦ୍ରାଘିମା ବାଇନାରୀ ଫିସିଅନ୍ |,अनुदैर्ध्य द्विखंडन
ଦ୍ରାଘିମା ଫିସର୍ |,अनुदैर्ध्य विदर
ଲୁପ୍ |,कुंडली
ଲୁପ୍ |,पाश
ଲୁପ୍ ଜାଲ |,कुंडली-पाश
ଲଫିୟମ୍,लोफियम
ବିଶାରୁସେସିଦା |,लोरेन्थेसी
ଲୋରା ମଜ୍ଞାସ,लॉरेन्थस
ତଳ ବାହୁ,निम्न भुजा
ତଳ ଜହ୍ନ,"निचला जबड़ा, अधोहनु"
Luffa,तोरई
Lommar vertebrabrae,कटि-कशेरुक
କାଠ,काष्ठ कर्तन (लकड़ी काटना)
ଲମ୍ବ୍ରିକ୍ସ୍ |,लंब्रिकस
ଲୁମେନ |,"अवकाशिका, ल्यूमेन"
ଲମ୍ପର୍,संपिंडक
ଫୁସଫୁସ,"फुप्फुस, फेफड़ा"
ଲୁପାଇନ୍ |,ल्यूपिन
ଲୁପିନସ୍ ଆର୍କଟିକସ୍ |,ल्यूपिनस अर्क्टिकस
ହରମୋନ୍ ହରମୋନ୍ (LH),ल्यूटीनकारी हॉर्मोन
ଲିଓସେ |,लायेज
ଲାଇକୋପୋଡିୟମ୍ |,लाइकोपोडियम
ଲାଇକୋସିଡା,लाइकोप्सिडा
ଲିମ୍ଫ ଜାହାଜ,लसिका वाहिका
ଲିସିକା ଗ୍ରନ୍ଥି |,लसीका ग्रंथि
ଲିସିମ୍ ନୋଡ୍ |,लसिका ग्रंथिक
ଲିମ୍ଫାଇଟିଟ୍ |,"लसीकाणु, लिम्फोसाइट"
ଲିମ୍ଫୋଡ୍ ଅଙ୍ଗ |,लसीकाभ अंग
ଲିମ୍ଫଏଡ୍ ଟିସୁ |,लसीकाभ ऊतक
ଲିମ୍ଫୋମା |,लसीकागुल्म
ଲିଟିଲ୍ |,वीणाकार
ଲେସରଗିକ୍ ଏସିଡ୍ ଡାଏଥ୍ଲାମାଇଡ୍ (L.S.D.),लाइसर्जिक अम्ल डाइएथलामाइड
ଲିଆନାଇନ୍ |,लाइसीन
ଲାଇସୋମ୍,"लयनकाय, लाइसोसोम"
ଲିଆଜାଇମ୍,लाइसोजाइम
ମାକାକା,मैकाका
ମାକ୍ରୋବ୍ରାକିୟମ୍ |,मैक्रोब्रैकियम
ମାକ୍ରୋଇଭୋଲ୍ୟୁସନ୍ |,गुरुविकास
ମାକ୍ରୋଜେନେସିସ୍ |,बृहद्जनन
ମାକ୍ରୋମୋଲିକୁଲାର କୋଲଏଡ୍ |,बृहत्णु कोलॉइड
ମାକ୍ରୋମୋଲେକ୍ |,महाअणु
ମାକ୍ରୋନୁକଲିସ୍ |,गुरुकेंद्रक
ମାକ୍ରୋନ୍ରିଏଣ୍ଟ୍ |,बृहत् पोषक
ମାକ୍ରୋଫେଜ୍ (ବଡ ଭୋଜନକାରୀ),महाभक्षक
ମାକ୍ରୋଫାଗୋସାଇଟେଟ୍ |,महाभक्षकाणु
ମାକ୍ରୋଫାଗସ୍ |,महाभक्षी
ମାକ୍ରୋଫାଗି,"महाभक्षकता, महाभक्षिता"
ମାକ୍ରୋଫାଇଟ୍ |,बृहत् पादप
ମାକ୍ରୋପସ୍ |,मैक्रोपस
ମାକୁଲା,मैकुला
ମାକୁଲା ଲଟେଆ |,पीत मैकुला
ମ୍ୟାଗ୍ନେସିୟମ୍,मैग्नीशियम
ଚୁମ୍ବକୀୟ ରିସୋନାନ୍ସ ଇମେଜିଙ୍ଗ୍ |,चुंबकीय अनुनाद प्रतिबिंबन
ମ୍ୟାଜେଣ୍ଟିଫିକେସନ୍,आवर्धन
ବୃଦ୍ଧି ପ୍ରତିଛବି,आवर्धित प्रतिबिंब
ଯବକାଚ,आवर्धक लेन्स
ଯାଦୁକର ଶକ୍ତି |,आवर्धन क्षमता
ମାଗ୍ନୋଲିଆ |,मैग्नोलिया
ମାଗ୍ନୋଲିଆ ଶିକ୍ଷା,मैग्नोलिएसी
ହାସ୍ୟାହନ,मागुर
Iden ିଅର କେଶ ଫର୍ନ (ଆଡିଆଣ୍ଟମ୍),"कुमारी केश फ़र्न, मैडेन हैयर पर्णांग"
ମେଜର ଗ୍ରୋଭ୍ |,बड़ी खाँच
ପ୍ରମୁଖ HistorCompomebobateion କମ୍ପ୍ଲେକ୍ସ |,मुख्य ऊतक सुसंगति संमिश्र
ପ୍ରମୁଖ ଓମଲିଅଟ୍ |,प्रमुख परासरण-अपघट्यक
ପ୍ରମୁଖ ଶିଖର |,दीर्घ शिखर
ପୁରୁଷ,"नर, पुं-"
ପୁରୁଷ କୋଣ,नर शंकु
ପୁରୁଷ ଗେମଟୋଫାଇଟ୍ |,नर युग्मकोद्भिद्
ପୁରୁଷ ଯ ital ନାଙ୍ଗର ଆପେଚର |,नर जनन-छिद्र
ପୁରୁଷ ପ୍ରଣୀତ,नर पूर्वकेंद्रक
ବିକୃତ ପତ୍ର |,कुरचित पत्तियाँ
ମଲିକ ଏସିଡ୍ |,मैलिक अम्ल
କ୍ଷତିକାରକ କକ୍ଷ,दुर्दम कोशिका
କ୍ଷତିକାରକ ଟ୍ୟୁମର |,दुर्दम अर्बुद
ମଲାର୍ଡ,नीलसर
ମାଲଡାଳ,"मुद्गर, मैलियस"
ମାଲପ୍ର୍ୟ୍ୟ ଶବଭ୍ୟୁଲ୍ |,मैलपीगी कणिका
ମାଲଗିରି ଟୁବୁଲ୍ |,मैलपीगी नलिका
ମାଲ୍ଟୋଜ୍,माल्टोस
ମାଲଭାଲ୍ସ,माल्वेलीज
ସ୍ତନ୍ୟପାୟୀ,स्तनधारी
ସ୍ତନ୍ୟପାୟୀ,मैमेलिया
ସ୍ତନ୍ୟପାୟୀ ଗର୍ଭସ୍ଥ,स्तनी - गर्भ
ସ୍ତନ୍ୟପତି ଗ୍ରନ୍ଥି,स्तनग्रंथि
Mmmiform,स्तनरूप
ମାଣ୍ଡିବଲ୍ |,"चिबुकास्थि, मैंडिबल"
ମାଣ୍ଡିବୁଲାର ଗ୍ରନ୍ଥି |,चिबुक ग्रंथि
ମାଙ୍ଗାନିଜ୍ |,मैंगनीज
ମାଙ୍ଗିଫେରା ଇଣ୍ଡିକା |,मैंजीफेरा इंडिका
ମାଙ୍ଗ୍ରୋଭ୍ |,"गरान, मैंग्रोव"
ମନୁଷ୍ୟକୃତ କୃଷି ଇକୋସିଷ୍ଟମ୍ |,मानव-निर्मित कृषि पारितंत्र
ମନୁଷ୍ୟ ନିର୍ମିତ ଶସ୍ୟ |,मानवनिर्मित अनाज
ମାନାନ,मेनैन
ମେଣ୍ଟଲେ |,"प्रावार, मैंटल"
ମାନସ,"हस्त, हाथ"
ମାପଲ୍,"मैपिल, पुतली"
ମାରଚନ୍ତା |,मार्शैन्टिया
ମାର୍ଜିନାଲ୍,सीमांत
ଗଞ୍ଜେଇ,मरिजुआना
ସାମୁଦ୍ରିକ ଜୀବବିଜ୍ଞାନ |,समुद्री जीवविज्ञान
ସାମୁଦ୍ରିକ ପକ୍ଷୀ,समुद्री पक्षी
ସାମୁଦ୍ରିକ ସମ୍ପ୍ରଦାୟ,समुद्री समुदाय
ସାମୁଦ୍ରିକ ଓଭରଟେବ୍ରେଟ୍ |,समुद्री अकशेरुकी
ମାରିନୋ ରାମ |,"मरीनो पुंमेष, मरीनो मेंढा"
ମାର୍କର,चिह्नक
ବଜାର ବର୍ଜ୍ୟବସ୍ତୁ |,बाजार अपशिष्ट
ମଜ୍ଜା ଗୁହାଳ,मज्जा गुहा
ମାର୍ଶ,कच्छ
ମାର୍ଶ-ମଠ ମାଦୋ ପର୍ଯ୍ୟାୟ |,कच्छ-शाद्वल अवस्था
ଉଦ୍ଭିଦ ବିନା ମାର୍ଶ |,वनस्पति-रहित कच्छ
ମାର୍ସପିଆଲ୍ ମୋଲ୍ |,शिशुधानी छछुंद
ମାର୍ସପିଆଲ୍ ବିକିରଣ |,शिशुधानी विकिरण
ମାର୍ସପିଆଲ୍ ମୂଷା |,शिशुधानी चूहा
ମାର୍ସପିୟମ୍,"शिशुधानी, फलधानी"
ଜନ ବିଲୁପ୍ତ ହୋଇଗଲା |,व्यापक विलोपन
ଜନ ପ୍ରବାହ,संहति प्रवाह
ବହୁ ପ୍ରବାହ ଅନୁମାନ |,संहति प्रवाह परिकल्पना
ମାଷ୍ଟ କକ୍ଷ |,मास्ट कोशिका
ମାଷ୍ଟର ବଗାର୍ ପ୍ଲେଟ୍ |,प्रधान ऐगार प्लेट
ମୂଷା ପ୍ଲେଟ,प्रधान प्लेट
ମାନଦିନର ମୃତ୍ୟୁ ହାର,मातृ मृत्युदर
ମିଳନ,"संगम, मैथुन"
ମାଟ୍ରିକ୍ସ,आधात्री
ପରିପକ୍ୱ ନଗଦୁରା |,परिपक्व ग्रंथिका
ମାଉଭ୍ ରଙ୍ଗ |,"नीलशोण रंग, नीलशोण वर्ण"
