Assamese,English
প্লেটিকুৰ্টিক বক্ৰ,platykurtic curve
প্লেটিকুৰ্ট&#39;ছিছ,platykurtosis
পটভূমি,plot
প্লট কৰা হৈছে,plotted
প্লট কৰা কম্পাঙ্ক বিতৰণ,plotted frequency distribution
প্লটাৰ,plotter
প্লটিং,plotting
বক্ৰৰ প্লটিং,plotting of curve
প্লাছ,plus
প্লাছ সূত্ৰ,plus formula
অসীমত বিন্দু,point at infinity
পইণ্ট অনুমান,point estimate
বিন্দু অনুমান,point estimation
বিন্দু ভৰ,point mass
সঞ্চয়ৰ বিন্দু,point of accumulation
বিশ্লেষণাত্মকতাৰ বিন্দু,point of analyticity
ঘনীভূত হোৱাৰ বিন্দু,point of condensation
পইণ্ট অৱ ইনচিডেন্স,point of incidence
অসীম বিচ্ছিন্নতাৰ বিন্দু,point of infinite discontinuity
ছেদক বিন্দু,point of intersection
অসদৃশ অভিসৰণৰ বিন্দু,point of non-uniform convergence
প্ৰক্ষেপণৰ বিন্দু,point of projection
একেধৰণৰ অভিসৰণ বিন্দু,point of uniform convergence
পইণ্ট মুক্ত টপোলজি,point open topology
পইণ্ট ছেট,point set
বিন্দু উৎস,point source
পইণ্টৱাইজ বন্ধ কৰা হৈছে,pointwise closed
পইণ্টৱাইজ বন্ধ কৰা,pointwise closure
পইণ্টৱাইজ কনভাৰ্জেন্স,pointwise convergence
বিন্দুভিত্তিক বিচ্ছিন্ন ফলন,pointwise discontinuous function
পইণ্টৱাইজ টপোলজি,pointwise topology
পোৱাচনৰ আগমন,Poisson arrival
পোৱাচন অবিচ্ছেদ্য,Poisson integral
পোৱাচন সমস্যা,Poisson problem
পোৱাচনৰ বিতৰণ,Poisson's distribution
পোৱাচনৰ সমীকৰণ,Poisson's equation
পোৱাচনৰ অখণ্ড সূত্ৰ,Poisson's integral formula
মেৰু,polar
মেৰু কোণ,polar angle
মেৰু অক্ষ,polar axis
মেৰু টুপি,polar cap
মেৰু স্থানাংক,polar coordinate
পৃথিৱীৰ মেৰু ব্যাসাৰ্ধ,polar radius of earth
খুঁটা,pole
ক্ৰমৰ মেৰু-n,pole of order-n
ঢৌৰ সন্মুখৰ মেৰু,pole of wave front
মেৰু এককতা,pole singularity
নীতি-স্থান,policy-space
নীতি চলকসমূহ,policy variables
পলিয়াৰ বিতৰণ,Polya's distribution
বহুভুজ,polygon
বলৰ বহুভুজ,polygon of forces
ভেক্টৰৰ বহুভুজ,polygon of vectors
বহুভুজ,polyhedral
বহুমুখী দেহ,polyhedral body
বহুভুজ,polyhedron
বহুপদ,polynomial
বহুপদ ৰূপ,polynomial forms
বহুপদ ফলন,polynomial function
বহুপদ আন্তঃপ্ৰক্ষেপণ,polynomial interpolation
বহুপদ ৰিগ্ৰেছন,polynomial regression
বহুপদ সমাধান,polynomial solution
বহুপদ উপপাদ্য,polynomial theorem
পলিট্ৰপ,polytrope
পুল কৰা অনুমান,pooled estimate
জনসংখ্যা,population
জনসংখ্যা বিতৰণ,population distribution
জনসংখ্যা গতিশীলতা,population dynamics
জনসংখ্যাৰ গড়,population mean
জনসংখ্যাৰ পৰিমাপ,population parameter
জনসংখ্যাৰ ৰিগ্ৰেছন সহগ,population regression coefficient
জনসংখ্যাৰ নমুনা সংগ্ৰহ কৰা,population sampling
জনসংখ্যাৰ ভ্যাৰিয়েন্স,population variance
অৱস্থান স্থানাংক,position coordinates
ভাৰসাম্যৰ অৱস্থান,position of equilibrium
অৱস্থান ভেক্টৰ,position vector
ধনাত্মক,positive
ধনাত্মক কোণ,positive angle
ইতিবাচক ক্ষেত্ৰসমূহ,positive areas
ইতিবাচক সংযোগ,positive association
ধনাত্মক বৈশিষ্ট্য,positive attribute
ধনাত্মক শঙ্কু,positive cone
ধনাত্মক সম্পৰ্ক,positive correlation
ধনাত্মক নিৰ্দিষ্ট ৰূপ,positive definite form
ধনাত্মক নিৰ্দিষ্ট ফলন,positive definite function
ধনাত্মক নিৰ্দিষ্ট মেট্ৰিক্স,positive definite matrix
ধনাত্মক নিৰ্দিষ্ট দ্বিঘাত ৰূপ,positive definite quadratic form
ধনাত্মক ৰৈখিক কাৰ্য্যকৰী,positive linear functional
ইতিবাচকভাৱে সম্পৰ্কিত,positively related
ধনাত্মক অৰ্ধনিৰ্দিষ্ট,positive semidefinite
ধনাত্মক ক্ৰমিক সম্পৰ্ক,positive serial correlation
ইতিবাচক ধাৰা,positive trend
সম্ভাৱনা,possibility
সম্ভৱ,possible
পশ্চাৎ সম্ভাৱনা,posterior probability
প&#39;ষ্টমাল্টিপ্লিকেচন,postmultiplication
পোষ্ট অনুকূলতা সমস্যা,post optimality problem
postulate,postulate
পোষ্টুলেচনেল এপ্ৰ&#39;চ,postulational approach
সম্ভাৱ্য শক্তি,potential energy
সম্ভাৱ্য ফলন,potential function
ক্ষমতা,power
শক্তি বক্ৰ,power curve
পৰীক্ষাৰ শক্তি কাৰ্য্য,power function of test
ক্ষমতা আইন,power law
এটা গোটৰ শক্তি,power of a set
এটা পৰীক্ষাৰ শক্তি,power of a test
পৰিসংখ্যা পৰীক্ষাৰ শক্তি,power of statistical test
শক্তি শৃংখলা বিশ্লেষণ,power series analysis
শক্তি শৃংখলা সম্প্ৰসাৰণ,power series expansion
শক্তি শৃংখলা পদ্ধতি,power series method
পয়ন্টিঙৰ উপপাদ্য,Poynting's theorem
ব্যৱহাৰিক জ্যামিতি,practical geometry
ব্যৱহাৰিক একক,practical unit
অভ্যাস,practice
পূৰ্বনিৰ্ধাৰিত নম্বৰ,preassigned number
এটা পৰীক্ষাৰ নিখুঁততা,precision of a test
ভৱিষ্যদ্বাণী,prediction
ভৱিষ্যদ্বাণী সমীকৰণ,prediction equation
ভৱিষ্যদ্বাণীৰ ব্যৱধান,prediction interval
পূৰ্বানুমানক,predictor
পূৰ্বানুমানক-সংশোধক পদ্ধতি,predictor-corrector method
পূৰ্বানুমানক সূত্ৰ,predictor formula
প্ৰি-ইমেজ,pre-image
প্ৰাথমিক তথ্য প,preliminary data प
প্ৰাথমিক জৰীপ,preliminary survey
উপস্থিত বিন্যাস,present configuration
চাপ,pressure
চাপ হ্ৰাস,pressure drop
চাপ বল,pressure force
চাপৰ গ্ৰেডিয়েন্ট,pressure gradient
মূল্য,price
মূল্য সূচকাংক,price index
প্ৰাথমিক-দ্বৈত এলগৰিদম,primal-dual algorithm
প্ৰাথমিক সমস্যা,primal problem
প্ৰাথমিক তথ্য,primary data
মুখ্য,prime
মৌলিক গুণক,prime factor
আদিম,primitive
আদিম বহুপদ,primitive polynomial
প্ৰধান অক্ষ,principal axis
প্ৰধান উপাদান,principal component
প্ৰধানৰ সৰ্বোচ্চ,principal maximum
প্ৰধান মূল,principal root
প্ৰধান উপমেট্ৰিক্স,principal submatrix
মূল মূল্য,principal value
নীতি,principle
সহাৱস্থানৰ নীতি,principle of covariance
দ্বৈততাৰ নীতি,principle of duality
সমতুল্যতাৰ নীতি,principle of equivalence
সমতুল্য পৰিৱৰ্তনৰ নীতি,principle of equivalent change
সৰ্বোচ্চ মডুলাছৰ নীতি,principle of maximum modulus
পূৰ্বৰ সম্ভাৱনা,prior probability
সম্ভাৱনাবাদী,probabilistic
সম্ভাৱনাবাদী পদ্ধতি,probabilistic approach
সম্ভাৱনাবাদী চাহিদা,probabilistic demand
সম্ভাৱনাবাদী চলক,probabilistic variable
সম্ভাৱনা,probability
সম্ভাৱনা ঘনত্ব,probability density
সম্ভাৱনা ঘনত্ব বিতৰণ,probability density distribution
সম্ভাৱনা ঘনত্ব ফলন,probability density function
সম্ভাৱনা বিতৰণ,probability distribution
সম্ভাৱনা ফলন,probability function
সম্ভাৱনা সৃষ্টিকাৰী ফলন,probability generating function
সম্ভাৱনা ভৰ,probability mass
সম্ভাৱনা স্থান,probability space
সম্ভাৱ্য,probable
সম্ভাৱ্য ভুল,probable error
সমস্যা,problem
সমস্যাৰ সংজ্ঞা,problem definition
সমস্যাৰ প্ৰণয়ন,problem formulation
পদ্ধতি,procedure
প্ৰক্ৰিয়া,process
প্ৰক্ৰিয়াকৰণ,processing
নূন্যতম বৰ্গৰ প্ৰক্ৰিয়া,process of least squares
প্ৰযোজক,producer
