Punjabi,Kannada
ਘੱਟ ਗਤੀ ਸਕੈਨਰ,ಕಡಿಮೆ ವೇಗದ ಸ್ಕ್ಯಾನರ್
"ਤਰਲ ਆਕਸੀਜਨ, lox","ದ್ರವ ಆಮ್ಲಜನಕ, ಲೋಕ್ಸ್"
ਆਕਸੀਜਨ ਭਰਨ ਦਾ ਸਮਾਂ,ಆಮ್ಲಜನಕ ತುಂಬುವ ಸಮಯ
ਤਰਲ ਓਜ਼ੋਨ,ದ್ರವ ಓಝೋನ್
ਗਾਈਡ ਲਾਈਨ,ಮಾರ್ಗದರ್ಶಿ ಸಾಲು
ਦੇਖੋ,ನೋಡು
ਪਕੜ ਬੈਂਡ,ಹಿಡಿತ ಬ್ಯಾಂಡ್
ਲੰਗ-ਪਲੇਟ,ಲಗ್-ಪ್ಲೇಟ್
ਲੁਕੇਸ਼ ਤੀਬਰਤਾ ਵਿਧੀ,ಲುಕೇಶ್ ತೀವ್ರತೆಯ ವಿಧಾನ
ਲੁਕੇਸ਼ ਅਰਧ-ਧਰੁਵੀ ਵਿਧੀ,ಲುಕೇಶ್ ಸೆಮಿಪೋಲಾರ್ ವಿಧಾನ
ਲੰਬਰਗ (ਮਾਤਰਾ),ಲುಂಬರ್ಗ್ (ಪ್ರಮಾಣ)
"ਛੁੱਟੀ, lumen","ಬಿಡುವು, ಲುಮೆನ್"
ਲੂਮੇਨ (ਯੂਨਿਟ),ಲುಮೆನ್ (ಘಟಕ)
lumen ਘੰਟੇ,ಲುಮೆನ್ ಗಂಟೆ
ਚਮਕ,ಪ್ರಕಾಶಮಾನತೆ
ਰੋਸ਼ਨੀ ਐਂਪਲੀਫਾਇਰ,ಬೆಳಕಿನ ಆಂಪ್ಲಿಫಯರ್
ਚਮਕਦਾਰ ਮੂਲ,ಪ್ರಕಾಶಮಾನವಾದ ಮೂಲ
"ਰੋਸ਼ਨੀ ਸੰਕੇਤ, ਰੋਸ਼ਨੀ ਸੰਕੇਤ","ಪ್ರಕಾಶ ಸಂಕೇತ, ಪ್ರಕಾಶ ಸಂಕೇತ"
ਰੋਸ਼ਨੀ ਦਾ ਤਾਪਮਾਨ,ಪ್ರಕಾಶಮಾನ ತಾಪಮಾನ
ਸੰਦੀਪਤੀ,ಸಂದೀಪ್ತಿ
ਚਮਕਦਾਰ,ವಿಕಿರಣ
ਚਮਕਦਾਰ ਸੂਚਕ,ಪ್ರಕಾಶಮಾನವಾದ ಸೂಚಕ
"ਲਾਈਟ ਜ਼ੋਨ, ਲਾਈਟ ਜ਼ੋਨ, ਲਾਈਟ ਜ਼ੋਨ","ಬೆಳಕಿನ ವಲಯ, ಬೆಳಕಿನ ವಲಯ, ಬೆಳಕಿನ ವಲಯ"
ਚਮਕਦਾਰ ਰੰਗਤ,ಹೊಳೆಯುವ ಬಣ್ಣ
ਹਲਕੇ ਦਿਲ ਵਾਲੇ,ಲಘು ಹೃದಯದ
ਸੰਦੀਪਕ,ಸಂದೀಪಕ್
ਲਾਟ.,ಜ್ವಾಲೆ.
ਜੋਤਿਵਰਗ,ಜ್ಯೋತಿವರ್ಗ
ਰੋਸ਼ਨੀ ਗੁਣਾਂਕ,ಬೆಳಕಿನ ಗುಣಾಂಕ
ਚਮਕਦਾਰ ਰੰਗ ਦੀ ਵੰਡ,ಪ್ರಕಾಶಮಾನವಾದ ಬಣ್ಣದ ವಿತರಣೆ
ਹਲਕਾ ਕਰਵ,ಬೆಳಕಿನ ಕರ್ವ್
ਨਜ਼ਰਅੰਦਾਜ਼,ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್
ਰੋਸ਼ਨੀ ਦਾ ਕਾਨੂੰਨ,ಬೆಳಕಿನ ನಿಯಮ
ਹਲਕਾ ਸਪੈਕਟ੍ਰਲ ਵੰਡ,ಬೆಳಕಿನ ರೋಹಿತದ ವಿತರಣೆ
"ਦੀਪ, ਪ੍ਰਦੀਪੀ","ದೀಪ್, ಪ್ರದೀಪಿ"
ਚਮਕਦਾਰ ਸਰੀਰ,ಪ್ರಕಾಶಮಾನವಾದ ದೇಹ
ਚਮਕਦਾਰ ਥੰਮ੍ਹ,ಪ್ರಕಾಶಮಾನವಾದ ಕಂಬ
ਚਾਨਣ ਘਣਤਾ,ಬೆಳಕಿನ ಸಾಂದ್ರತೆ
ਚਮਕਦਾਰ ਕੋਰ,ಪ್ರಕಾಶಮಾನವಾದ ಕೋರ್
ਰੋਸ਼ਨੀ ਕੁਸ਼ਲਤਾ,ಬೆಳಕಿನ ದಕ್ಷತೆ
ਚਾਨਣ ਨਿਕਾਸ,ಬೆಳಕಿನ ಹೊರಸೂಸುವಿಕೆ
ਰੌਸ਼ਨੀ ਊਰਜਾ,ಬೆಳಕಿನ ಶಕ್ತಿ
ਚਮਕਦਾਰ ਲਾਟ,ಪ್ರಕಾಶಮಾನವಾದ ಜ್ವಾಲೆ
ਲਾਟ ਦਾ ਪ੍ਰਵਾਹ,ಜ್ವಾಲೆಯ ಹರಿವು
ਅਸ਼ਲੀਲ ਕੀੜੇ,ಸ್ವಚ್ಛಂದ ಕೀಟ
ਰੋਸ਼ਨੀ ਦੀ ਤੀਬਰਤਾ,ಬೆಳಕಿನ ತೀವ್ರತೆ
ਚਮਕਦਾਰ ਪਦਾਰਥ,ಪ್ರಕಾಶಮಾನವಾದ ವಸ್ತು
ਚਮਕਦਾਰ ਰਾਤ ਦੇ ਬੱਦਲ,ಪ್ರಕಾಶಮಾನವಾದ ರಾತ್ರಿ ಮೋಡಗಳು
ਚਮਕਦਾਰ ਸ਼ਕਤੀ,ವಿಕಿರಣ ಶಕ್ತಿ
ਰੋਸ਼ਨੀ ਪ੍ਰਤੀਬਿੰਬਤਾ,ಬೆಳಕಿನ ಪ್ರತಿಫಲನ
ਰੋਸ਼ਨੀ ਸੰਵੇਦਨਸ਼ੀਲਤਾ,ಬೆಳಕಿನ ಸೂಕ್ಷ್ಮತೆ
"ਚਮਕਦਾਰ ਸਿਗਨਲ, ਰੋਸ਼ਨੀ ਸਿਗਨਲ","ಪ್ರಕಾಶಮಾನವಾದ ಸಂಕೇತ, ಪ್ರಕಾಶಿಸುವ ಸಂಕೇತ"
ਚਮਕਦਾਰ ਟ੍ਰੇਲ,ಪ್ರಕಾಶಮಾನವಾದ ಜಾಡು
ਸਥਾਨਿਕ ਸਥਿਰ,ಸ್ಥಳೀಯ ಸ್ಥಿರ
ਸਥਾਨਿਕ ਵਿਘਨ,ಸ್ಥಳೀಯ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
ਸਥਾਨਕ ਹਿੱਸੇ,ಸ್ಥಳೀಯ ಘಟಕಗಳು
ਸਥਾਨਕ ਰੁਕਾਵਟ,ಸ್ಥಳೀಯ ಪ್ರತಿರೋಧ
ਸਥਾਨਕ ਲੋਡਿੰਗ,ಸ್ಥಳೀಯ ಲೋಡ್
ਸੰਕੁਚਿਤ,ಸಂಕೋಚನ
ਚੰਦਰ ਦਿਨ,ಚಂದ್ರನ ದಿನ
ਚੰਦਰ ਗ੍ਰਹਿਣ,ಚಂದ್ರ ಗ್ರಹಣ
ਚੰਦਰ ਘੰਟੇ,ಚಂದ್ರನ ಗಂಟೆ
ਚੰਦਰ ਕੋਣ,ಚಂದ್ರನ ಕೋನ
ਚੰਦਰਮਾ ਘੱਟ,ಚಂದ್ರನ ಕಡಿಮೆ
ਚੰਦ ਸਤਰੰਗੀ,ಚಂದ್ರನ ಕಾಮನಬಿಲ್ಲು
ਚੰਦਰਮਾ ਸੈਟੇਲਾਈਟ,ಚಂದ್ರನ ಉಪಗ್ರಹ
ਚੰਦਰਮਾ ਦੇ ਪੜਾਅ ਵਿੱਚ ਤਬਦੀਲੀ,ಚಂದ್ರನ ಹಂತದ ಬದಲಾವಣೆ
ਚੰਦਰ ਸਾਲ,ಚಂದ್ರನ ವರ್ಷ
luneberg ਲੈਂਸ,ಲುನೆಬರ್ಗ್ ಲೆನ್ಸ್
ਲੁਸੇਕ (ਯੂਨਿਟ),ಲುಸೆಕ್ (ಘಟಕ)
Lux,ಲಕ್ಸ್
luxmeter,ಲಕ್ಸ್ಮೀಟರ್
ਲਿਡੇਨ-ਸੈਕਸ-ਟੇਲਰ ਰਿਸ਼ਤਾ,ಲೈಡೆನ್-ಸಾಕ್ಸ್-ಟೇಲರ್ ಸಂಬಂಧ
ਲਾਇਮਨ ਟਰਾਮ ਲਾਈਨ,ಲೈಮನ್ ಟ್ರಾಮ್ ಲೈನ್
ਲਾਇਮਨ ਸੀਮਾ,ಲೈಮನ್ ಮಿತಿ
ਲਾਇਮਨ ਕੁਆਂਟਮ,ಲೈಮನ್ ಕ್ವಾಂಟಮ್
ਲਾਇਮਨ ਸੀਰੀਜ਼,ಲೈಮನ್ ಸರಣಿ
ਲਾਇਮਨ ਰੇਡੀਏਸ਼ਨ,ಲೈಮನ್ ವಿಕಿರಣ
lyreed,ಲೈರೀಡ್
ਐਮ ਸੈਂਟਰ,ಎಂ ಕೇಂದ್ರ
ਐਮ-ਕੈਪਚਰ,ಎಂ-ಕ್ಯಾಪ್ಚರ್
ਐਮ-ਇਲੈਕਟਰੋਨ,ಎಂ-ಎಲೆಕ್ಟ್ರಾನ್
ਐਮ.ਕੇ.ਐਸ ਢੰਗ,ಎಂ.ಕೆ.ಎಸ್ ವಿಧಾನ
ਅਧਿਕਤਮ ਸੈੱਟ ਪੱਧਰ,ಗರಿಷ್ಠ ಸೆಟ್ ಮಟ್ಟ
ਮੈਕ ਮਾਈਕਲ ਵਿਸਕੋਮੀਟਰ,ಮ್ಯಾಕ್ ಮೈಕೆಲ್ ವಿಸ್ಕೋಮೀಟರ್
ਮਚ-ਕੋਣ,ಮ್ಯಾಕ್-ಆಂಗಲ್
mach-ਚੱਕਰ,ಮ್ಯಾಕ್-ಸರ್ಕಲ್
ਰਾਖ,ಬೂದಿ
mach ਹੀਰਾ,ಮ್ಯಾಕ್ ವಜ್ರ
ਮੱਚ ਪੱਖਾ,ಮ್ಯಾಕ್ ಫ್ಯಾನ್
ਮਾਚ ਇੰਟਰਸੈਕਸ਼ਨ,ಮ್ಯಾಕ್ ಛೇದಕ
mach ਲਾਈਨ,ಮ್ಯಾಚ್ ಲೈನ್
mach ਸੂਚੀ,mach ಪಟ್ಟಿ
mach ਨਿਯਮ,mach ನಿಯಮ
mach ਸਟੈਮ,ಮ್ಯಾಕ್ ಕಾಂಡ
ਮਾਚ ਲਹਿਰ,ಮ್ಯಾಕ್ ಅಲೆ
ਮੈਸ਼ ਯੂਨਿਟ,ಮ್ಯಾಶ್ ಘಟಕ
ਮਸ਼ੀਨ ਸੰਕਲਨ,ಯಂತ್ರ ಸಂಕಲನ
ਮਕੈਨੀਕਲ ਕੰਟਰੋਲ,ಯಾಂತ್ರಿಕ ನಿಯಂತ್ರಣ
ਮਸ਼ੀਨ ਦਾ ਚੱਕਰ,ಯಂತ್ರ ಚಕ್ರ
ਮਕੈਨੀਕਲ ਗਲਤੀ,ಯಾಂತ್ರಿಕ ದೋಷ
ਮਸ਼ੀਨ ਸਪਲਾਇਰ,ಯಂತ್ರ ಪೂರೈಕೆದಾರ
ਮਸ਼ੀਨ ਫਿਟਰ,ಯಂತ್ರ-ಫಿಟರ್
ਮਸ਼ੀਨ ਘੰਟੇ,ಯಂತ್ರ ಗಂಟೆಗಳು
ਮਸ਼ੀਨ ਭਾਸ਼ਾ ਨਿਰਦੇਸ਼,ಯಂತ್ರ ಭಾಷಾ ಸೂಚನೆ
ਮਸ਼ੀਨ ਭਾਸ਼ਾ ਮਸ਼ੀਨ ਭਾਸ਼ਾ,ಯಂತ್ರ ಭಾಷೆ ಯಂತ್ರ ಭಾಷೆ
ਮਸ਼ੀਨ ਭਾਸ਼ਾ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಯಂತ್ರ ಭಾಷಾ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਮਸ਼ੀਨ ਸਿਖਲਾਈ,ಯಂತ್ರ ಕಲಿಕೆ
ਮਸ਼ੀਨ ਸਕ੍ਰਿਪਟ,ಯಂತ್ರ ಸ್ಕ್ರಿಪ್ಟ್
ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ,ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್
ਮਸ਼ੀਨ ਅਨੁਵਾਦ,ಯಂತ್ರ ಅನುವಾದ
ਮਸ਼ੀਨ ਯੂਨਿਟ,ಯಂತ್ರ ಘಟಕ
ਮਸ਼ੀਨ ਸ਼ਬਦ,ಯಂತ್ರ ಪದ
ਡਿਵਾਈਸ ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,ಸಾಧನ ನಿಯೋಜನೆ ಸಮಸ್ಯೆ
ਮਸ਼ੀਨੀ ਭਾਸ਼ਾ,ಯಾಂತ್ರಿಕೃತ ಭಾಷೆ
ਮਸ਼ੀਨ ਭਾਸ਼ਾ,ಯಂತ್ರ ಭಾಷೆ
"ਮੈਕਕੇਂਜ਼ੀ-ਸਮੀਕਰਨ, ਫੇਚਨਰ ਦਾ ਕਾਨੂੰਨ","ಮೆಕೆಂಜಿ-ಸಮೀಕರಣ, ಫೆಕ್ನರ್ ಕಾನೂನು"
ਮੈਕੀ ਲਾਈਨ,ಮ್ಯಾಕಿ ಲೈನ್
"ਸਕਲ, ਮਹਾਨ, ਲੰਮਾ, ਗੁਰੂ","ಸ್ಥೂಲ, ಶ್ರೇಷ್ಠ, ದೀರ್ಘ, ಗುರು"
ਮੈਕਰੋ ਕ੍ਰਿਸਟਲਿਨ,ಮ್ಯಾಕ್ರೋ ಸ್ಫಟಿಕದಂತಹ
ਮੈਕਰੋ ਹਦਾਇਤ,ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ
ਮਾਸਟਰ ਨਿਰਦੇਸ਼ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಮಾಸ್ಟರ್ ಸೂಚನಾ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਮੈਕਰੋ ਖਾਤਾ,ಮ್ಯಾಕ್ರೋ ಖಾತೆ
ਮੈਕਰੋ ਲਿਖਣਾ,ಮ್ಯಾಕ್ರೋ ಬರವಣಿಗೆ
ਮੈਕਰੋਸਕੋਪਿਕ,ಮ್ಯಾಕ್ರೋಸ್ಕೋಪಿಕ್
"ਸੂਖਮ, ਮੈਕਰੋ, ਮੈਕਰੋਸਕੋਪਿਕ, ਮੈਕਰੋਸਕੋਪਿਕ","ಮೈಕ್ರೋಸ್ಕೋಪಿಕ್, ಮ್ಯಾಕ್ರೋ, ಮ್ಯಾಕ್ರೋಸ್ಕೋಪಿಕ್, ಮ್ಯಾಕ್ರೋಸ್ಕೋಪಿಕ್"
ਮੈਕਰੋ ਸਥਿਰ,ಮ್ಯಾಕ್ರೋ ಸ್ಥಿರ
ਮੈਕਰੋ ਕੋਆਰਡੀਨੇਟਸ,ಮ್ಯಾಕ್ರೋ ನಿರ್ದೇಶಾಂಕಗಳು
ਮੈਕਰੋ ਰੇਂਜ,ಮ್ಯಾಕ್ರೋ ಶ್ರೇಣಿ
ਕੁੱਲ ਲਚਕੀਲਾ ਗੁਣਾਂਕ,ಒಟ್ಟು ಸ್ಥಿತಿಸ್ಥಾಪಕ ಗುಣಾಂಕ
ਮੈਕਰੋ ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕਸ,ಮ್ಯಾಕ್ರೋ ಎಲೆಕ್ಟ್ರೋಡೈನಾಮಿಕ್ಸ್
ਮੈਕਰੋ ਤੱਤ,ಮ್ಯಾಕ್ರೋ ಅಂಶ
ਮੈਕਰੋ ਨਿਰੰਤਰ ਸਮੀਕਰਨ,ಮ್ಯಾಕ್ರೋ ನಿರಂತರ ಸಮೀಕರಣ
"ਮੈਕਰੋ ਪ੍ਰਵਾਹ ਤਬਦੀਲੀ, ਮੈਕਰੋ ਪ੍ਰਵਾਹ ਤਬਦੀਲੀ","ಮ್ಯಾಕ್ರೋ ಫ್ಲಕ್ಸ್ ಬದಲಾವಣೆ, ಮ್ಯಾಕ್ರೋ ಫ್ಲಕ್ಸ್ ಬದಲಾವಣೆ"
ਬਲਕ ਕਣ,ಬೃಹತ್ ಕಣಗಳು
ਕੁੱਲ ਰੋਕਣ ਦੀ ਸ਼ਕਤੀ,ಒಟ್ಟು ನಿಲ್ಲಿಸುವ ಶಕ್ತಿ
ਮੈਕਰੋ ਸਮਰੂਪਤਾ,ಮ್ಯಾಕ್ರೋ ಸಮ್ಮಿತಿ
ਮੈਕਰੋ ਥਿਊਰੀ,ಮ್ಯಾಕ್ರೋ ಸಿದ್ಧಾಂತ
ਕੁੱਲ ਗਤੀ,ಒಟ್ಟು ವೇಗ
ਕੁੱਲ ਵਾਲੀਅਮ,ಒಟ್ಟು ಪರಿಮಾಣ
ਮੈਕਰੋ ਵਾਲੀਅਮ ਘੱਟ ਗਿਣਤੀ,ಮ್ಯಾಕ್ರೋ ಪರಿಮಾಣ ಅಲ್ಪಸಂಖ್ಯಾತ
ਮੈਕਰੋਸਕੋਪਿਕ,ಮ್ಯಾಕ್ರೋಸ್ಕೋಪಿಕ್
ਸੁਪਰ ਧੁਨੀ,ಸೂಪರ್ ಅಕೌಸ್ಟಿಕ್ಸ್
ਏਅਰਬੋਰਨ ਮੈਗਨੈਟਿਕ ਡਿਟੈਕਟਰ,ವಾಯುಗಾಮಿ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಟೆಕ್ಟರ್
ਮਿਸ਼ੀਗਨ ਐਲਗੋਰਿਦਮ ਡੀਕੋਡਰ,ಮಿಚಿಗನ್ ಅಲ್ಗಾರಿದಮ್ ಡಿಕೋಡರ್
madelung ਸਥਿਰ,ಮಡೆಲುಂಗ್ ಸ್ಥಿರ
madister,ಮ್ಯಾಡಿಸ್ಟರ್
madre,ಮಾಡ್ರೆ
madt ਟਰਾਂਜ਼ਿਸਟਰ,ಮ್ಯಾಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
Maggie-Rigi Leduc ਪ੍ਰਭਾਵ,ಮ್ಯಾಗಿ-ರಿಗಿ ಲೆಡಕ್ ಪರಿಣಾಮ
ਜਾਦੂ ਦਾ ਸਿੰਗ,ಮಾಯಾ ಕೊಂಬು
"ਮੈਜਿਕ ਲੈਂਟਰਨ, ਪਿਕਟੋਰੀਅਲ ਲੈਂਟਰਨ","ಮ್ಯಾಜಿಕ್ ಲ್ಯಾಂಟರ್ನ್, ಪಿಕ್ಟೋರಿಯಲ್ ಲ್ಯಾಂಟರ್ನ್"
"ਮਾਇਆ ਨੰਬਰ, ਮੈਜਿਕ ਨੰਬਰ, ਟਿਕਾਊਤਾ ਨੰਬਰ","ಮಾಯಾ ಸಂಖ್ಯೆ, ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ, ಬಾಳಿಕೆ ಸಂಖ್ಯೆ"
"ਹਾਈਬ੍ਰਿਡ ਚਾਹ, ਮੈਜਿਕ ਚਾਹ","ಹೈಬ್ರಿಡ್ ಟೀ, ಮ್ಯಾಜಿಕ್ ಟೀ"
ਮੈਗਨ (ਇਕਾਈ),ಮ್ಯಾಗ್ನ್ (ಘಟಕ)
ਚੁੰਬਕ ਸੰਚਾਲਨ ਟੈਸਟ,ಮ್ಯಾಗ್ನೆಟ್ ವಹನ ಪರೀಕ್ಷೆ
ਮੈਗਨਲ ਬੇਸ,ಮ್ಯಾಗ್ನೆಲ್ ಬೇಸ್
ਚੁੰਬਕੀ ਮੈਰੀਡੀਅਨ,ಕಾಂತೀಯ ಮೆರಿಡಿಯನ್
ਮੈਗਨੇਸਿਨ,ಮ್ಯಾಗ್ನೆಸಿನ್
ਚੁੰਬਕ,ಅಯಸ್ಕಾಂತ
ਚੁੰਬਕੀ ਚਾਰਜ,ಮ್ಯಾಗ್ನೆಟೈಸಿಂಗ್ ಚಾರ್ಜ್
ਚੁੰਬਕ ਸ਼ਕਤੀ,ಮ್ಯಾಗ್ನೆಟ್ ಶಕ್ತಿ
ਮੈਗਨੇਟੋ-ਕੋਰ ਐਂਟੀਨਾ,ಮ್ಯಾಗ್ನೆಟೋ-ಕೋರ್ ಆಂಟೆನಾ
ਚੁੰਬਕੀ,ಕಾಂತೀಯ
ਚੁੰਬਕੀ ਸਰਗਰਮੀ,ಕಾಂತೀಯ ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
ਏਅਰਬੋਰਨ ਮੈਗਨੈਟਿਕ ਡਿਟੈਕਟਰ,ವಾಯುಗಾಮಿ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಟೆಕ್ಟರ್
ਚੁੰਬਕੀ ਐਂਪਲੀਫਾਇਰ,ಕಾಂತೀಯ ಆಂಪ್ಲಿಫಯರ್
ਚੁੰਬਕੀ isotropism,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಐಸೊಟ್ರೋಪಿಸಮ್
ਚੁੰਬਕੀ ਆਈਸੋਟ੍ਰੋਪਿਜ਼ਮ ਊਰਜਾ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಐಸೊಟ್ರೋಪಿಸಂ ಶಕ್ತಿ
ਚੁੰਬਕੀ ਅਸੰਗਤਤਾ,ಕಾಂತೀಯ ಅಸಂಗತತೆ
ਚੁੰਬਕੀ ਵਿਗਾੜ ਖੋਜਕ,ಕಾಂತೀಯ ಅಸಂಗತತೆ ಪತ್ತೆಕಾರಕ
ਚੁੰਬਕੀ ਚਾਪ ਥਿਊਰੀ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಆರ್ಕ್ ಸಿದ್ಧಾಂತ
ਚੁੰਬਕੀ ਅਸਮਿਤੀ ਤਰੰਗ,ಕಾಂತೀಯ ಅಸಮ್ಮಿತ ತರಂಗ
ਚੁੰਬਕੀ ਧੁਰਾ,ಕಾಂತೀಯ ಅಕ್ಷ
ਚੁੰਬਕ ਡੰਡੇ,ಮ್ಯಾಗ್ನೆಟ್ ರಾಡ್
"ਚੁੰਬਕੀ ਦਿਸ਼ਾ, ਚੁੰਬਕੀ ਦਿਸ਼ਾ ਕੋਣ","ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡೈರೆಕ್ಷನ್, ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡೈರೆಕ್ಷನ್ ಆಂಗಲ್"
ਚੁੰਬਕੀ ਬੁਝਾਉਣ,ಕಾಂತೀಯ ತಣಿಸುವಿಕೆ
ਚੁੰਬਕੀ ਰੋਧਕ,ಕಾಂತೀಯ ಪ್ರತಿರೋಧಕ
ਚੁੰਬਕੀ ਪ੍ਰਤੀਰੋਧ ਢੰਗ,ಕಾಂತೀಯ ಪ್ರತಿರೋಧ ವಿಧಾನ
ਚੁੰਬਕੀ ਬੁਲਬੁਲਾ,ಕಾಂತೀಯ ಗುಳ್ಳೆ
ਚੁੰਬਕੀ ਗੁਣ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಗುಣಲಕ್ಷಣಗಳು
ਚੁੰਬਕੀ ਸਰਕਟ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸರ್ಕ್ಯೂಟ್
ਚੁੰਬਕੀ ਪ੍ਰਤੀਰੋਧ ਬਲ,ಕಾಂತೀಯ ಹಿಮ್ಮೆಟ್ಟಿಸುವ ಶಕ್ತಿ
ਚੁੰਬਕੀ ਕੁਆਇਲ,ಕಾಂತೀಯ ಸುರುಳಿ
ਚੁੰਬਕੀ ਕੰਪਾਸ,ಕಾಂತೀಯ ದಿಕ್ಸೂಚಿ
ਚੁੰਬਕੀ ਸਥਿਰ,ಕಾಂತೀಯ ಸ್ಥಿರ
ਚੁੰਬਕੀ ਕੰਟਰੋਲ ਪੈਟਰਨ,ಕಾಂತೀಯ ನಿಯಂತ್ರಣ ಮಾದರಿ
ਚੁੰਬਕੀ ਕੋਰ,ಕಾಂತೀಯ ಕೋರ್
ਚੁੰਬਕੀ ਜੋੜੀ,ಕಾಂತೀಯ ಜೋಡಣೆ
ਚੁੰਬਕੀ ਮਾਰਗ,ಕಾಂತೀಯ ಮಾರ್ಗ
ਚੁੰਬਕੀ ਕਿਊਰੀ ਹੀਟਿੰਗ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕ್ಯೂರಿ ತಾಪನ
ਚੁੰਬਕੀ ਚੱਕਰ,ಕಾಂತೀಯ ವೃತ್ತ
ਚੁੰਬਕੀ damping,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್
ਚੁੰਬਕੀ ਅਧਾਰ,ಕಾಂತೀಯ ಬೇಸ್
ਚੁੰਬਕੀ ਖੇਤਰ,ಕಾಂತೀಯ ಕ್ಷೇತ್ರ
ਚੁੰਬਕੀ ਵਿਘਨ,ಕಾಂತೀಯ ವಿಚಲನ
ਚੁੰਬਕੀ ਵਿਘਨ ਪੁੰਜ ਸਪੈਕਟਰੋਮੀਟਰ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಾಸ್ ಸ್ಪೆಕ್ಟ್ರೋಮೀಟರ್
ਚੁੰਬਕੀ ਘਣਤਾ,ಕಾಂತೀಯ ಸಾಂದ್ರತೆ
ਚੁੰਬਕੀ ਖੋਜੀ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಟೆಕ್ಟರ್
ਚੁੰਬਕੀ ਵਿਭਿੰਨਤਾ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಫ್ಯೂಸಿವಿಟಿ
ਚੁੰਬਕੀ ਖੇਤਰ,ಕಾಂತೀಯ ಕ್ಷೇತ್ರ
ਚੁੰਬਕੀ ਡਾਈਪੋਲ,ಕಾಂತೀಯ ದ್ವಿಧ್ರುವಿ
ਚੁੰਬਕੀ ਬਾਇਪੋਲਰ ਐਂਟੀਨਾ,ಕಾಂತೀಯ ಬೈಪೋಲಾರ್ ಆಂಟೆನಾ
ਚੁੰਬਕੀ ਡਾਈਪੋਲ ਮੋਮੈਂਟ,ಕಾಂತೀಯ ದ್ವಿಧ್ರುವಿ ಕ್ಷಣ
ਚੁੰਬਕੀ ਡਾਈਪੋਲ ਰੇਡੀਏਸ਼ਨ,ಕಾಂತೀಯ ದ್ವಿಧ್ರುವಿ ವಿಕಿರಣ
ਚੁੰਬਕੀ ਮੌਸਮ,ಕಾಂತೀಯ ಹವಾಮಾನ
ਚੁੰਬਕੀ ਗੜਬੜ,ಕಾಂತೀಯ ಅಡಚಣೆ
ਚੁੰਬਕੀ ਖੇਤਰ,ಕಾಂತೀಯ ಕ್ಷೇತ್ರ
ਚੁੰਬਕੀ ਬਾਈਨਰੀ,ಕಾಂತೀಯ ಬೈನರಿ
ਚੁੰਬਕੀ ਧਰੁਵ,ಕಾಂತೀಯ ಧ್ರುವ
ਚੁੰਬਕੀ vortex,ಕಾಂತೀಯ ಸುಳಿ
ਚੁੰਬਕੀ ਇਲੈਕਟ੍ਰੋਨ ਮਾਈਕਰੋਸਕੋਪ,ಕಾಂತೀಯ ಎಲೆಕ್ಟ್ರಾನ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ
ਚੁੰਬਕੀ ਤੱਤ,ಕಾಂತೀಯ ಅಂಶ
ਚੁੰਬਕੀ ਊਰਜਾ,ಕಾಂತೀಯ ಶಕ್ತಿ
ਚੁੰਬਕੀ ਊਰਜਾ ਘਣਤਾ,ಕಾಂತೀಯ ಶಕ್ತಿಯ ಸಾಂದ್ರತೆ
ਚੁੰਬਕੀ ਐਨਟ੍ਰੋਪੀ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಎಂಟ್ರೊಪಿ
ਚੁੰਬਕੀ ਖੇਤਰ,ಕಾಂತೀಯ ಕ್ಷೇತ್ರ
