Telugu,Marathi
అవుట్పుట్ స్థాయి,आउटपुट स्तर
అవుట్పుట్ మీటర్,आउटपुट मीटर
అవుట్పుట్ ట్రాన్స్ఫార్మర్,आउटपुट ट्रान्सफॉर्मर
అవుట్పుట్ వాల్వ్,आउटपुट वाल्व
అవుట్పుట్ తరంగ రూపం,आउटपुट वेव्हफॉर्म
వెలుపల ప్రసారం (OB),बाहेरील प्रसारण (ओबी)
పొయ్యి,ओव्हन
ఓవర్ కప్లింగ్,ओव्हर कपलिंग
మాడ్యులేషన్ మీద,ओव्हर मॉड्यूलेशन
ఓవర్ వోల్టేజ్,ओव्हर व्होल्टेज
మొత్తం అటెన్యుయేషన్,एकूणच लक्ष
మొత్తం ప్రసార విశ్వసనీయత,एकूणच प्रसारण विश्वसनीयता
మొత్తం సామర్థ్యం,एकूणच कार्यक्षमता
మొత్తం రిసెప్షన్ విశ్వసనీయత,एकूणच रिसेप्शन विश्वसनीयता
మొత్తం ప్రతిస్పందన,एकूणच प्रतिसाद
మొత్తం వ్యవస్థ,एकूणच प्रणाली
ఓవర్‌డబ్బింగ్,ओव्हरडबिंग
ఓవర్ హెడ్ లైన్,ओव्हरहेड लाइन
ఓవర్ హెడ్ వైర్,ओव्हरहेड वायर
ఓవర్లోడ్,ओव्हरलोड
ఓవర్‌లోడ్ రక్షణ పరికరాలు,ओव्हरलोड संरक्षण उपकरणे
ఓవర్‌లోడ్ ట్రిప్,ओव्हरलोड ट्रिप
ఓవర్‌సాంప్లింగ్,ओव्हरस्पलिंग
ప్యాక్ చేయబడింది,पॅक
ప్యాకెట్ స్విచింగ్,पॅकेट स्विचिंग
ప్యాకెట్జేషన్,पॅकेटायझेशन
ప్యాకెట్ చేయబడింది,पॅकेटाइज्ड
ప్యాడ్,पॅड
పేజింగ్,पेजिंग
పాన్ స్క్రీన్,पॅन स्क्रीन
ప్యానెల్,पॅनेल
పానింగ్,पॅनिंग
పనోరమా,पॅनोरामा
పారాబొలిక్ మైక్రోఫోన్,पॅराबोलिक मायक्रोफोन
నమూనా మార్పు,आमूलाग्र बदल
పారడాక్స్,विरोधाभास
సమాంతర పోర్ట్,समांतर बंदर
పరామితి,पॅरामीटर
పరాన్నజీవి నష్టం,परजीवी तोटा
పరాన్నజీవి డోలనం,परजीवी दोलन
పారిటీ బిట్,पॅरिटी बिट
పారిటీ పరీక్ష,पॅरिटी टेस्टिंग
పార్సెక్,पार्सेक
పాక్షిక రిజల్యూషన్,आंशिक ठराव
పాస్‌బ్యాండ్,पासबँड
నిష్క్రియాత్మ,निष्क्रीय
నిష్క్రియాత్మక నెట్‌వర్క్,निष्क्रिय नेटवर्क
పాస్వర్డ్,संकेतशब्द
పాచ్,पॅच
ప్యాచ్ త్రాడు,पॅच कॉर्ड
మార్గం నష్టం,पथ नुकसान
నమూనా,नमुना
పేలోడ్,पेलोड
పీక్ ఎత్తు,पीक उंची
పీక్ యానోడ్ కరెంట్,पीक एनोड करंट
పీక్ లిమిటర్,पीक लिमिटर
పీక్ లోడ్,पीक लोड
గరిష్ట విలువ,पीक मूल्य
పీకింగ్,पीकिंग
పీక్-టు-పీక్ వోల్టేజ్,पीक-टू-पीक व्होल्टेज
పీర్-టు-పీర్,पीअर-टू-पीअर
అవగాహన నమూనా,समजात्मक मॉडेल
గ్రహణ మోడల్,समजूतदार मॉडेल
పనితీరు,कामगिरी
పెరిగీ,पेरिगी
ఆవర్తన పరీక్ష,नियतकालिक चाचणी
పరిధీయ,परिघीय
పరిధీయాలు,परिघीय
పారగమ్యత,पारगम्यता
పర్మిటివిటీ,परवानगी
ఫాంటమ్ విద్యుత్ సరఫరా,फॅंटम वीजपुरवठा
దశ,टप्पा
దశ మార్పు రేఖ,फेज बदल ओळ
దశ పోలిక,फेज तुलनकर्ता
దశ ఆలస్యం,टप्पा विलंब
దశ వివక్షత,फेज भेदभाव करणारा
దశ లాప్ ఫ్రీక్వెన్సీ సింథసైజర్,फेज लॉक लूप फ्रिक्वेन्सी सिंथेसाइझर
దశ మాడ్యులేషన్,फेज मॉड्यूलेशन
దశ రివర్సల్,फेज उलट
దశ షిఫ్ట్ కీయింగ్,फेज शिफ्ट की
కన్సోల్‌లో ఫోన్,कन्सोल मध्ये फोन
ప్రోగ్రామ్‌లో ఫోన్,प्रोग्राममध्ये फोन
భౌతిక పొర,शारीरिक थर
పిక్టోరియల్,सचित्र
పైజోఎలెక్ట్రిక్,पायझोइलेक्ट्रिक
