Hindi,Malayalam
बहु समाकलन,ഒന്നിലധികം സംയോജനം
बहु समाश्रयण,ഒന്നിലധികം റിഗ്രഷൻ
बहुसमाश्रयण विश्लेषण,ഒന്നിലധികം റിഗ്രഷൻ വിശകലനം
बहुसमाश्रयण गुणांक,മൾട്ടിപ്പിൾ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്
बहुसमाश्रयण समीकरण,ഒന്നിലധികം റിഗ്രഷൻ സമവാക്യം
बहु मूल,ഒന്നിലധികം റൂട്ട്
गुणन,ഗുണനം
(सारणिक का) स्तंभशः गुणन,നിരകൾ കൊണ്ട് ഗുണനം (നിർണ്ണയത്തിന്റെ)
(सारणिक का) पंक्तिशः गुणन,വരികൾ കൊണ്ട് ഗുണനം (നിർണ്ണയത്തിന്റെ)
गुणन कारक,ഗുണന ഘടകം
गुणनात्मक फलन,ഗുണിത പ്രവർത്തനം
गुणनात्मक समूह,ഗുണനഗ്രൂപ്പ്
गुणनात्मक प्रतिलोम,ഗുണിത വിപരീതം
बहुकता,ബഹുസ്വരത
मूल-बहुकता,വേരുകളുടെ ബഹുസ്വരത
शून्यक की बहुकता,പൂജ്യത്തിന്റെ ഗുണിതം
गुणक,ഗുണനം
" गुणा करना , संवर्धन",ഗുണിക്കുക
बहुचर बंटन,ബഹുവിധ വിതരണം
बहुचर प्रसामान्य बंटन,ബഹുവിധ സാധാരണ വിതരണം
बहुचर समष्टि,ബഹുവിധ ജനസംഖ്യ
"पारस्परिक, अन्योन्य",പരസ്പരമുള്ള
नाब्ला,നബ്ല
नैपिरीय,നേപ്പിയേറിയൻ
"नैपिरीय लघुगणक, नैपिरीय लॉगेरिथ्म",നേപ്പീരിയൻ ലോഗരിതം
"प्राकृतिक लघुगणक,प्राकृतिक लॉगेरिथ्म",സ്വാഭാവിക ലോഗരിതം
"धन पूर्णसंख्या , धन पूर्णांक",സ്വാഭാവിക സംഖ്യ
समुद्री मील,നോട്ടിക്കൽ മൈൽ
n-विम,എൻ-ഡൈമൻഷണൽ
n-विम सदिश-समष्टि,n-ഡൈമൻഷണൽ വെക്റ്റർ സ്പേസ്
आवश्यक तथा पर्याप्त प्रतिबंध,ആവശ്യമായതും മതിയായതുമായ അവസ്ഥ
आवश्यक प्रतिबंध,ആവശ്യമായ അവസ്ഥ
निषेध,നിഷേധം
" ऋण, ऋणात्मक , नेगेटिव",നെഗറ്റീവ്
ऋण वक्रता,നെഗറ്റീവ് വക്രത
ऋणात्मक निश्चित समघात,നെഗറ്റീവ് നിശ്ചിത രൂപം
ऋणात्मक निश्चित् आव्यूह,നെഗറ്റീവ് നിശ്ചിത മാട്രിക്സ്
ऋणात्मक अर्धनिश्चित समघात,നെഗറ്റീവ് സെമി-നിശ്ചിത രൂപം
" प्रतिवेश , सामीप्य",അയൽപ്പക്കം
" बहुक्रम प्रतिचयन , समावेशी प्रतिचयन",നെസ്റ്റഡ് സാമ്പിൾ
नेट जनन दर,മൊത്തം പുനരുൽപാദന നിരക്ക്
न्यूटनी यांत्रिकी,ന്യൂട്ടോണിയൻ മെക്കാനിക്സ്
न्यूटन का विभाजित अंतर सूत्र,ന്യൂട്ടന്റെ വിഭജിച്ച വ്യത്യാസ ഫോർമുല
न्यूटन के गति-नियम,ന്യൂട്ടന്റെ ചലന നിയമങ്ങൾ
नेमेन नियतन,നെയ്മാൻ അലോക്കേഷൻ
नेमेन-पियर्सन-सिद्‌धांत,നെയ്മാൻ പിയേഴ്സൺ സിദ്ധാന്തം
शून्यंभावी अवयव,നിഷ്ക്രിയ മൂലകം
शून्यंभावी आव्यूह,nilpotent മാട്രിക്സ്
" नोड, आसंधि , पात , निर्नति , निस्पंद",നോഡ്
अन-आबेली ग्रुप,നോൺ-അബെലിയൻ ഗ്രൂപ്പ്
सापेक्षष अभिसरण,കേവലമല്ലാത്ത സംയോജനം
अबीजीय,ബീജഗണിതമല്ലാത്തത്
अनपभ्रष्ट,ജീർണ്ണതയില്ലാത്ത
अनपभ्रष्ट आधारी सुसंगत हल,ജീർണിക്കാത്ത അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
अघन,ഇടതൂർന്നതല്ല
अघन समुच्चय,സാന്ദ്രമല്ലാത്ത സെറ്റ്
बिंदुओं का अगणनीय अनंत,പോയിന്റുകളുടെ എണ്ണമറ്റ അനന്തത
अगणनीय समुच्चय,എണ്ണമറ്റ സെറ്റ്
अनवकलनीय,വ്യത്യസ്തമല്ലാത്ത
अरिक्त उपसमुच्चय,ശൂന്യമല്ലാത്ത ഉപവിഭാഗം
अयूक्लिडी ज्यामिति,നോൺ-യൂക്ലിഡിയൻ ജ്യാമിതി
" असमांगी , असमघात",ഏകതാനമല്ലാത്ത
अप्रतिच्छेदी,വിഭജിക്കുന്നതല്ല
अरैखिक बीजीय समीकरण,നോൺ-ലീനിയർ ബീജഗണിത സമവാക്യം
अरैखिक अवकल समीकरण,നോൺ-ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം
अरैखिक समीकरण,നോൺ-ലീനിയർ സമവാക്യം
अरैखिक प्रोग्रामन,നോൺ-ലീനിയർ പ്രോഗ്രാമിംഗ്
अरैखिक समाश्रयण,നോൺ-ലീനിയർ റിഗ്രഷൻ
अरैखिक संबंध,നോൺ-ലീനിയർ ബന്ധം
"ऋणेतर पूर्णसंख्या , ऋणेतर पूर्णांक",നോൺ-നെഗറ്റീവ് പൂർണ്ണസംഖ്യ
ऋणेतर चर,നോൺ-നെഗറ്റീവ് വേരിയബിൾ
अप्राचलिक परीक्षण,നോൺ-പാരാമെട്രിക് ടെസ്റ്റ്
प्रायिकतेतर दृष्टिकोण,സാധ്യതയില്ലാത്ത സമീപനം
व्युत्क्रमणीय आव्यूह,ഏകമല്ലാത്ത മാട്രിക്സ്
असममित आव्यूह,നോൺ-സിമെട്രിക് മാട്രിക്സ്
अतुच्छ,നിസ്സാരമല്ലാത്തത്
शून्येतर सारणिक,നോൺ-വാനിഷിംഗ് ഡിറ്റർമിനന്റ്
