Tamil,Odiya
நினைவக குறிப்பு வழிமுறை,ମେମୋରୀ ରେଫରେନ୍ସ ନିର୍ଦ୍ଦେଶ
நினைவக குடியிருப்பு திட்டம்,ସ୍ମୃତି ବାସିନ୍ଦା କାର୍ଯ୍ୟକ୍ରମ |
நினைவக அலகு,ମେମୋରୀ ୟୁନିଟ୍
பட்டியல்,ମେନୁ
மெனு பார்,ମେନୁ ବାର୍ |
மெனு டிரைவ்,ମେନୁ ଡ୍ରାଇଭ୍ |
மெனு தேர்வு,ମେନୁ ଚୟନ
மெனு-உந்துதல் நிரல்,ମେନୁ-ଚାଳିତ ପ୍ରୋଗ୍ରାମ୍ |
ஒன்றிணைக்கவும்,ମିଶ୍ରଣ କରନ୍ତୁ |
பரிமாற்ற வரிசையை ஒன்றிணைத்தல்,ବିନିମୟ ସର୍ଟ ମିଶ୍ରଣ କରନ୍ତୁ |
ஒன்றிணைக்கும் வகை,ମିଶ୍ରଣ ସର୍ଟ
இணைத்தல்,ମିଶ୍ରଣ
கண்ணி நெட்வொர்க்,ଜାଲ ନେଟୱାର୍କ
செய்தி அனுப்புதல்,ମେସେଜିଂ
செய்தி,ବାର୍ତ୍ତା |
செய்தி அங்கீகாரம்,ବାର୍ତ୍ତା ପ୍ରାମାଣିକିକରଣ |
செய்தி பெட்டி,ବାର୍ତ୍ତା ବାକ୍ସ
செய்தி சுற்று,ବାର୍ତ୍ତା ସର୍କିଟ |
செய்தி வடிவம்,ବାର୍ତ୍ତା ଫର୍ମାଟ୍ |
செய்தி தலைப்பு,ବାର୍ତ୍ତା ହେଡର୍ |
செய்தி முறை,ବାର୍ତ୍ତା ମୋଡ୍
செய்தி அனுப்புதல்,ବାର୍ତ୍ତା ପାସ୍ କରୁଛି |
செய்தி வாக்கெடுப்பு,ବାର୍ତ୍ତା ମତଦାନ
செய்தி வரிசை,ବାର୍ତ୍ତା କ୍ରମ |
செய்தி சுவிட்ச்,ମେସେଜ୍ ସୁଇଚ୍ |
செய்தி உரை,ବାର୍ତ୍ତା ପାଠ
செய்தி பரிமாற்ற முகவர்,ବାର୍ତ୍ତା ସ୍ଥାନାନ୍ତର ଏଜେଣ୍ଟ |
மெட்டா அசெம்பிளர்,ମେଟା ଆସେମ୍ବଲର୍ |
மெட்டா வகுப்பு,ମେଟା କ୍ଲାସ୍ |
மெட்டா தொகுப்பு,ମେଟା ସଂକଳନ
மெட்டா கம்பைலர்,ମେଟା କମ୍ପାଇଲର୍
மெட்டா மொழி,ମେଟା ଭାଷା |
மெட்டா நெட்வொர்க்,ମେଟା ନେଟୱାର୍କ |
மெட்டா அமைப்பு,ମେଟା ସିଷ୍ଟମ୍ |
முறை,ପଦ୍ଧତି
பெருநகரப் பகுதி நெட்வொர்க் (MAN),ମହାନଗର କ୍ଷେତ୍ର ନେଟୱାର୍କ (MAN)
மைக்ரோ,ମାଇକ୍ରୋ |
மைக்ரோ குறியீடு,ମାଇକ୍ରୋ କୋଡ୍
மைக்ரோ கணினி,ମାଇକ୍ରୋ କମ୍ପ୍ୟୁଟର |
நுண் கட்டுப்படுத்தி,ମାଇକ୍ରୋ ନିୟନ୍ତ୍ରକ |
நுண் சுழற்சி,ମାଇକ୍ରୋ ଚକ୍ର |
மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் சிஸ்டம் (MEMS),ମାଇକ୍ରୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେକାନିକାଲ୍ ସିଷ୍ଟମ୍ (MEMS)
மைக்ரோ எலக்ட்ரானிக்ஸ்,ମାଇକ୍ରୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
மைக்ரோ சிறிய அங்கீகாரம்,ମାଇକ୍ରୋ ମିନିଅଥାଇଜେସନ୍ |
மைக்ரோ ஆர்டர்,ମାଇକ୍ରୋ କ୍ରମ |
மைக்ரோ/மெயின்பிரேம் இணைப்பு,ମାଇକ୍ରୋ / ମେନ୍ ଫ୍ରେମ୍ ଲିଙ୍କ୍ |
மைக்ரோசிப்,ମାଇକ୍ରୋଚିପ୍ |
மைக்ரோகோபோல்,ମାଇକ୍ରୋକୋବଲ୍ |
மைக்ரோகோட்,ମାଇକ୍ରୋକୋଡ୍ |
மைக்ரோஃபிச்,ମାଇକ୍ରୋଫିଚ୍ |
மைக்ரோஃப்ளாப்பி,ମାଇକ୍ରୋଫ୍ଲପି |
மைக்ரோஃபார்ம் ரீடர்,ମାଇକ୍ରୋଫର୍ମ ପାଠକ |
மைக்ரோஃப்ரேம்,ମାଇକ୍ରୋଫ୍ରେମ୍ |
மைக்ரோகிராபிக்ஸ்,ମାଇକ୍ରୋଗ୍ରାଫିକ୍ |
ஒலிவாங்கி,ମାଇକ୍ରୋଫୋନ୍ |
மைக்ரோஃபோட்டோகிராஃப்,ମାଇକ୍ରୋଫୋଟୋଗ୍ରାଫ୍ |
நுண்செயலி அலகு,ମାଇକ୍ରୋପ୍ରୋସେସିଂ ୟୁନିଟ୍ |
நுண்செயலி,ମାଇକ୍ରୋପ୍ରୋସେସର୍ |
நுண்செயலி சிப்,ମାଇକ୍ରୋପ୍ରୋସେସର୍ ଚିପ୍ |
நுண்செயலி தொகுப்பி,ମାଇକ୍ରୋପ୍ରୋସେସର୍ କମ୍ପାଇଲର୍ |
நுண்செயலி அலகு (MPU),ମାଇକ୍ରୋପ୍ରୋସେସର ୟୁନିଟ୍ (MPU)
நுண் நிரல்,ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମ୍ |
நுண்வரிசை,ମାଇକ୍ରୋସେକେନ୍ସ |
மைக்ரோசாப்ட்,ମାଇକ୍ରୋସଫ୍ଟ |
மைக்ரோசாஃப்ட் ஜன்னல்கள்,ମାଇକ୍ରୋସଫ୍ଟ ୱିଣ୍ଡୋ |
மைக்ரோவேவ்,ମାଇକ୍ରୋୱେଭ୍ |
நுண்ணலை இணைப்பு,ମାଇକ୍ରୋୱେଭ୍ ଲିଙ୍କ୍ |
நுண்ணலை பரப்புதல்,ମାଇକ୍ରୋୱେଭ୍ ବିସ୍ତାର |
நடுத்தர மேலாண்மை,ମଧ୍ୟମ ପରିଚାଳନା
மிடில்வேர்,ମିଡିଲୱେର୍ |
மிடிகம்ப்யூட்டர்,ମିଡିକମ୍ପୁଟର |
நடுப்புள்ளி,ମିଡପଏଣ୍ଟ |
இடைக்காலம்,ମଧ୍ୟବର୍ତ୍ତୀ
இடம்பெயர்வு பாதை,ସ୍ଥାନାନ୍ତରଣ ପଥ
ஒரு வினாடிக்கு மில்லியன் வழிமுறைகள் (MIPS),ପ୍ରତି ସେକେଣ୍ଡରେ ମିଲିୟନ୍ ନିର୍ଦ୍ଦେଶ (MIPS)
சிறிய கணினி,minicomputer
மினிடிஸ்கெட்,ମିନିଡିସ୍କେଟ୍ |
குறைந்தபட்ச கர்னல்,ସର୍ବନିମ୍ନ କର୍ଣ୍ଣଲ |
குறைந்தபட்ச தயாரிப்பு,ସର୍ବନିମ୍ନ ଉତ୍ପାଦ |
குறைந்தபட்ச மரம்,ସର୍ବନିମ୍ନ ଗଛ |
minimax (min-max) அல்காரிதம்,ମିନିମାକ୍ସ (ମିନି-ସର୍ବାଧିକ) ଆଲଗୋରିଦମ |
குறைந்தபட்ச செயல்முறை,ମିନିମାକ୍ସ ପ୍ରଣାଳୀ |
குறைந்தபட்ச செலவு பரந்த மரம்,ସର୍ବନିମ୍ନ ମୂଲ୍ୟ ବିସ୍ତାର ବୃକ୍ଷ |
குறைந்தபட்ச தாமதக் குறியீட்டு முறை,ସର୍ବନିମ୍ନ ବିଳମ୍ବ କୋଡିଂ |
சிறிய சாதனம்,ଛୋଟ ଉପକରଣ
மின்டெரிம்,ମିନିଟରମ୍ |
கழித்தல் கொடி,ମାଇନସ୍ ପତାକା |
கழித்தல் கொடி,ମାଇନସ୍ ପତାକା |
கழித்தல் மண்டலம்,ମାଇନସ୍ ଜୋନ୍ |
கண்ணாடி,ଦର୍ପଣ |
கண்ணாடி தளம்,ଦର୍ପଣ ସାଇଟ୍ |
கலப்பு-ரேடிக்ஸ் குறியீடு,ମିଶ୍ରିତ-ରେଡିକ୍ସ ନୋଟେସନ୍ |
கலவை,ମିକ୍ସର୍ |
நினைவாற்றல்,ମେନେମୋନିକ୍ |
நினைவு முகவரி,ସ୍ମୃତି ଠିକଣା
நினைவாற்றல்,ମେନେମୋନିକ୍ସ |
கைபேசி,ମୋବାଇଲ୍ |
மொபைல் கம்ப்யூட்டிங்,ମୋବାଇଲ୍ ଗଣନା
மாதிரி,ମଡେଲ୍ |
முறையற்ற ஆசிரியர்,ମୋଡଲେସ୍ ଏଡିଟର୍ |
மாடலிங்,ମଡେଲିଂ
மோடம்,ମୋଡେମ୍
மிதமான,ମଧ୍ୟମ
நிதானம்,ମଧ୍ୟମତା
மதிப்பீட்டாளர்,ମୋଡରେଟର୍
மாற்றியமைக்கப்பட்ட அறிவுறுத்தல்,ପରିବର୍ତ୍ତିତ ନିର୍ଦ୍ଦେଶ
மாற்றியமைப்பவர்,ପରିବର୍ତ୍ତନକାରୀ
மாற்றி பிட்,ପରିବର୍ତ୍ତକ ବିଟ୍
மாற்றியமைக்கவும்,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
மட்டு,ମଡ୍ୟୁଲାର୍ |
மாடுலாரிட்டி,ମଡ୍ୟୁଲେରିଟି
பண்பேற்றம்,ମଡ୍ୟୁଲେସନ୍
தொகுதி,ମଡ୍ୟୁଲ୍
தொகுதி கட்டமைப்பு,ମଡ୍ୟୁଲ୍ ସ୍ଥାପତ୍ୟ
கண்காணிக்கவும்,ମନିଟର
கண்காணிப்பு திட்டம்,ମନିଟରିଂ ପ୍ରୋଗ୍ରାମ୍ |
மோனோக்ரோம் காட்சி,ମୋନୋକ୍ରୋମ୍ ପ୍ରଦର୍ଶନ |
ஒற்றைக்கல் ஒருங்கிணைந்த சுற்று,ମୋନୋଲିଥିକ୍ ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ୍ |
ஒற்றைக்கல் தொழில்நுட்பம்,ମୋନୋଲିଥିକ୍ ଟେକ୍ନୋଲୋଜି |
மோனோஸ்பேஸ் எழுத்துரு,ମୋନୋସ୍ପେସ୍ ଫଣ୍ଟ |
மோனோஸ்டபிள்,ମୋନୋଷ୍ଟେବଲ୍ |
மோனோடோரிசிட்டி,ଏକାଗ୍ରତା |
மார்பு,ମର୍ଫ୍ |
மார்பிம்,ମର୍ଫେମ୍ |
மார்பிசம்,ମର୍ଫିଜିମ୍ |
அடமானம்,ବନ୍ଧକ
mosfet (MOSFET),ମସଫେଟ୍ (MOSFET)
மிக முக்கியமான பிட்,ସବୁଠାରୁ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ବିଟ୍ |
தாய் பலகை,ମଦର ବୋର୍ଡ |
அம்மா பதிவு,ମାତା ପଞ୍ଜିକରଣ |
இயக்க படம்,ଗତି ଚିତ୍ର
மோஷன் பிக்சர் நிபுணர்கள் குழு (MPEG),ଗତି ଚିତ୍ର ବିଶେଷଜ୍ଞ ଗୋଷ୍ଠୀ (MPEG)
மவுண்ட்,ପର୍ବତ
சுட்டி,ମାଉସ୍
நகர்வு,ଘୁଞ୍ଚାନ୍ତୁ |
பாத்திரத்தை நகர்த்தவும்,ବର୍ଣ୍ଣ ଘୁଞ୍ଚାନ୍ତୁ |
MS-DOS,MS-DOS
MS-விண்டோஸ்,MS-Windows
பல அம்சம்,ଏକାଧିକ ଦିଗ
பல செயலி,ମଲ୍ଟି ପ୍ରୋସେସର୍ |
பல நிரலாக்க,ମଲ୍ଟି ପ୍ରୋଗ୍ରାମିଂ |
பல பணி,ମଲ୍ଟି ଟାସ୍କିଂ |
மல்டிபஸ்,ମଲ୍ଟିବସ୍ |
மல்டிகாஸ்ட்,ମଲ୍ଟିକାଷ୍ଟ |
மல்டிகாஸ்ட் முகவரி,ମଲ୍ଟିକାଷ୍ଟ ଠିକଣା
மல்டிகாஸ்டிங்,ମଲ୍ଟିକାଷ୍ଟିଙ୍ଗ୍ |
மல்டிசிப்,ମଲ୍ଟିଚିପ୍ |
மல்டிக்ஸ்,ମଲ୍ଟିକ୍ସ |
பல வேலை செயல்பாடு,ମଲ୍ଟିଜୋବ୍ ଅପରେସନ୍ |
பல நிலை நினைவகம்,ବହୁ ସ୍ତରୀୟ ସ୍ମୃତି
மல்டிமீடியா தொழில்நுட்பம்,ମଲ୍ଟିମିଡ଼ିଆ ଟେକ୍ନୋଲୋଜି |
மல்டிமோட்,ମଲ୍ଟିମୋଡ୍
பல,ଏକାଧିକ
பல துல்லியம்,ଏକାଧିକ ସଠିକତା |
பல பின்னடைவு,ଏକାଧିକ ରିଗ୍ରେସନ୍ |
மல்டிபிளக்ஸ்,ମଲ୍ଟିପ୍ଲେକ୍ସ
மல்டிபிளக்ஸ் முறை,ମଲ୍ଟିପ୍ଲେକ୍ସ ମୋଡ୍ |
மல்டிபிளெக்சர்,ମଲ୍ଟିପ୍ଲେକ୍ସର୍
மல்டிபிளெக்சிங்,ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ |
பலமுனை நெட்வொர்க்,ମଲ୍ଟିପଏଣ୍ଟ ନେଟୱାର୍କ |
பல செயலாக்கம்,ଏକାଧିକ ପ୍ରକ୍ରିୟାକରଣ |
பல்செயலி அமைப்பு,ମଲ୍ଟିପ୍ରୋସେସର୍ ସିଷ୍ଟମ୍ |
பல்நோக்கு இணைய அஞ்சல் விரிவாக்கம் (MIME),ବହୁମୁଖୀ ଇଣ୍ଟରନେଟ୍ ମେଲ୍ ବିସ୍ତାର (MIME)
பல அட்டவணை,ବହୁମୁଖୀ
மல்டிஸ்டேஷன்,ବହୁମୁଖୀ |
மல்டித்ரெடிங்,ମଲ୍ଟିଥ୍ରେଡିଂ |
பல மதிப்புள்ள தர்க்கம்,ବହୁଭାଷୀ ତର୍କ |
பன்முக பகுப்பாய்வு,ବହୁଭାରତୀୟ ବିଶ୍ଳେଷଣ |
மல்டிவிபிரேட்டர்,ମଲ୍ଟିଭାଇବ୍ରେଟର
பரஸ்பர விலக்கல்,ପାରସ୍ପରିକ ବହିଷ୍କାର
பரஸ்பர தகவல்,ପାରସ୍ପରିକ ସୂଚନା
அப்பாவி பயனர்,ସାଂପ୍ରଦାୟିକ ବ୍ୟବହାରକାରୀ |
பெயர் சேவையகம்,ନାମ ସର୍ଭର |
NAND செயல்பாடு,NAND ଅପରେସନ୍ |
நானோ,ନାନୋ |
குறுகிய இசைக்குழு,ସଂକୀର୍ଣ୍ଣ ବ୍ୟାଣ୍ଡ |
தேசிய தகவல் உள்கட்டமைப்பு,ଜାତୀୟ ସୂଚନା ଭିତ୍ତିଭୂମି
தேசிய தகவல் தரநிலை அமைப்பு (NAND NISO),ଜାତୀୟ ସୂଚନା ମାନକ ସଂଗଠନ (NAND NISO)
சொந்த குறியீடு,ମୂଳ କୋଡ୍
சொந்த தொகுப்பாளர்,ଦେଶୀ ସଙ୍କଳନକାରୀ |
சொந்த மென்பொருள்,ଦେଶୀ ସଫ୍ଟୱେର୍ |
இயற்கை தொகுப்பி,ପ୍ରାକୃତିକ ସଙ୍କଳନକାରୀ |
இயற்கை மொழி செயலாக்கம்,ପ୍ରାକୃତିକ ଭାଷା ପ୍ରକ୍ରିୟାକରଣ |
இயற்கை மொழி வினா,ପ୍ରାକୃତିକ ଭାଷା ପ୍ରଶ୍ନ
இயற்கை எண்,ପ୍ରାକୃତିକ ସଂଖ୍ୟା |
வழிசெலுத்தல்,ନାଭିଗେସନ୍
நேவிகேட்டர்,ନାଭିଗେଟର୍ |
எதிர்மறை தர்க்கம்,ନକାରାତ୍ମକ ତର୍କ
உள்ளமை வளையம்,ନଷ୍ଟେଡ୍ ଲୁପ୍ |
