Malayalam,Bengali
തൊഴിൽ ഘട്ടം പുനരാരംഭിക്കുക,কাজের পদক্ষেপ পুনঃসূচনা
ജോലി വടി,জব স্টিক
ജോലി അരുവി,কাজের স্ট্রিম
ജോലി പിന്തുണയുള്ള ചുമതല,কাজ সমর্থন টাস্ক
ജോഗിൾ,জগল
യോജിപ്പിക്കുക,যোগ দিন
സംയുക്ത പ്രവേശന ചെലവ്,যৌথ অ্যাক্সেস ব্যয়
സംയുക്ത വിവര ഉള്ളടക്കം,যৌথ তথ্য সামগ্রী
ജോസീസൻ ജംഗ്ഷൻ,জোসেফসন জংশন
വാര്ത്താപതിക,জার্নাল
ജേണലിംഗ്,জার্নালিং
ജേണൽ റിപ്പോർട്ട്,জার্নাল রিপোর্ট
ജേണൽ ടേപ്പ്,জার্নাল টেপ
ജംബോ ഗ്രൂപ്പ്,জাম্বো গ্রুপ
ജമ്പൻ,জাম্পার
ജമ്പർ തിരഞ്ഞെടുക്കാവുന്ന,জাম্পার নির্বাচনযোগ্য
ജമ്പ് നിർദ്ദേശം,জাম্প নির্দেশ
നടുമുടം,Junktor
JUKK,জাঙ্ক
നായീകരണം,ন্যায্যতা
ന്യായീകരണ ശ്രേണി,ন্যায়সঙ্গত পরিসীমা
ന്യായീകരിക്കപ്പെട്ട മാർജിൻ,ন্যায়সঙ্গত মার্জিন
കർനാജ് മാപ്പ്,কর্নহো মানচিত্র
കറ്റക്ന,কাতাকনা
കെമ്പറിൻ,কার্নিং
കീബോര്ഡ്,কীবোর্ড
"കീബോര്ഡ്
 കന്വൂട്ടര്","কীবোর্ড
 কম্পিউটার"
കീബോർഡ് എൻട്രി,কীবোর্ড এন্ট্রি
കീബോർഡ് അന്വേഷണം,কীবোর্ড তদন্ত
കീബോർഡ് ലോക്ക out ട്ട്,কীবোর্ড লকআউট
"കീബോര്ഡ്
 പെയിശോറകറ്റർ","কীবোর্ড
 ছিদ্রকারী"
കീബോർഡ് പഞ്ച്,কীবোর্ড পাঞ্চ
"കീബോര്ഡ്
 അയയ്ക്കുക / സ്വീകരിക്കുക","কীবোর্ড
 পাঠান এবং গ্রহন করা"
കീ ക്ലിക്ക്,কী ক্লিক করুন
കീ-ക്ലിക്ക് ഫിൽട്ടർ,কী-ক্লিক ফিল্টার
കീ-നയിക്ക,কী চালিত
"കീഡ് ഡയറക്റ്റ്
 പ്രവേശനം","চাবি প্রত্যক্ষ
 অ্যাক্সেস"
കീ-എൻക്രിപ്റ്റിംഗ് കീ,কী-এনক্রিপ্টিং কী
കീ എൻട്രി,কী এন্ট্রি
"പ്രധാന മടക്കുകൾ =
 ഹാഷിംഗ്","কী ভাঁজ =
 হ্যাশিং"
കീപ്പിംഗ് ചിർപ്പ്,চেইং চিপ
കീയിംഗ് തരംഗം,কীিং তরঙ্গ
കീ പായ,কী মাদুর
കീ പാഡ്,কী প্যাড
കീ ഘട്ടം,মূল পর্ব
കീ പൾസ്,কী পালস
കീ-പൾസിംഗ് സിഗ്നൽ,কী-পালসিং সিগন্যাল
കീ പഞ്ച്,কী পাঞ্চ
കീ തരംതിരിക്കൽ,কী বাছাই
കീ സ്ട്രോക്ക്,কী স্ট্রোক
"കീ-സ്ട്രോക്ക്
 തെളിയിക്കല്","কী স্ট্রোক
 প্রতিপাদন"
കീ ടേപ്പ്,কী টেপ
കീ ടെലിഫോൺ സെറ്റ്,কী টেলিফোন সেট
"കീ ടെലിഫോൺ
 ഏര്പ്പാട്","কী টেলিফোন
 পদ্ধতি"
കീ-ടു-ഡിസ്ക്,কী-টু-ডিস্ক
ഫ്ലോപ്പിയിലേക്കുള്ള താക്കോൽ,ফ্লপি কী
ടേപ്പിലേക്കുള്ള കീ,টেপের কী
പ്രധാന പരിവർത്തനം,মূল রূপান্তর
"പ്രധാന വാക്ക്
സന്ദര്ഭം","মূল শব্দ
প্রসঙ্গ"
"കീ-വാക്ക്
 പാരാമീറ്റർ","কী-শব্দ
 প্যারামিটার"
കിലോവാഡൻ,কিলোবাউড
കിലോബൈറ്റ്,কিলোবাইট
കിലോമെഗ,কিলোমেগা
കിപ്സ് (കിലോഗ്രാം-ഉപദ്രവം),কিপস (কিলোইনস্ট্রাকশনস-পার্সেকেন্ড)
ലേബൽ സ്ഥിരത,ধ্রুবক লেবেল
പൊതുവായി ലേബൽ ചെയ്തു,সাধারণ লেবেল
ലേബലിംഗ്,লেবেলিং
ലേബൽ ലിസ്റ്റ്,লেবেল তালিকা
ലേബൽ റെക്കോർഡ്,লেবেল রেকর্ড
വേരിയബിൾ ലേബൽ ചെയ്യുക,লেবেল পরিবর্তনশীল
ലേസ്റ്റുചെയ്ത കാർഡ്,লেসড কার্ড
ലാൻഡ്-ലൈൻ സൗകര്യം,ল্যান্ড-লাইন সুবিধা
ഭാഷ (കോബോൾ),ভাষা (সিওবিএল)
"ഭാഷ
 കൺവെർട്ടർ","ভাষা
 রূপান্তরকারী"
"ഭാഷ
 വാഖാതാവ്","ভাষা
 দোভাষী"
"ഭാഷ
 പ്രോസസ്സര്","ভাষা
 প্রসেসর"
"ഭാഷ
 പ്രസ്താവന","ভাষা
 বিবৃতি"
ഭാഷാ ഉപസെറ്റ്,ভাষা উপসেট
"ഭാഷ
 വിവർത്തനം
 സവിശേഷത","ভাষা
 অনুবাদ
 বৈশিষ্ট্য"
"ഭാഷ
 വിവര്ത്തകന്","ভাষা
 অনুবাদক"
"വലിയ സ്കെയിൽ
 സംയോജനം","বড় স্কেল
 মিশ্রণ"
"ലേസർ
 വാര്ത്താവിനിമയം","লেজার
 যোগাযোগ"
"ലേസർ എമൽഷൻ
 ശേഖരണം","লেজার ইমালসন
 স্টোরেজ"
ലേസർ ജെറ്റ് പ്രിന്റർ,লেজার জেট প্রিন্টার
കുറ്റിക്കൊളുത്ത്,ল্যাচ
കുറ്റിശൂരം,ল্যাচিং
ലേറ്റൻസി (സമയം),বিলম্ব (সময়)
"ലാറ്ററൽ ആവർത്തനം
 ചെക്ക്","পার্শ্বীয় অপ্রয়োজনীয়তা
 পরীক্ষা করুন"
ലാറ്ററൽ റിവേഴ്സൽ,পার্শ্বীয় বিপরীত
നേതാവ്,নেতা
ലീഡർ റെക്കോർഡ്,নেতা রেকর্ড
പ്രമുഖ നിയന്ത്രണം,শীর্ষস্থানীয় নিয়ন্ত্রণ
മുൻനിര തീരുമാനം,শীর্ষস্থানীয় সিদ্ধান্ত
മുൻനിര അവസാനം,অগ্রণী শেষ
പ്രമുഖ ഗ്രാഫിക്സ്,শীর্ষস্থানীয় গ্রাফিক্স
ലീഡിംഗ് പൂജ്യം,শীর্ষস্থানীয় শূন্য
ലെപ്രോഗ് പരിശോധന,লিপফ্রোগ পরীক্ষা
പാട്ടച്ച ചാനൽ,ইজারা চ্যানেল
"പാട്ടത്തിനെടുത്ത സർക്യൂട്ട്
 ഡാറ്റാ പ്രക്ഷേപണം
 സേവനം","ইজারা সার্কিট
 ডেটা-সংক্রমণ
 পরিষেবা"
പാട്ടത്തിനെടുത്ത ലൈൻ,লিজড লাইন
പാട്ടക്കര്പ്പ്,ইজারা
"കുറഞ്ഞത് പതിവായി
 ഉപയോഗിച്ച മെമ്മറി","কমপক্ষে ঘন ঘন
 ব্যবহৃত স্মৃতি"
"അടുത്തിടെ ഉപയോഗിച്ചു
 സ്മരണം","কমপক্ষে সম্প্রতি ব্যবহৃত
 স্মৃতি"
കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്,কম গুরুত্বপূর্ণ
"കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്
 കഥാപാതം","কম গুরুত্বপূর্ণ
 চরিত্র"
"കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്
 അക്കം","কম গুরুত্বপূর্ণ
 অঙ্ক"
"ഇടത് കൈ മാർജിൻ
 നിഷേധം","বাম হাতের মার্জিন
 ইন্ডেন্ট"
ഇടത് ന്യായീകരണം,বাম ন্যায্যতা
കാല്,পা
ദൈര്ഘം,দৈর্ঘ্য
"ദൈര്ഘം
 സവിശേഷത","দৈর্ঘ্য
 স্পেসিফিকেশন"
അക്ഷരം,চিঠি
അക്ഷര കോഡ്,চিঠি কোড
കത്ത് .ട്ട്,চিঠি আউট
അക്ഷര നിലവാരം,চিঠির গুণমান
അക്ഷര ഷിഫ്റ്റ്,চিঠি শিফট
സമനില,স্তর
തലപ്പാപ്പണിക്കാരൻ,স্তর ক্ষতিপূরণকারী
ലെവൽ സൂചകം,স্তর সূচক
ലെവൽ നമ്പർ,স্তর সংখ্যা
പ്രവേശനത്തിന്റെ അളവ്,অ্যাক্সেস স্তর
വിലാസത്തിന്റെ നിലവാരം,সম্বোধনের স্তর
ലെവൽ-വൺ വേരിയബിൾ,স্তর-এক পরিবর্তনশীল
ലെവൽ ഓർഡർ,স্তর আদেশ
ലെവൽ ഓവർലോഡ്,স্তর ওভারলোড
"ലെവൽ ഉറവിടം
 ഭാഷ","স্তর উত্স
 ভাষা"
"സമവാദി സംസ്ഥാനങ്ങൾ
 പട്ടികയുണ്ടാക്കുക","স্তর রাজ্য
 নিবন্ধন"
എണ്ണമുള്ള,লেক্সেমে
നിഘണ്ടു,অভিধান
ലൈബേറിയന്,গ্রন্থাগারিক
ലൈബ്രേറിയൻ പ്രോഗ്രാം,গ্রন্থাগারিক প্রোগ্রাম
പുസ്തകശാല,গ্রন্থাগার
ലൈബ്രറി ഡയറക്ടറി,গ্রন্থাগার ডিরেক্টরি
ലൈബ്രറി സൗകര്യം,গ্রন্থাগার সুবিধা
ലൈബ്രറി ഫയൽ എഡിറ്റർ,গ্রন্থাগার ফাইল সম্পাদক
ലൈബ്രറി പ്രോഗ്രാം,গ্রন্থাগার প্রোগ্রাম
ലൈബ്രറി പതിവ്,গ্রন্থাগার রুটিন
ലൈബ്രറി സബ്റൂട്ടിൻ,লাইব্রেরি সাবরুটাইন
