English,Kannada
Numerical aperture (NA),ಸಂಖ್ಯಾತ್ಮಕ ದ್ಯುತಿರಂಧ್ರ (ನಾ)
Numerical taxonomy,ಸಂಖ್ಯಾತ್ಮಕ ಜೀವಿವರ್ಗ
Nuptial pad,ಸ್ಪೆಕ್ಟರು
Nut fleshy,ಅಡಿಕೆ ತಿರುಳಿರುವ
Nut,ಕಾಯಿ
Nutrient,ಪೌಷ್ಟಿಕ
Nutrient cycling,ಪೌಷ್ಟಿಕ ಸೈಕ್ಲಿಂಗ್
Nutrient immobilisation,ಪೌಷ್ಟಿಕ ನಿಶ್ಚಲತೆ
Nutrient poor,ಪೌಷ್ಠಿಕಾಂಶ ಬಡ
Nutrient solution,ಪೌಷ್ಟಿಕಾಂಶ
Nutrition,ಪೋಷಣೆ
Nutritional quality,ಪೌಷ್ಠಿಕಾಂಶದ ಗುಣಮಟ್ಟ
Nutritious,ಪೌಷ್ಠಿಕಾಂಶದ
Nutritive tissue,ಪೌಷ್ಟಿಕ ಅಂಗಾಂಶ
Nutritive value,ಪೌಷ್ಠಿಕಾಂಶ ಮೌಲ್ಯ
Nux vomica,ನಕ್ಸ್ ವೊಮಿಕ
Nyctinasty,ನೈಕ್ಟಾಸ್ಟಿ
Nymph,ಅಪ್ಸರೆ
Nymphaea,ಅಪ್ಸರೆ
Oak,ಓಕ್
Obelia,ಹಬ್ಬ
Objective,ಉದ್ದೇಶಪೂರ್ವಕ
Objective lens,ವಸ್ತುನಿಷ್ಠ ಮಸೂರ
Obligate parasite,ಪರಾವಲಂಬಿ
Oblique beam of light,ಬೆಳಕಿನ ಓರೆಯಾದ ಕಿರಣ
Oblong,ಉದ್ದ
Observation,ವೀಕ್ಷಣೆ
Observatory,ವೀಕ್ಷಣಾಲಯ
Obtuse,ಜಟಿಲವಾದ
Occipital condyle,ಸ್ರಾವಾದ ಕಾಂಡೈಲ್
Occipital lobe,ಆಕ್ಸಿಟಲ್ ಹಾಲೆ
Ocean animal,ಸಾಗರ ಪ್ರಾಣಿ
Ocean plant,ಸಾಗರ ಸಸ್ಯ
Oceanic system,ಸಾಗರ ವ್ಯವಸ್ಥೆ
Ocimum sanctum,ಉಸಿರು
Octopus,ಅಷ್ಟಮ
Ocular,ನೇತ್ರದ
Ocular lens,ಲೋಕದ ಮಸೂರ
Odourless,ವಾಸನೆಯಿಲ್ಲದ
Oenothera lamarckiana,ಓನೊಥೆರಾ ಲಾಮಾರ್ಕಿಯಾನ
Oesophageal sphincter,ಓಸೊಫೇಜಿಲ್ ಸ್ಪಿಂಕ್ಟರ್
Oesophagous,ಓಟದ
Oestrus cycle,ಈಸ್ಟ್ರಸ್ ಚಕ್ರ
Offset,ಸರಿದೂಗಿಸು
Offspring,ಸಂತತಿ
Oil gland,ಎಣ್ಣೆ ಗ್ರಂಥಿ
Oil immersion objective,ತೈಲ ಮುಳುಗಿಸುವ ಉದ್ದೇಶ
Oil spill,ತೈಲ ಸೋರಿಕೆ
Okazaki fragment,ಒಕಜಾಕಿ ತುಣುಕು
Olfactory bulb,ಘ್ರಾಣ ಬಲ್ಬ್
Olfactory cortex,ಘ್ರಾಣ ಕಾರ್ಟೆಕ್ಸ್
Olfactory lobe,ಘ್ರಾಣ ಹಾಲೆ
Olfactory receptor,ಘ್ರಾಣ ಗ್ರಾಹಕ
Oligocene,ಆಲಿಗೋಸೀನ್ ಗಳು
Oligosaccharide,ಆಲಿಗಾಸಾಕರೈಡ್
Oligosccharide chain,ಆಲಿಗೊಸ್ಕರೈಡ್ ಸರಪಳಿ
Oligotrophic soil,ಆಲಿಗೋಟ್ರೋಫಿಕ್ ಮಣ್ಣು
Olocales,ತೆಳು
Ommatidium,ನೊಮಾಟೀಡಿಯಂ
Omnivore,ಸರ್ವಭಕ್ಷಕ
Omnivorous,ಸರ್ವಭಕ್ಷಕ
Oncogene,ಬಾಗುವುದು
Oncogenesis,ಲವಂಗು
Oncogenic transformation,ಆಂಟ್ರೋಜೆನಿಕ್ ರೂಪಾಂತರ
One cistron one polypeptide,ಒಂದು ಸಿಸ್ಟ್ರಾನ್ ಒಂದು ಪಾಲಿಪೆಪ್ಟೈಡ್
One gene one enzyme hypothesis,ಒಂದು ಜೀನ್ ಒಂದು ಕಿಣ್ವ ಕಲ್ಪನೆ
One gene one polypeptide,ಒಂದು ಜೀನ್ ಒಂದು ಪಾಲಿಪೆಪ್ಟೈಡ್
One whorl of perianth,ಪೆರಿಯಾಂತ್‌ನ ಒಂದು ಸುರುಳಿ
Ontogeny,ಗೋಜಲು
Oocyte,ಒಸೈಟ್
Oogamous,ಒಗಾಮಿನ
Oogamy,ಓಗಮಿ
Oogenesis,ಒಜನನ
Oospore,ಆಸ್ಪೋರ್
Opaque,ಅಪಾರದರ್ಶಕ
Oparin Haldane hypothesis,ಒಪರಿನ್ ಹಾಲ್ಡೇನ್ ಕಲ್ಪನೆ
Open system,ತೆರೆದ ವ್ಯವಸ್ಥೆಯ
Operculum,ಒಳಸಂಚು
Operon,ಒಂದು ಬಗೆಯ operಷಧ
Ophiura,ನಾಗರ
Ophrys,ರಫರಿಕೆ
Ophthalmic surgery,ನೇತ್ರ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ
Opiate narcotic,ಓಪಿಯೇಟ್ ಮಾದಕವಸ್ತು
Opportunistic infection,ಅವಕಾಶವಾದಿ ಸೋಂಕು
Opposite,ವಿರುದ್ದ
Opsin,ಕಣ್ಣುಹಾಯ
Opsonisation,ಆಪತ್ತೀಕರಣ
Optic,ದೃಷ್ಟಿಮಾಡದ
Optic,ದೃಷ್ಟಿಮಾಡದ
Optic lobe,ದ್ಯಶ್ಯುಗ್ದ ಹಾಲೆ
Optic nerve,ಆಪ್ಟಿಕ್ ನರ
Optically transparent cuvette,ದೃಗ್ವೈಜ್ಞಾನಿಕವಾಗಿ ಪಾರದರ್ಶಕ ಕುವೆಟ್
Optimum temperature,ಗರಿಷ್ಠ ತಾಪಮಾನ
Opuntia,ಒಪುಂಟಿಯಾ
Oral administration,ಮೌಖಿಕ ಆಡಳಿತ
Oral membrane,ಮೌಖಿಕ ಪೊರೆಯ
Orang utan,ಒರಾಂಗ್ ಉತನ್
Orbicular,ಗದ್ದಲದ
Orchard,ಹಣ್ಣಿಗೆ
Orchid,ಸ ೦ ಗಡಿ
Orchidaceae,ಸ ೦ ಗಡಿ
Order,ಆಜ್ಞ
Order,ಆಜ್ಞ
Ordovician period,ಒಡ್ಡೊವಿಸಿಯನ್ ಅವಧಿ
Ore smelter,ಅದಿರು
Organ of corti,ಕಾರ್ಟಿಯ ಅಂಗ
Organ system,ಆರ್ಗನ್ ಸಿಸ್ಟಂ
Organ transplant,ಅಂಗ ಕಸಿ
Organelle,ಜೀವಕೋಶ ಜೀವಿ
Organic compound,ಸಾವಯವ ಸಂಯುಕ್ತ
Organic matter,ಸಾವಯವ ವಿಷಯ
Organic matter,ಸಾವಯವ ವಿಷಯ
Organic evolution,ಸಾವಯವ ವಿಕಸನ
Organic remain,ಸಾವಯವ ಉಳಿದಿದೆ
Organismic level,ಜೀವಿ ಮಟ್ಟ
Organogenesis,ಅಂಗವಾಸನ
Orientation,ದೃಷ್ಟಿಕೋನ
Origin of earth,ಭೂಮಿಯ ಮೂಲ
Origin of replication,ಪುನರಾವರ್ತನೆಯ ಮೂಲ
Origin of species,ಜಾತಿಗಳ ಮೂಲ
Original population,ಮೂಲ ಜನಸಂಖ್ಯೆ
Ornamental plant,ಅಲಂಕಾರಿಕ ಸಸ್ಯ
Ornithophily,ಅಸಾಧಾರಣವಾಗಿ
Ornithine,ಮರ್ಯಾದೆಗೆ
Ornithorhynchus,ಅಸೂಯೆಕಲ
Orobanchea,ಒರಟು
Orohippus,ಒರೊಹಪ್ಪಸ್
Oro-pharynx,ಓರೊ-ಫಾರಿಂಕ್ಸ್
Orthodox state,ಸಂಪ್ರದಾಯಪಕ್ಷದ ರಾಜ್ಯ
Orthophosphate,ಸಂತ್ರಸ್ತ
Oryza sativa,ಒರಿಜಾ ಸಟಿವಾ
Oscilloscope screen,ಆಸಾಲ್ಲೆ ಪರದಾ ಪರದೆ
Osculum,ಆಂದೋಲನ
Osmoconformer,ಆಸ್ಮೋಕಾನ್ಫಾರ್ಮ್
Osmolarity,ಆಸ್ಮೋಲಾರಿತ್ವ
Osmolarity of medulla,ಮೆಡುಲ್ಲಾದ ಆಸ್ಮೋಲರಿಟಿ
Osmolyte,ಆಸ್ಮೋಲೈಟ್
Osmoreceptor,ಅಸಾಮಾನ್ಯ
Osmoregulation,ಆಸಾಮಿ
Osmoregulation - osmoregulator,ಆಸ್ಮೋರ್ಗ್ಯುಲೇಷನ್ - ಆಸ್ಮೋರ್ಗ್ಯುಲೇಟರ್
Osmotic concentration,ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆಯು
Osmotic condition,ಆಸ್ಮೋಟಿಕ್ ಸ್ಥಿತಿ
Osmotic effect,ಆಸ್ಮೋಟಿಕ್ ಪರಿಣಾಮ
Osmotic flow,ಆಸ್ಮೋಟಿಕ್ ಹರಿವು
Osmotic movement,ಆಸ್ಮೋಟಿಕ್ ಚಲನೆ
Osmotic potential,ಆಸ್ಮೋಟಿಕ್ ಸಾಮರ್ಥ್ಯ
Osmotic shock,ಆಸ್ಮೋಟಿಕ್ ಆಘಾತ
Osmotically active,ಆಸ್ಮೋಟಿಕ್ ಸಕ್ರಿಯ
Ospenis,ಆಸ್ಪೆನಿಸ್
Ossein,ಉಗುಳು
Ossicle,ಗಡಗಾಟು
Ossified,ತನಕ
Osteichthyes,ಆಸ್ಟಿಯೆಚ್ಥೈಸ್
Osteitis fibrosa cystica,ಆಸ್ಟೈಟಿಸ್ ಫೈಬ್ರೊಸಾ ಸಿಸ್ಟಿಕಾ
Osteoarthritis,ಅಸ್ಥಿ ಸಂಧಿವಾತ
Osteocyte,ಅಸ್ಥಿತ್ವ
Osteoporosis,ಅಸ್ಥಿಭಿದುರತೆ
Ostium,ಆಸ್ತಿಯಂಥ
Ostrich,ಆಸ್ಟ್ರಿಚ್
Otoconium,ಒತ್ತು
Otolith organ,ಗದ್ದಲ
Otolith,ತಿಕ್ಕಲು
Ouch-ouch disease,ಚೌಚ್-ಚಚ್ ಕಾಯಿಲೆ
Outbreeding,ಸಂತಾನೋತ್ಪತ್ತಿ
Outbreeding device,ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವ ಸಾಧನ
Outburst of emotion,ಭಾವನೆಯ ಪ್ರಕೋಪ
Outcrossing,ಮೀರುವುದು
Outlet,ಮಜಲು
Output of nutrient,ಪೌಷ್ಟಿಕಾಂಶದ output ಟ್‌ಪುಟ್
Oval,ಅಂಡಾಕಾರದ
Oval window,ಅಂಡಾಕಾರದ ಕಿಟಕಿಯ ಕಿಟಕಿ
Ovarian follicle,ಅಂಡಾಶಯದ ಕೋಶಕ
Ovarian tubule,ಅಂಡಾಶಯದ ಕೊಳವೆಯ
Ovariole,ಅಂಡಾಶಯ
Ovary,ಅಂಡಾಶಯ
Ovate,ಅಂಡಾಕಾರದ
Over exploiting,ಶೋಷಣೆ
Overall metabolism,ಒಟ್ಟಾರೆ ಚಯಾಪಚಯ
Overnutrition,ಅಧಿಕಪ್ರೌರ್ಯ
Oviduct,ಅಂಡಾಶಯ
Oviparous,ಅಂಡಾಶಯದ
Oviposition,ಅಂಡೋತ್ಪತ್ತಿ
Ovulation,ಅಂಡೋತ್ಪತ್ತಿ
Ovule,ಅಂಡಾಕಾರದ
Ovum,ಅಂಡಾಕಾರ
Oxalis,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Oxaloacetic acid (OAA),ಆಕ್ಸಲೋಆಸೆಟಿಕ್ ಆಮ್ಲ (ಒಎಎ)
Oxidation,ಉತ್ಕರ್ಷಣ
Oxidative phosphorylation,ಉತ್ಕರ್ಷಣಾತ್ಮಕ
Oxygen dissociation curve,ಆಮ್ಲಜನಕ ವಿಘಟಿತ ಕರ್ವ್
Oxygenase,ಆಮ್ಲಜನಕ
Oxygenated,ಆಮ್ಲಜನಕಕ್ಕೆ ಸಂಬಂಧಿಸಿದ
Oxygenation,ಆಮ್ಲಜನಕೀಕರಣ
Oxyntic tubular gland,ಆಕ್ಸಿಂಕಿಟಿಕ್ ಕೊಳವೆಯಾಕಾರದ ಗ್ರಂಥಿ
Oxytocin,ಆಕ್ಟಿ
Oyster,ಸಿಂಪಿ
Ozone,ಒಇಜೋನ್
Ozone hole,ಓಸೋನ್ ರಂಧ್ರ
Ozone layer,ಓಸೋನ್ ಪದರ
Pachynema,ಪಚಿನೆಮಾ
Pachytene,ಕಸ
Packaging cell,ಕಪಾಟಿ ಕೋಶ
Packging of DNA helix,ಡಿಎನ್‌ಎ ಹೆಲಿಕ್ಸ್ ಪ್ಯಾಕ್ ಮಾಡುವುದು
Paired connection,ಜೋಡಿಯಾಗಿರುವ ಸಂಪರ್ಕ
Palaeontological evidence,ಪ್ಯಾಲಿಯಂಟೋಲಾಜಿಕಲ್ ಪುರಾವೆಗಳು
Palaeontologist,ತಾರಗಣಿ ವಿಜ್ಞಾನಿ
Palaeontology,ತತ್ತ್ವಶಾಸ್ತ್ರ
Paleocene,ಅಣಕೆಯ
Paleozoic,ಮೆರುಗಿನ
Palindromic,ಪಾರೀಯ
Palindromic nucleotide sequence,ಪಾಲಿಂಡ್ರೊಮಿಕ್ ನ್ಯೂಕ್ಲಿಯೊಟೈಡ್ ಅನುಕ್ರಮ
Palm crease,ತಾಳೆ ಕ್ರೀಸ್
Palmate,ತಾಳ್ಮೆ
Palmately compound leaf,ತಳಮಳವಾದ ಎಲೆ
Palpitation,ಬಡಿತ
Pancreatic islet,ಮೇದೋಜ್ಜೀರಕ ಗ್ರಂಥಿ ದ್ವೀಪ
Pangene,ಪಂಜರ
Pannus,ಪಂಗು
Panspermia,ಒಂದು ತರದ ಹಲ್ಲು
Panthera,ಪಥ್ಯ
Pantothenic acid,ಪಟೋಥೆನಿಕ್ ಆಮ್ಲ
Papaver somniferum,ಪಟವೆರ್ ಸೊಮ್ನಿಫೆರಮ್
Paper chromatography,ಕಾಗದ
Papiliooideae,ಪತಿಲಿಯೊಯಿಡೀ
Papilla,ಒಂದು ಬಗೆಯ ಸಣ್ಣ ಗೀತೆ
Papillate,ತಿಕ್ಕಲು
Pappus,ಪಪಸ್
Par focal,ಪಾರ್ ಫೋಕಲ್
Para sympathetic divison,ಪ್ಯಾರಾ ಸಹಾನುಭೂತಿಯ ವಿಭಾಗ
Paracentric,ಮೆರುಗು ಕೇಂದ್ರ
Paradoxin,ವಿರೋಧಾಭಾಸ
Paraffin,ಗಾಡಿ
Parahippus,ಒಂದು ಬಗೆಯ ನರ್ತನ
Parallel evolution,ಸಮಾನಾಂತರ ವಿಕಸನ
Parallel vein,ಸಮಾನಾಂತರ ರಕ್ತನಾಳ
Parallel venation,ಸಮಾನಾಂತರ ವಾತಾವರಣ
Parameter value,ನಿಯತಾಂಕ ಮೌಲ್ಯ
Parapodium,ಕಟೋಡಿಯಂ
Parasite,ಪರಾವಲಂಬಿ
Parasitic,ಪರಾವಲಂಬಿ
Parasitic animal,ಪರಾವಲಂಬಿ ಪ್ರಾಣಿ
Parasitism,ಪರಾವಲಂಬನೆ
Parasympathetic,ಸ್ರವಿಸುವ
Parathyroid,ಪೃಷ್ಠದ
Paratonic movement,ಪ್ಯಾರಟೋನಿಕ್ ಚಳುವಳಿ
Paraventricular nucleus,ಪರಾವಲಂಬಿ ನ್ಯೂಕ್ಲಿಯಸ್
Parazoa,ಪಾರ
Parazoan,ಪತಂಗ
Parbhani kranti,ಪತಂಗ
Parenchyma cell,ಪಾರದರ್ಶಕ ಕೋಶ
Parenchymatous,ಸ್ರವಿಸುವ
Parental population,ಪೋಷಕರ ಜನಸಂಖ್ಯೆ
Parental,ಪೋಷಕ
Parietal,ಕಶೇರುತದ
Parietal cell,ಪ್ಯಾರೀಟಲ್ ಕೋಶ
Parietal lobe,ಪರಿಕಲ್ಪದ ಹಾಲೆ
Parietales,ಕಟಾ
Paripinnate,ಪಾರಿಪ್ಯಾಧಿ
Parotid gland,ಪಾರಾಗಲಿ
Pars distalis,ಪಾರ್ಸ್ ಡಿಸ್ಟಾಲಿಸ್
Pars intermedia,ಪಾರ್ಸ್ ಇಂಟರ್ಮೀಡಿಯಾ
Parthenium,ಪಾರುಗಾಣುವ
Parthenocarpy,ಪಾಮತಾರ
Parthenogenesis,ಪಾಕಾಹಾರಿಕೆ
Partial pressure,ಭಾಗಶಃ ಒತ್ತಡ
Partial reflection,ಭಾಗಶಃ ಪ್ರತಿಬಿಂಬ
Particular matter,ನಿರ್ದಿಷ್ಟ ವಿಷಯ
Partition coefficient,ವಿಭಾಗ ಗುಣಾಂಕ
Pascal,ಕಾಲ್ನಡಿಮಾ
Passive immunity,ನಿಷ್ಕ್ರಿಯ ವಿನಾಯಿತಿ
Pasted specimen,ಅಂಟಿಸಿದ ಮಾದರಿಯ
Pasteurization,ಪಂಜರನೀಕರಣ
Patella,ಮಂಡಿಬಂದ ಮಂಡಿಚಿಪ್ಪು
Patella ilium,ಮಂಡಿಚಿಪ್ಪು ಇಲಿಯಂ
Pathogen,ರೋಗಕಾರಕ
Pathogenic bacteria,ರೋಗಕಾರಕ ಬ್ಯಾಕ್ಟೇರಿಯಾ
Pathogenicity,ರೋಗಕಾರಕತೆ
Pathology,ರೋಗ ವಿಜ್ಞಾನ
Pathology,ರೋಗ ವಿಜ್ಞಾನ
Pathway,ಮಾರ್ಗ
Pathway,ಮಾರ್ಗ
Patterning growth,ಮಾದರಿಯ ಬೆಳವಣಿಗೆ
Pavement epithelium,ಪಾದಚಾರಿ ಎಪಿತೀಲಿಯಂ
Pavo,ಪವಾಯ
Pear millet,ಪಿಯರ್ ರಾಗಿ
Pearl oyster,ಮುತ್ತು ಸಿಂಪಿ
Pectate,ಬುದ್ದಿ
Pectic polysaccharide,ಪತಂಗಕ ಪಾಲಿಸ್ಯಾಕರೈಡ್
Pectic,ಬಣಕ್ಕೆ
Pectic,ಬಣಕ್ಕೆ
Pectin,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
Pectinase,ಪೆಕ್ಟಿನೇಸ್
Pectoral fin,ಕಸಾಯಿಖಾನೆ
Pectoral girdle,ಬಟರ್ಯದ ಕವಚ
Pedicellate,ಹುಲ್ಲುಗಾವಲನ
Peduncle,ಗಡಿ
Peer pressure,ಪೀರ್ ಒತ್ತಡ
Pelagic fish,ಪೆಲಾಜಿಕ್ ಮೀನು
Pellicle,ಗುಸ್ತಿ
Pelvic girdle,ಶ್ರೋಣಿಯ ಕವಚ
Pelvis,ಸೊಂಟ
Pelvis,ಸೊಂಟ
Pelycosaur,ಪೆಲಿಕೊಸೌರ್
Penguin,ಪತಂಗ
Penicillin resistance,ಪೆನ್ಸಿಲಿನ್ ಪ್ರತಿರೋಧ
Penicillin,ನಲಿದಾರ
Penicillium notatum,ಪೆನಿಸಿಲಿಯಂ ನೊಟಾಟಮ್
Penile meatus,ಶಿಶ್ನ ಮಾಂಸ
Penis,ಶಿಶ್ನ
Pennulata,ಒಂದು ಬಗೆಯ ಕಂತಿನ
Pentamer,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಗಾರ
Pentamerous,ಅಣಕಗಳ
Pentose,ಪೃಷ್ಠದ
Pepo,ಪಟ
Peppered moth,ಮೆಣಸು ಚಿಟ್ಟೆ
Pepsin,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Pepsinogen,ಇಳಿಜಾರು
Peptic cell,ಒಂದು ಬಗೆಯ ಕೋಶಕ ಕೋಶ
Peptide bond,ಪೆಪ್ಟೈಡ್ ಬಂಡಿ
Peptidoglycan,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಲ್ಲಿರುವ
Peptidoglycan membrane,ಪೆಪ್ಟೈಡೊಗ್ಲಿಕನ್ ಮೆಂಬರೇನ್
Peptidyl transferase,ಒಂದು ತರದ ದಳ
Perchlorate salt,ಪರ್ಕ್ಲೋರೇಟ್ ಉಪ್ಪು
Perennation,ಸ ೦ ಚಾರಿಕೆ
Perennial,ದೀರ್ಘಕಾಲಿಕದ
Perianth,ಕೊರಿಯುವ
Periblem,ಪತಂಗ
Pericardial sinus,ಪೆರಿಕಾರ್ಡಿಯಲ್ ಸೈನಸ್
Pericardium,ಪೃಷ್ಠದ
Pericarp,ಒಂದು ಬಗೆಯ ಪಾಕ
Pericentric,ಪಾಕಶಯಿ
Pericycle,ಕಸಕ
Periderm,ಗತಕಾಲ
Perigynous,ಪರ್ಕಿಯ
Perikaryon,ಪಂಥಿ
Perilymph,ಪತಂಗ
Perineural sinus,ಪಲಾಯನ ಸೈನಸ್
Perineurium,ಪಟನ್ಯ
Perinuclear space,ಪೆರಿನ್ಯೂಕ್ಲಿಯರ್ ಜಾಗ
Period,ಅವಧಿ
Period,ಅವಧಿ
Periodic,ಆವರ್ತಕ
Periodic abstinence,ಆವರ್ತಕ ಇಂದ್ರಿಯನಿಗ್ರಹ
Peripheral nervous system,ಬಾಹ್ಯ ನರಮಂಡಲ
Peripheral neuritis,ಬಾಹ್ಯ ನ್ಯೂಟಿಸ್
Peripheral protein,ಬಾಹ್ಯ ಪ್ರೋಟೀನ್
Periplaneta americana,ಪೆರಿಪ್ಲಾನೆಟಾ ಅಮೆರಿಕಾನಾ
Periplasmic space,ಬೇಡಿಬಣ್ಣದ ಸ್ಥಳ
Perisperm,ಪೆರೋವೆ
Peristalsis,ಒಂದು ಬಗೆಯ ಕಂತು
Peristaltic wave,ಪೆರಿಸ್ಟಾಲ್ಟಿಕ್ ತರಂಗ
Peristome,ಪೃಷ್ಠದ
Peristomium,ಪಟೋಮಿಯಂ
Peritoneum,ಪೃಷ್ಠದ
Peritreme,ಪೃಥ
Perivisceral sinus,ಪೆರಿವಿಸ್ಟೆರಲ್ ಸೈನಸ್
Permafrost polar region,ಪರ್ಮಾಫ್ರಾಸ್ಟ್ ಪೋಲಾರ್ ಪ್ರದೇಶ
Permeability,ಪ್ರವೇಶಸಾಧ್ಯತೆ
Permeable,ಪ್ರವೇಶಸಾಧ್ಯ
Permeable surface,ಪ್ರವೇಶಸಾಧ್ಯ ಮೇಲ್ಮೈ
Permian period,ಪರ್ಮಿಯನ್ ಅವಧಿ
Peroxide biosynthesis,ಪೆರಾಕ್ಸೈಡ್ ಜೈವಿಕ ಸಂಶ್ಲೇಷಣೆ
Peroxisome,ಪೆರಾಟಿಸಿಸಮ್
Peroxyacetyl nitrate (PAN),ಪೆರಾಕ್ಸಿಯಾಸೆಟೈಲ್ ನೈಟ್ರೇಟ್ (ಪ್ಯಾನ್)
Persistent,ಸತತ
Persistent,ಸತತ
Persistent leaf,ನಿರಂತರ ಎಲೆ
Personales,ವ್ಯಕ್ತಿ
Personate flower,ಹೂವನ್ನು ವ್ಯಕ್ತಪಡಿಸಿ
Pertussis,ಕಸಚೂರಿ
Pest resistance,ಕೀಟ ಪ್ರತಿರೋಧ
Pesticide,ಕೀಟನಾಶಕ
Pet,ಸಾಕ್ಷಿ
Pet bottle,ಪಿಇಟಿ ಬಾಟಲ್
Petal,ದಳ
Pethidine,ಪೆಥಿಡಿನ್
Petiole,ತೊಟ್ಟಿ
Petro-chemical,ಪೆಟ್ರೋ ರಾಸಾಯನಿಕ
Petromyzon,ಒಂದು ಬಗೆಯ onಷಧ
Petunia,ಒಂದು ಬಗೆಯ ಕಂತು
Phaeophyceae,ಪಶು
Phage ghost,ಮಂಜುಗಡ್ಡೆಯ ಭೂತ
Phage,ಪಾರ
Phagocyte,ಚೂರುಪಾರು
Phagocytic,ಪಾರದರ್ಶಕ
Phagocytic barrier,ಫಾಗೊಸೈಟಿಕ್ ತಡೆಗೋಡೆ
Phagocytic vacuole,ಚಮತ್ಕಾರದ ನಿರ್ವಾತ
Phagocytosis,ಚೂರುಪಾರು
Phagosome,ಒಂದು ಬಗೆಯ ಉರುಳು
Phagotroph,ಚಮತ್ಕಾರ
Phalange,ಪಶು
Phallomere,ತಾರೀಖು
Phanerogam,ಕಸಾಯಿಖಾನೆ
Phanerogamae,ಮಂಜು
Pharmacologically,Ologಷಧಶಾಸ್ತ್ರದ ಪ್ರಕಾರ
Pharmacology,Ologyಷಧ ಶಾಸ್ತ್ರ
Pharmacy,Phಷಧ
Pharyngea gill-slit,ಫಾರಂಜಿಯಾ ಗಿಲ್-ಸ್ಲಿಟ್
Pharyngeal nephridia,ಫಾರಂಜಿಲ್ ನೆಫ್ರಿಡಿಯಾ
Pharynx,ಕುಣಿಕೆ
Phase,ಹಂತ
Phase,ಹಂತ
Phase contrast microscope,ಹಂತದ ಕಾಂಟ್ರಾಸ್ಟ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ
Phase of elongation,ವಿಸ್ತರಣೆಯ ಹಂತ
Phase of maturation,ಪಕ್ವತೆಯ ಹಂತ
Phellem,ಬೆನ್ನೆಲುಬು
Phelloderm,ಬೆಲೆಯ
Phellogen,ಹೆಣಗಾಟಕ
Phenetic,ಕೊಕ್ಕಿನ
Phenocopy,ಹರಿಯುವ
Phenology,ವಿದ್ಯಮಾನಶಾಸ್ತ್ರ
Phenomenon,ವಿದ್ಯಮಾನ
Phenotype,ಹರಿಯುವರ
Phenotypic level,ಫಿನೋಟೈಪಿಕ್ ಮಟ್ಟ
Phenotypic plasticity,ಫಿನೋಟೈಪಿಕ್
Phenylketonuria,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Phenylpyruvic acid,ಫಿನೈಲ್ಪಾರ್ವಿಕ್ ಆಮ್ಲ
Pheophytin (phaeophytin),ಫಿಯೋಫೈಟಿನ್ (ಫಿಯೋಫೈಟಿನ್)
Pheretima,ಶೆರೆಟಿಮಾ
Phlegm,ಕಫ
Phoenicopterus,ಜಲಪ್ರಯೋಜಕ
Phoenyx dactylifera,ಫೀನಿಕ್ಸ್ ಡ್ಯಾಕ್ಟಿಲಿಫೆರಾ
Phormium tenax,ಫಾರ್ಮಿಯಂ ಟೆನಾಕ್ಸ್
Phosphate granule,ಫಾಸ್ಫೇಟ್ ಹರಳು
Phosphatidylinositol,ಫಾಸ್ಫಾಟಿಡಿಲಿನೋಸಿಟಾಲ್
Phosphatising bacteria,ಫಾಸ್ಫಟೈಸಿಂಗ್ ಬ್ಯಾಕ್ಟೀರಿಯಾ
Phosphodiester linkage,ಫಾಸ್ಫೋಡಿಸ್ಟರ್ ಸಂಪರ್ಕ
Phosphodiesterase,ಫಾಸ್ಫಾಡಿಸ್ಟರೇಸ್
Phosphoenol pyruvate,ಫಾಸ್ಫೊನಾಲ್ ಪೈರುವಾಟ್
Phosphofructokinase,ಫಾಸ್ಫೊಫ್ರಕ್ಟೋಕಿನೇಸ್
Phosphogluconate dehydrogenase,ಫಾಸ್ಫೊಗ್ಲುಕೋನೇಟ್
Phosphogluconate,ಪೋಫೊಗ್ಲುಕೋನೇಟ್
Phosphoglyceraldehyde,ಫಾಸ್ಫೊಗ್ಲಿಸರಲ್ಡಿಹೈಡ್
Phospholipid,ಫಾಸ್ಫಾಲಿಪಿಡ್
Phosphorus cycle,ರಂಜಕ ಚಕ್ರ
Phosphorylation reaction,ಫಾಸ್ಫರಿಲೇಷನ್ ಕ್ರಿಯೆ
Photorespiration,ದ್ಯುತಿ ಮಾಡಿ
Photoautotrophic organism,ಫೋಟೊಆಟ್ರೋಫಿಕ್ ಜೀವಿ
Photochemical smog,ದ್ಯುತಿ ರಾಸಾಯನಿಕ ಹೊಗೆ
Photolysis,ದ್ಯುತಿ ಮಾಡುತ್ತಿರುವುದು
Photon,ಗಾಡಿ
Photonasty,ಗಾಡಿ
