Assamese,Marathi
আলোকবিদ্যুৎ প্ৰভাৱ,फोटोइलेक्ट्रिक प्रभाव
ফটোইলেক্ট্ৰিক সামগ্ৰী,फोटोइलेक्ट्रिक उत्पादने
আলোকীয় উদ্দীপনা,ऑप्टिकल उत्तेजना
ফটোগ্ৰাফিক মাস্ক গঠন,फोटोग्राफिक मुखवटा रचना
ফটোগ্ৰাফিক ৰেকৰ্ড,फोटोग्राफिक रेकॉर्ड
প্ৰকাশিত আয়নীয়কৰণ,प्रकाशित आयनीकरण
"ফটোলিথ&#39;গ্ৰাফী, ফটোলিথ&#39;গ্ৰাফী","फोटोलिथोग्राफी, फोटोलिथोग्राफी"
পোহৰৰ গ্লো,प्रकाश चमक
ফটোইলেক্ট্ৰন এম্প্লিফায়াৰ,फोटोइलेक्ट्रॉन अॅम्प्लीफायर
ফ&#39;টন,फोटॉन
ভৌতিক ঠিকনা,वास्तविक पत्ता
ভৌতিক ধ্ৰুৱক টেবুল,भौतिक स्थिर सारणी
পদাৰ্থ বিজ্ঞান স্মৃতিশক্তি,भौतिक स्मरणशक्ती
পাই-এটেনুৱেটৰ,py attenuator
পিকো ফাৰাড (-),पिको फॅराड (-)
"ছবিৰ উপাদান, ছবিৰ উপাদান (পিক্সেল)","चित्र घटक, चित्र घटक (पिक्सेल)"
ছবিৰ তথ্য,चित्र माहिती
ছবি সংকেত,चित्र सिग्नल
ছবি টিউব,चित्र ट्यूब
ছেগমেণ্টেড ৰৈখিক মডেল,खंडित रेखीय मॉडेल
বিভাজন ৰৈখিক আনুমানিক,विभाजन रेखीय अंदाजे
ছেগমেণ্টেড ৰৈখিক বৰ্তনী,खंडित रेखीय सर्किट
স্ফটিক দোলক বিন্ধিব,पियर्स क्रिस्टल ऑसिलेटर
ইলেক্ট্ৰষ্টেটিক প্ৰভাৱ,इलेक्ट्रोस्टॅटिक प्रभाव
"এণ্ডাৰছমেণ্ট কাৰ্ড, পিগি বেক কাৰ্ড","समर्थन कार्ड, पिगी बॅक कार्ड"
পাইলট কেৰিয়াৰ,पायलट वाहक प्रणाली
পিন,पिन
পিন কুশ্বন বিকৃতি,पिन कुशन विकृत रूप
পিন ডাইঅ&#39;ড,पिन डायोड
পিন ভৰোৱা,पिन भरणे
পিন-ডায়াগ্ৰাম,पिन-आकृती
পিন-ফটোডাইঅ&#39;ড,पिन-फोटोडायोड
সংকোচন ভল্টেজ,आकुंचन व्होल्टेज
সংকোচন ৰোলাৰ,आकुंचन रोलर
সংকোচন ভল্টেজ,आकुंचन व्होल्टेज
পিং-পং বাফাৰ,पिंग-पोंग बफर
গোলাপী ৰঙৰ ৰং,गुलाबी रंग
পি-নাজ-এন-ডাইঅ’ড,p-naz-n-diode
কোম্পানী,कंपनी
কণ্ঠৰ পিচ,आवाजाची पिच
পিচ বহুগুণক,पिच गुणक
পিক্সেল,पिक्सेल
কোপ্লেনাৰ ডাইঅ&#39;ড,coplanar diode
কোপ্লেনাৰ প্ৰযুক্তি,coplanar तंत्रज्ञान
প্লেনাৰ ট্ৰেঞ্জিষ্টৰ,प्लॅनर ट्रान्झिस्टर
সমতল প্ৰতিফলক এৰে,विमान परावर्तक अॅरे
সমতল ত্ৰিভুজ,समतल त्रिकोण
planck&#39;s ধ্ৰুৱক,प्लँक स्थिर आहे
ৰোপণ কৰা,लागवड
প্লাজমা,प्लाझ्मा
প্লাজমা খুৱাই নিক্ষেপ কৰা,प्लाझ्मा फेड डिपॉझिशन
প্লাজমা কালচাৰ কৰা চিভিডি,प्लाझ्मा कल्चर्ड सीव्हीडी
প্লাজমা প্ৰদৰ্শন,प्लाझ्मा प्रदर्शन
প্লেট মডুলেচন,प्लेट मॉड्युलेशन
শুনা ইকুৱেলাইজাৰ,ऐकणे तुल्यकारक
প্লটাৰ,कथानक
প্লাগ বৰ্ড,प्लग बोर्ड
পি-মছ,p-मॉस
pn চুক্তি,pn करार
pnpn গঠন,pnpn रचना
পিএনপি ট্ৰেঞ্জিষ্টৰ,पीएनपी ट्रान्झिस्टर
ফাটি যোৱা শব্দ,फुटलेला आवाज
পইণ্ট কন্টাক্ট ডাইঅ&#39;ড,बिंदू संपर्क डायोड
একক যোগাযোগ,एकल संप्रेषण
পোৱাচন সমীকৰণ,विष समीकरण
গোপনীয়তা,टोही
মেৰু আধান,ध्रुवीय चार्ज
মেৰু উপগ্ৰহ,ध्रुवीय उपग्रह
মেৰু উপগ্ৰহ,ध्रुवीय उपग्रह
মেৰুকৰণ,ध्रुवीकरण
মেৰুকৰণ মাৰ্জিন মাল্টিপ্লেক্সিং,ध्रुवीकरण मार्जिन मल्टिप्लेक्सिंग
মেৰুকৃত প্লাগ,ध्रुवीकृत प्लग
মেৰুত্ব,ध्रुवीयता
মেৰুত্ব সূচক,ध्रुवीयता सूचक
মেৰুকৰণ,ध्रुवीकरण
মেৰুকৰণ,ध्रुवीकरण भिन्नता
মেৰুকৰণ,ध्रुवीकरण
মেৰুকৰণ ক্ষতি,ध्रुवीकरण नुकसान
মেৰু-শূন্য প্ৰতিকাৰ,ध्रुव-शून्य प्रतिकार
"ভোটদান সংকেত, নিৰ্বাচন সংকেত","मतदान संकेत, निवड संकेत"
বহুস্তৰীয় দোলক,मल्टीस्टेज ऑसिलेटर
পলিচিলিচাইড,पॉलिसिलिसाइड
পলিচিলিকন,पॉलिसिलिकॉन
পলিচিলিকন নিক্ষেপ,पॉलिसिलिकॉन जमा करणे
পলিচিলিকন মিশ্ৰণকাৰী,पॉलिसिलिकॉन भेसळ करणारे
পলিচিলিকন গেট,पॉलिसिलिकॉन गेट
পলিচিলিকন প্ৰতিৰোধক,पॉलिसिलिकॉन इनहिबिटर
পলিয়েষ্টাৰ কেপাচিটৰ,पॉलिस्टर कॅपेसिटर
সংখ্যা ওলোটা কৰা,संख्या उलट करणे
বন্দৰ চিনাক্তকৰণ নম্বৰ,पोर्ट ओळख क्रमांक
পৰ্টেবল কেমেৰা,पोर्टेबल कॅमेरा
পৰ্টেবল ৰঙৰ বাৰ জেনেৰেটৰ,पोर्टेबल कलर बार जनरेटर
ইতিবাচক অন্ত,सकारात्मक शेवट
ইতিবাচক পুনৰ বিনিয়োগ,सकारात्मक पुनर्गुंतवणूक
ধনাত্মক পুনৰ বিনিয়োগ পৰিবৰ্ধক,सकारात्मक पुनर्गुंतवणूक अॅम्प्लिफायर
অৱস্থান সূচক,स्थिती सूचक
ধনাত্মক গেট,सकारात्मक गेट
ধনাত্মক স্তৰৰ সূচক,सकारात्मक पातळी निर्देशक
ইতিবাচক যুক্তি,सकारात्मक युक्तिवाद
ধনাত্মক পোহৰৰ বাধা,सकारात्मक प्रकाश अडथळा
ধনাত্মক স্পন্দন,सकारात्मक नाडी
