Tamil,Odiya
காந்த புலம்,ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର
காந்தப் பாய்வு,ଚୁମ୍ବକୀୟ ଫ୍ଲକ୍ସ
காந்த கவனம்,ଚୁମ୍ବକୀୟ ଧ୍ୟାନ |
காந்தத்தொகுப்பு,ଚୁମ୍ବକୀୟ
காந்த விசைக் கோடு,ଚୁମ୍ବକୀୟ ଶକ୍ତି ରେଖା |
காந்த சேகரிப்பான்,ଚୁମ୍ବକୀୟ ସଂଗ୍ରହକାରୀ |
காந்த துருவமுனைப்பு,ଚୁମ୍ବକୀୟ ପୋଲାରିଟି |
காந்த துருவமுனைப்பு,ଚୁମ୍ବକୀୟ ପୋଲାରିଟି |
காந்த செறிவு,ଚୁମ୍ବକୀୟ ପରିପୃଷ୍ଠା |
காந்த கவசம்,ଚୁମ୍ବକୀୟ shield ାଲ
காந்த அலைச்சல்,ଚୁମ୍ବକୀୟ ବିଘ୍ନ |
காந்த நாடா,ଚୁମ୍ବକୀୟ ଟେପ୍ |
காந்தமானி,ଚୁମ୍ବକୀୟ
காந்த உந்து சக்தி (mmf),ଚୁମ୍ବକୀୟ ଚାଳନା ଶକ୍ତି (mmf)
மேக்னட்ரான்,ଚୁମ୍ବକ
உருப்பெருக்கம்,ବୃଦ୍ଧି
தொகுதி,ଭଲ୍ୟୁମ୍
அளவு ஒப்பீட்டாளர்,ତୀବ୍ରତା ତୁଳନାକାରୀ
அளவு செயல்பாடு,ପରିମାଣ କାର୍ଯ୍ୟ
பெரிய கணினி,ବଡ଼ କମ୍ପ୍ୟୁଟର |
முக்கிய வரி ஸ்ட்ரீம்,ମୁଖ୍ୟ ରେଖା ଷ୍ଟ୍ରିମ୍ |
பெரும்பான்மை கேரியர்,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
பெரும்பான்மை கேரியர் மின்னோட்டம்,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
"பம்ப் ஒருங்கிணைப்பாளர், மறுசீரமைப்பு","ପମ୍ପ ସଂଯୋଜକ, ରେକମ୍ବିନାଣ୍ଟ |"
MAN (மெட்ரோபாலிட்டன் ஏரியா நெட்வொர்க்),MAN (ମହାନଗର ନିଗମ ନେଟୱାର୍କ)
மான்செஸ்டர் குறியீட்டு முறை,ମାନଚେଷ୍ଟର କୋଡିଂ |
மனித சத்தம்,ମାନବ ଶବ୍ଦ |
மாண்டிசா,mantissa
விவரணையாக்கம்,ମ୍ୟାପିଂ
மார்கோனி ஆண்டெனா,ମାର୍କୋନି ଆଣ୍ଟେନା |
அடையாளம் / நேர விகிதம்,ଚିହ୍ନ / ସମୟ ଅନୁପାତ |
கவர்,ଆବରଣ
முகமூடி திட்டமிடப்பட்ட rom,ମାସ୍କ ପ୍ରୋଗ୍ରାମ୍ ରୋମ୍ |
நல்ல வேலை இடையூறு,ଭଲ କାମ ବାଧା
கவர் ரோம்,କଭର୍ ରୋମ୍ |
"தொகுதி, நிறை","ଭଲ୍ୟୁମ୍, ମାସ"
முதன்மை கடிகாரம்,ମାଷ୍ଟର ଘଣ୍ଟା |
முதன்மை ஆஸிலேட்டர்,ମାଷ୍ଟର ଓସିଲେଟର
பொருந்திய வடிகட்டி,ମେଳ ଖାଉଥିବା ଫିଲ୍ଟର୍ |
பொருந்திய சுமை,ମେଳ ହୋଇଥିବା ଭାର
பொருந்துகிறது,ମେଳ ଖାଉଛି
அணி சமன்பாடு,ମ୍ୟାଟ୍ରିକ୍ସ ସମୀକରଣ |
ஹெட் ஆண்டெனா டி.வி,ହେଡ୍ ଆଣ୍ଟେନା ଟିଭି |
அதிகபட்ச முன்னோக்கி,ସର୍ବାଧିକ ଅଗ୍ରଗାମୀ |
அதிகபட்ச ஆதாயம்,ସର୍ବାଧିକ ଲାଭ
அதிகபட்ச சக்தி பரிமாற்ற தேற்றம்,ସର୍ବାଧିକ ଶକ୍ତି ସ୍ଥାନାନ୍ତର ଥିଓରେମ୍ |
அதிகபட்ச மதிப்பெண்,ସର୍ବାଧିକ ସ୍କୋର |
அதிகபட்ச தலைகீழ் மின்னழுத்தம்,ସର୍ବାଧିକ ଓଲଟା ଭୋଲଟେଜ୍ |
அதிகபட்ச பயன்படுத்தக்கூடிய அதிர்வெண் (MUF),ସର୍ବାଧିକ ବ୍ୟବହାରଯୋଗ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି (MUF)
அதிகபட்சம்,maxterm
மேக்ஸ்வெல் சமன்பாடு,ମ୍ୟାକ୍ସୱେଲ ସମୀକରଣ |
மைக்ரோ சேனல் அமைப்பு,ମାଇକ୍ରୋ ଚ୍ୟାନେଲ୍ ଗଠନ |
எம்-பெறப்பட்ட வடிகட்டி,M- ପ୍ରାପ୍ତ ଫିଲ୍ଟର୍ |
இலவச பாதை என்று பொருள்,ଅର୍ଥ ମୁକ୍ତ ପଥ |
சராசரி மதிப்பு,ହାରାହାରି ମୂଲ୍ୟ
சதுர சராசரி மதிப்பு,ବର୍ଗର ଅର୍ଥ
அளவீட்டு கருவி,ମାପ ଯନ୍ତ୍ର
இயந்திர வடிகட்டி,ଯାନ୍ତ୍ରିକ ଫିଲ୍ଟର୍ |
மருத்துவ மின்னணுவியல்,ଡାକ୍ତରୀ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
மெகா ஓம்,ମେଗା ଓହମ୍
மெகாபைட்,ମେଗାବାଇଟ୍ |
மெகர்,ମେଗର୍
நினைவேந்தல்,ସ୍ମୃତି
நினைவக அணுகல் நேரம்,ସ୍ମୃତି ପ୍ରବେଶ ସମୟ |
நினைவக வரிசை,ମେମୋରୀ ଆରେ
நினைவக இடையக பதிவு,ମେମୋରୀ ବଫର୍ ରେଜିଷ୍ଟର |
நினைவக செல்,ମେମୋରୀ ସେଲ୍
நினைவக செல் &#39;ரேஸ் சுற்றி&#39; நிலை,ମେମୋରୀ ସେଲ୍ &#39;ଚାରିପାଖରେ ଦ race ଡ଼&#39; |
நினைவக சிப்,ମେମୋରୀ ଚିପ୍
மைக்ரோ சர்க்யூட்,ମାଇକ୍ରୋ ସର୍କିଟ |
நினைவக சுழற்சி,ସ୍ମୃତି ଚକ୍ର
நினைவக சுழற்சி,ସ୍ମୃତି ଚକ୍ର
நினைவக வரைபடம்,ସ୍ମୃତି ମାନଚିତ୍ର
நினைவக வரைபட உள்ளீடு/வெளியீடு,ମେମୋରୀ ମ୍ୟାପ୍ ଇନପୁଟ୍ / ଆଉଟପୁଟ୍
நினைவக வாசிப்பு,ସ୍ମୃତି ପଠନ |
நினைவக எழுத்து,ସ୍ମୃତି ଲେଖା
"பட்டி, பட்டியல்","ମେନୁ, କାଟାଲଗ୍ |"
அச்சு விமானம்,ଅକ୍ଷୀୟ ବିମାନ |
நிகர,ନେଟ୍
கண்ணி பகுப்பாய்வு,ଜାଲ୍ ବିଶ୍ଳେଷଣ |
கண்ணி நீரோடை,ଜାଲ୍ ଷ୍ଟ୍ରିମ୍ |
கண்ணி சமன்பாடு,ଜାଲ ସମୀକରଣ
உலோகம்,ଧାତୁ |
உலோக பெட்டி,ଧାତୁ ବାକ୍ସ
உலோக பட மின்தடை,ଧାତୁ ଚଳଚ୍ଚିତ୍ର ପ୍ରତିରୋଧକ |
உலோகமயமாக்கல்,ଧାତୁକରଣ
மீட்டர்,ମିଟର
MFTD (பல தொனி டயல்),MFTD (ଏକାଧିକ ସ୍ୱର ଡାଏଲିଂ)
மோ,ମୋ
MIC (நுண்ணலை ஒருங்கிணைந்த சுற்று),MIC (ମାଇକ୍ରୋୱେଭ୍ ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ୍)
மைக்கா மின்தேக்கி,ମିକା କ୍ୟାପେସିଟର୍ |
MICR,MICR
நுட்பமான அடையாளங்கள்,ସୂକ୍ଷ୍ମ ଚିହ୍ନ
நுண்கணினி,ମାଇକ୍ରୋ କମ୍ପ୍ୟୁଟର |
மைக்ரோ கட்டுப்படுத்தி,ମାଇକ୍ରୋ ନିୟନ୍ତ୍ରକ |
மைக்ரோ எலக்ட்ரானிக்ஸ்,ମାଇକ୍ରୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
மைக்ரோஃபாரட்,ମାଇକ୍ରୋଫାରାଡ୍ |
நுண்மீன்,ମାଇକ୍ରୋଫିସ୍ |
மைக்ரோ அறிவுறுத்தல்,ମାଇକ୍ରୋ ନିର୍ଦ୍ଦେଶ
நுண்ணிய இயக்க முறைமை,ମାଇକ୍ରୋସ୍କୋପିକ୍ ଅପରେଟିଂ ସିଷ୍ଟମ୍ |
நுட்பமான பகுத்தறிவு,ସୂକ୍ଷ୍ମ ଯୁକ୍ତି
மைக்ரான்,ମାଇକ୍ରୋନ୍ |
ஒலிவாங்கி,ମାଇକ୍ରୋଫୋନ୍ |
மைக்ரோடோனிக் விளைவு,ମାଇକ୍ରୋଟୋନିକ୍ ପ୍ରଭାବ |
"நுண்செயலி, நுண்செயலி","ମାଇକ୍ରୋପ୍ରୋସେସର୍, ମାଇକ୍ରୋପ୍ରୋସେସର୍ |"
நுண்செயலி குறியீடு,ମାଇକ୍ରୋପ୍ରୋସେସର କୋଡ୍ |
மைக்ரோ நிரல்,ମାଇକ୍ରୋ ପ୍ରୋଗ୍ରାମ୍ |
"நுண் நிரலாக்கம், நுண் நிரலாக்கம்","ମାଇକ୍ରୋ ପ୍ରୋଗ୍ରାମିଂ, ମାଇକ୍ରୋ ପ୍ରୋଗ୍ରାମିଂ |"
மைக்ரோ வினாடி,ମାଇକ୍ରୋ ସେକେଣ୍ଡ୍ |
மைக்ரோ ஸ்ட்ரிப் ஆண்டெனா,ମାଇକ୍ରୋ ଷ୍ଟ୍ରିପ୍ ଆଣ୍ଟେନା |
மைக்ரோ ஸ்ட்ரிப் டிரான்ஸ்மிஷன் லைன்,ମାଇକ୍ରୋ ଷ୍ଟ୍ରିପ୍ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |
"நுண்ணலை, நுண்ணலை","ମାଇକ୍ରୋୱେଭ୍, ମାଇକ୍ରୋୱେଭ୍ |"
நுண்ணலை பெருக்கி,ମାଇକ୍ରୋୱେଭ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
மைக்ரோவேவ் ஆண்டெனா,ମାଇକ୍ରୋୱେଭ୍ ଆଣ୍ଟେନା |
மைக்ரோ அலை இணைப்பு,ମାଇକ୍ରୋ ତରଙ୍ଗ ଲିଙ୍କ୍ |
மைக்ரோவேவ் டிரான்ஸ்மிஷன் சாளரம்,ମାଇକ୍ରୋୱେଭ୍ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |
நுண்ணலை குழாய்,ମାଇକ୍ରୋୱେଭ୍ ଟ୍ୟୁବ୍ |
இடைப்பட்ட இசைக்குழு வரம்பு,ମଧ୍ୟମ ବ୍ୟାଣ୍ଡ ପରିସର |
MIDI (கருவி டிஜிட்டல் இடைமுகம்),MIDI (ଯନ୍ତ୍ରପାତି ଡିଜିଟାଲ୍ ଇଣ୍ଟରଫେସ୍)
மில்லர் விளைவு கொள்ளளவு,ମିଲର୍ ପ୍ରଭାବ କ୍ଷମତା |
மில்லர் ஒருங்கிணைப்பாளர்,ମିଲର୍ ଇଣ୍ଟିଗ୍ରେଟର୍ |
மில்லர் அழைப்பு அடிப்படை,ମିଲର୍ କଲ୍ ବେସ୍ |
மில்லர் தேற்றம்,ମିଲର୍ ଥିଓରେମ୍ |
மில்லிமீட்டர்,ମିଲିମିଟର
மில்லி ஆம்பியர்,ମିଲି ଆମ୍ପେର୍ |
மில்லி ஹென்றி,ମିଲି ହେନେରୀ |
மில்மேன் தேற்றம்,ମିଲମ୍ୟାନ୍ଙ୍କ ତତ୍ତ୍। |
சுருக்குதல்,କ୍ଷୁଦ୍ରତା
சிறுபான்மை கேரியர்,ସଂଖ୍ୟାଲଘୁ ବାହକ |
சிறுபான்மை கேரியர் ஸ்ட்ரீம்,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
Minterm,ମିନିଟର୍ମ୍ |
கழித்தல்,ବିତରଣ
எம்.பி.எஸ்.,M.P.S.
தவறான சீரமைப்பு,ଭୁଲ ଭୁଲ
நீக்குதல்,ଅବ୍ଲିସନ୍ |
கலவை,ମିକ୍ସର୍
MMU (நினைவக மேலாண்மை அலகு),MMU (ମେମୋରୀ ମ୍ୟାନେଜମେଣ୍ଟ ୟୁନିଟ୍)
நினைவாற்றல்,ମେନେମୋନିକ୍ |
நகரும் எலக்ட்ரான்கள்,ଇଲେକ୍ଟ୍ରନ୍ ଗତିଶୀଳ |
இயக்கம்,ଗତିଶୀଳତା |
மாதிரி விலகல்,ମୋଡାଲ୍ ଡିଫ୍ଲେକ୍ସନ୍ |
முறை,ମୋଡ୍
மாதிரி,ମଡେଲ୍
மோடம்,ମୋଡେମ୍
மாறாத அதிர்வெண் மாடுலேஷன் கோடிங்,ଅପରିବର୍ତ୍ତିତ ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେସନ୍ କୋଡିଂ |
மட்டு வடிவமைப்பு,ମଡ୍ୟୁଲାର୍ ଡିଜାଇନ୍ |
பண்பேற்றப்பட்டது,ମଡ୍ୟୁଲେଡ୍
பண்பேற்றம்,ମଡ୍ୟୁଲେସନ୍
பண்பேற்றம் ஆழம்,ମୋଡ୍ୟୁଲେସନ୍ ଗଭୀରତା |
பண்பேற்றம் குறியீடு,ମୋଡ୍ୟୁଲେସନ୍ ଇଣ୍ଡେକ୍ସ
பண்பேற்றம் சதவீதம்,ମୋଡ୍ୟୁଲେସନ୍ ପ୍ରତିଶତ
தொகுதி,ମଡ୍ୟୁଲ୍
மாடுலஸ் n பெருக்கி,ମଡ୍ୟୁଲସ୍ n ଗୁଣକ
கால்குலேட்டர் மாடுலஸ்,କାଲକୁଲେଟର ମଡ୍ୟୁଲସ୍
மூலக்கூறு,ଅଣୁ
உந்துவிசை,ପ୍ରେରଣା |
கண்காணிக்கவும்,ମନିଟର
ஒரே வண்ணமுடைய,ଏକଚାଟିଆ
ஒரே வண்ணமுடைய காட்சி,ଏକଚାଟିଆ ପ୍ରଦର୍ଶନ |
ஒற்றைக்கல் (IC),ମୋନୋଲିଥିକ୍ (ଆଇସି)
ஒற்றை துடிப்பு,ଏକକ ନାଡ |
மோனோஸ்டேஷனரி மல்டிவைப்ரேட்டர்,monostationary multivibrator
சீரான தன்மை,ସମାନତା
மூரின் சட்டம்,ମୋର୍ ନିୟମ |
மோர்ஸ் குறியீடு,ମୋର୍ସ୍ କୋଡ୍ |
mosfet,ମସଫେଟ୍ |
மிகவும் அர்த்தமுள்ள பாத்திரம்,ସବୁଠାରୁ ଅର୍ଥପୂର୍ଣ୍ଣ ଚରିତ୍ର |
தாய் பலகை,ମଦର ବୋର୍ଡ |
மோட்டார்,ମୋଟର |
மோட்டார் நடவடிக்கை,ମୋଟର କାର୍ଯ୍ୟ
குற்றச்சாட்டு,ଅପରାଧ
சுட்டி,ମାଉସ୍
நகரக்கூடிய குண்ட்லி ஒலிபெருக்கி,ଚଳନଶୀଳ କୁଣ୍ଡଲି ଲାଉଡ ସ୍ପିକର |
இயங்கும் மீட்டர்,ଚାଲୁଥିବା ମିଟର |
சம்பெக்,Sampeg
MPU,MPU
எம்.எஸ்.டி (அதிக மதிப்பெண்),MSD (ସର୍ବାଧିକ ସ୍କୋର)
MS விண்டோஸ்,MS ୱିଣ୍ଡୋଜ୍ |
எம்.டி.பி.எஃப். (வேறுபாடு தோல்வி இடைநிலை),M.T.B.F. (ପାର୍ଥକ୍ୟ ବିଫଳତା ମଧ୍ୟମ)
பல நெடுவரிசை கிளைஸ்ட்ரான்,ବହୁମୁଖୀ କ୍ଲାଇଷ୍ଟ୍ରନ୍ |
பாலிமர் இணைப்பு,ପଲିମର ସଂଯୋଜକ |
மல்டிமீடியா,ମଲ୍ଟିମିଡ଼ିଆ
மல்டிமீட்டர்,ମଲ୍ଟିମିଟର
