Malayalam,English
നോൺ-നെഗറ്റീവ് പൂർണ്ണസംഖ്യ,non-negative integer
നോൺ-നെഗറ്റീവ് വേരിയബിൾ,non-negative variable
നോൺ-പാരാമെട്രിക് ടെസ്റ്റ്,non-parametric test
സാധ്യതയില്ലാത്ത സമീപനം,non-probabilistic approach
ഏകമല്ലാത്ത മാട്രിക്സ്,non-singular matrix
നോൺ-സിമെട്രിക് മാട്രിക്സ്,non-symmetric matrix
നിസ്സാരമല്ലാത്തത്,non-trivial
നോൺ-വാനിഷിംഗ് ഡിറ്റർമിനന്റ്,non-vanishing determinant
അസാധുവാണ്,non-void
അസാധുവായ ഉപവിഭാഗം,non-void subset
നോൺ-സീറോ ഡിറ്റർമിനന്റ്,non-zero determinant
NOR ഗേറ്റ്,NOR gate
സാധാരണ,normal
സാധാരണ ത്വരണം,normal acceleration
സാധാരണ കോൺ,normal angle
സാധാരണ വക്രം,normal curve
സാധാരണ സാന്ദ്രത പ്രവർത്തനം,normal density function
സാധാരണ വിതരണം,normal distribution
സാധാരണ വിതരണ പ്രവർത്തനം,normal distribution function
മാട്രിക്സിന്റെ സാധാരണ രൂപം,normal form for the matrix
സാധാരണ ആവൃത്തി,normal frequency
നോർമലൈസ്ഡ് കർവ്,normalized curve
നോർമലൈസ്ഡ് ഫ്ലോട്ടിംഗ് പോയിന്റ് നമ്പർ,normalized floating point number
നോർമലൈസർ,normalizer
സാധാരണ മാട്രിക്സ്,normal matrix
സാധാരണ പ്രോബബിലിറ്റി കർവ്,normal probability curve
സാധാരണ സംഭാവ്യത വിതരണം,normal probability distribution
സാധാരണ ഉപഗ്രൂപ്പ് (=വിശിഷ്‌ടമായ ഉപഗ്രൂപ്പ്),normal subgroup (=distinguished subgroup)
സാധാരണ രേഖീയ ഇടം,normed linear space
ഒരു വെക്റ്ററിന്റെ മാനദണ്ഡം,norm of a vector
ഗേറ്റ് അല്ല,NOT gate
എവിടെയും ഇടതൂർന്ന സെറ്റ്,nowhere dense set
ശൂന്യമായ സിദ്ധാന്തം,null hypothesis
നൾ മാട്രിക്സ്,null matrix
നൾ സെറ്റ്,null set
നൾ വെക്റ്റർ,null vector
നമ്പർ,number
നമ്പർ അക്ഷം,number axis
നമ്പർ സിസ്റ്റം,number system
സംഖ്യ,numeral
സംഖ്യാക്രമം,numeration
ന്യൂമറേറ്റർ,numerator
സംഖ്യാ ഗുണകം,numerical coefficient
സംഖ്യാ കണക്കുകൂട്ടൽ,numerical computation
സംഖ്യാപരമായ വ്യത്യാസം,numerical differentiation
സംഖ്യാ രീതി,numerical method
n-വെക്റ്റർ,n-vector
n-വെക്റ്റർ സ്പേസ്,n-vector space
വസ്തു,object
വസ്തുനിഷ്ഠമായ പ്രവർത്തനം,objective function
ചരിഞ്ഞ,oblique
ചരിഞ്ഞ ലക്ഷണം,oblique asymptote
ചരിഞ്ഞ അക്ഷം,oblique axis
ചരിഞ്ഞ ഭാഗം,oblique section
നിരീക്ഷണം,observation
നിരീക്ഷിച്ച ആവൃത്തി,observed frequency
മങ്ങിയ കോൺ,obtuse angle
അഷ്ടഭുജം,octagon
അഷ്ടതലം,octahedron
ഒക്ടൽ സിസ്റ്റം,octal system
ഒക്ടന്റ്,octant
വിചിത്രമായ,odd
വിചിത്രമായ വക്രം,odd curve
ഒറ്റ സംഖ്യ,odd number
വിചിത്രമായ ക്രമമാറ്റം,odd permutation
വിചിത്രമായ ബഹുപദം,odd polynomial
നൽകൂ,ogive
ഒരു കത്തിടപാടുകൾ,one to one correspondence
ഒന്ന് മുതൽ ഒന്ന് വരെ പ്രവർത്തനം,one to one function
ഒന്നിൽ നിന്ന് ഒരു മാപ്പ്,one to one map
വൺ-വേ വർഗ്ഗീകരണം,one-way classification
ഭൂപടത്തിലേക്ക്,onto map
തുറക്കുക,open
തുറന്ന പന്ത്,open ball
തുറന്ന ഇടവേള,open interval
തുറന്ന കിരണം,open ray
തുറന്ന സെറ്റ്,open set
ഓപ്പറേഷൻ,operation
പ്രവർത്തന ഗവേഷണം,operational research
പ്രവർത്തന ഗവേഷണം,operations research
ഓപ്പറേറ്റർ,operator
എതിർകോണ്,opposite angle
വിപരീത സംഭവം,opposite event
ഒപ്റ്റിമൽ അടിസ്ഥാന പ്രായോഗിക പരിഹാരം,optimal basic feasible solution
ഒപ്റ്റിമൽ അവസ്ഥ,optimal condition
ഒപ്റ്റിമൽ ലോട്ട് സൈസ്,optimal lot size
ഒപ്റ്റിമൽ മൂല്യം,optimal value
ഒപ്റ്റിമൽ,optimum
ഭ്രമണപഥം,orbit
ഓർഡർ,order
ഓർഡർ ചെയ്ത ജോഡി,ordered pair
ഓർഡർ സെറ്റ്,ordered set
ഓർഡർ ചെയ്യുന്നു,ordering
ഒരു ഡിറ്റർമിനന്റിന്റെ ക്രമം,order of a determinant
ഒരു ഗ്രൂപ്പിന്റെ ക്രമം,order of a group
ഒരു മെട്രിക്സിന്റെ ക്രമം,order of a matrix
ഒരു ഗ്രൂപ്പിലെ ഒരു മൂലകത്തിന്റെ ക്രമം,order of an element in a group
ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ക്രമം,order of differential equation
പ്രവർത്തന ക്രമം,order of operation
പൂജ്യത്തിന്റെ ക്രമം,order of zero
ഓർഡിനൽ നമ്പർ,ordinal number
സാധാരണ ഡിഫറൻഷ്യൽ സമവാക്യം,ordinary differential equation
ഓർഡിനേറ്റ് ചെയ്യുക,ordinate
ഒറിന്റബിലിറ്റി,oreintability
ഓറിയന്റേഷൻ,orientation
ഉപരിതലത്തിന്റെ ഓറിയന്റേഷൻ,orientation of surface
ഉത്ഭവം,origin
കോർഡിനേറ്റുകളുടെ ഉത്ഭവം,origin of coordinates
ഓർത്തോസെന്റർ,orthocentre
ഓർത്തോഗണൽ,orthogonal
ഓർത്തോഗണൽ അക്ഷങ്ങൾ,orthogonal axes
ഓർത്തോഗണൽ കുടുംബം,orthogonal family
ഓർത്തോഗണൽ ഗ്രൂപ്പ്,orthogonal group
orthogonality അവസ്ഥ,orthogonality condition
ഓർത്തോഗണലൈസേഷൻ,orthogonalization
ഓർത്തോഗണൽ മാട്രിക്സ്,orthogonal matrix
ഓർത്തോനോർമൽ,orthonormal
ഓർത്തോനോർമൽ അടിസ്ഥാനം,orthonormal basis
ആന്ദോളനം,oscillation
ഒരു പ്രവർത്തനത്തിന്റെ ആന്ദോളനം,oscillation of a function
ആന്ദോളന പ്രവർത്തനം,oscillatory function
ഒസ്കുലേറ്റിംഗ്,osculating
ബാഹ്യ ഉൽപ്പന്നം,outer product
ഔട്ട്പുട്ട്,output
അമിതമായി നിർണ്ണയിക്കപ്പെട്ട സംവിധാനം,overdetermined system
ജോടിയാക്കിയ താരതമ്യം,paired comparision
ജോടിയായി വിഭജനം,pairwise disjoint
ജോടിയായി സ്വതന്ത്ര,pairwise independent
സമാന്തര ശക്തികൾ,parallel forces
സമാന്തരരേഖ,parallelogram
ശക്തികളുടെ സമാന്തരരേഖ,parallelogram of forces
വേഗതകളുടെ സമാന്തരരേഖ,parallelogram of velocities
സമാന്തരമായി,parallelopiped
പരാമീറ്റർ,parameter
പാരാമീറ്റർ ഫ്രീ (=പാരാമെട്രിക് അല്ലാത്തത്),parameter free (=nonparametric)
വിതരണത്തിന്റെ പാരാമീറ്റർ,parameter of distribution
പാരാമെട്രിക്,parametric
പാരാമെട്രിക് കോർഡിനേറ്റ്,parametric coordinate
പാരാമെട്രിക് വക്രം,parametric curve
പാരാമെട്രിക് സമവാക്യം,parametric equation
പാരാമെട്രിക് ലീനിയർ പ്രോഗ്രാമിംഗ്,parametric linear programming
പാരാമെട്രിക് രീതി,parametric method
പാരാമെട്രിക് ഒബ്ജക്റ്റീവ് ഫംഗ്ഷൻ,parametric objective function
പാരാമെട്രിക് പ്രോഗ്രാമിംഗ്,parametric programming
പാരാമെട്രിക് പ്രാതിനിധ്യം,parametric representation
പാരാമീട്രൈസേഷൻ,parametrization
പരാൻതീസിസ്,parenthesis
പരാൻതീസിസ് നൊട്ടേഷൻ,parenthesis notation
മാതൃ ജനസംഖ്യ,parent population
പാരെറ്റോ കർവ്,Pareto curve
പാരിറ്റി പരിശോധന,parity check
ഭാഗിക ആശയക്കുഴപ്പം,partial confounding
ഭാഗിക പരസ്പരബന്ധം,partial correlation
ഭാഗിക ഡെറിവേറ്റീവ്,partial derivative
ഭാഗിക ഡിഫറൻഷ്യൽ സമവാക്യം,partial differential equation
ഭാഗിക വ്യത്യാസം,partial differentiation
ഭാഗിക അംശം,partial fraction
ഭാഗിക സംയോജനം,partial integration
ഭാഗികമായി ഉത്തരവിട്ടു,partially ordered
ഭാഗികമായി ക്രമീകരിച്ച സെറ്റ്,partially ordered set
ഭാഗിക ക്രമം,partial order
ഭാഗിക റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,partial regression coefficient
ഭാഗിക തുക,partial sum
കണം,particle
