Hindi,Tamil
अनिर्घारित गुणांक विधि,தீர்மானிக்கப்படாத குணகத்தின் முறை
दूरीक समष्टि,மெட்ரிக் இடம்
मीटरी पद्‌धति,மெட்ரிக் அமைப்பு
मेट्रिक इकाई,மெட்ரிக் அலகு
सूक्ष्म सिद्‌धांत,நுண் கோட்பாடு
मध्य,நடுத்தர
मध्यपद,நடுத்தர கால
मध्य बिंदु,நடுத்தர புள்ளி
मध्यबिंदु सूत्र,நடுப்புள்ளி சூத்திரம்
अल्पिष्ठ बहुपद,குறைந்தபட்ச பல்லுறுப்புக்கோவை
अल्पमहिष्ठ सिद्‌धांत,குறைந்தபட்ச கொள்கை
"न्यूनतम, अल्पतम, निम्नतम",குறைந்தபட்சம்
निम्निष्ठ बिंदु,குறைந்தபட்ச புள்ளி (வளைவு)
अल्पतम बहुपद,குறைந்தபட்ச பல்லுறுப்புக்கோவை
फलन का न्यूनतम,ஒரு செயல்பாட்டின் நிமிடம்
लघु चाप,சிறிய வில்
लघु अक्षष,சிறிய அச்சு
निम्न परिबद्‌ध उपसमुच्चय,சிறுமைப்படுத்தப்பட்ட துணைக்குழு
"माइनस, ऋण",கழித்தல்
ऋण चिह्न,கழித்தல் அடையாளம்
मिश्र भिन्न,கலப்பு பின்னம்
