Odiya,Punjabi
ଯାଦୁ ଆଖି,ਜਾਦੂ ਦੀ ਅੱਖ
ଚୁମ୍ବକ,ਚੁੰਬਕ
ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର |,ਚੁੰਬਕੀ ਖੇਤਰ
ଚୁମ୍ବକୀୟ ଫ୍ଲକ୍ସ |,ਚੁੰਬਕੀ ਪ੍ਰਵਾਹ
ଚୁମ୍ବକୀୟ ପୋଲ |,ਚੁੰਬਕੀ ਖੰਭੇ
ଚୁମ୍ବକୀୟ storm ଡ |,ਚੁੰਬਕੀ ਤੂਫਾਨ
ଚୁମ୍ବକୀୟ ସୁଇଚ୍ |,ਚੁੰਬਕੀ ਸਵਿਚ
ଚୁମ୍ବକୀୟ ଟେପ୍ |,ਚੁੰਬਕੀ ਟੇਪ
ଚୁମ୍ବକବାଦ,ਚੁੰਬਕੀ
ମେଲ୍ ମିଶ୍ରଣ,ਮੇਲ ਮਰਜ
ମେଲିଂ ତାଲିକା,ਮੇਲਿੰਗ ਲਿਸਟ
ମୁଖ୍ୟ ବାହକ |,ਮੁੱਖ ਕੈਰੀਅਰ
ରକ୍ଷଣାବେକ୍ଷଣ,ਕਾਇਮ ਰੱਖੋ
ରକ୍ଷଣାବେକ୍ଷଣ,ਰੱਖ ਰਖਾਵ
ରକ୍ଷଣାବେକ୍ଷଣ ଦଳ |,ਰੱਖ-ਰਖਾਅ ਟੀਮ
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,ਬਹੁਗਿਣਤੀ ਕੈਰੀਅਰ
ଯୋଗାଯୋଗ ରିଲେ କର |,ਸੰਪਰਕ ਰੀਲੇਅ ਬਣਾਓ
ମେକ୍-ଏବଂ-ବ୍ରେକ୍ ସୁଇଚ୍ |,ਮੇਕ-ਐਂਡ-ਬਰੇਕ ਸਵਿੱਚ
ପୁରୁଷ-ସଂଯୋଜକ |,ਮਰਦ-ਕੁਨੈਕਟਰ
ମଣିଷ ଶବ୍ଦ କଲା |,ਆਦਮੀ ਨੇ ਰੌਲਾ ਪਾਇਆ
ପରିଚାଳନା ସୂଚନା ସିଷ୍ଟମ୍ (MIS),ਪ੍ਰਬੰਧਨ ਜਾਣਕਾਰੀ ਪ੍ਰਣਾਲੀ (ਮਿਸ)
ମନିପ୍ୟୁଲେଟ୍ |,ਹੇਰਾਫੇਰੀ
ମାନୁଆଲ୍ ନିୟନ୍ତ୍ରଣ |,ਮੈਨੁਅਲ ਕੰਟਰੋਲ
ମାନୁଆଲ୍ ପଦ୍ଧତି |,ਮੈਨੁਅਲ ਵਿਧੀ
ସୁରକ୍ଷା ସତର୍କତାର ମାନୁଆଲ୍ |,ਸੁਰੱਖਿਆ ਸਾਵਧਾਨੀ ਦਾ ਦਸਤਾਵੇਜ਼
ମାନୁଆଲୀ ପରିଚାଳିତ |,ਹੱਥੀਂ ਚਲਾਏ ਗਏ
ନିର୍ମାତା,ਨਿਰਮਾਤਾ
ମାସ୍କ,ਮਾਸਕ
ମାସ୍କେ,ਮਾਸਕੀ
ମାସ୍କର୍,ਮਾਸਕਰ
ମାସ୍କିଂ |,ਮਾਸਕਿੰਗ
ମାସ୍କିଂ ଆଚରଣ |,ਮਾਸਕਿੰਗ ਵਰਤਾਓ
ଅଡିଓର ମାସ୍କିଂ ପ୍ରଭାବ |,ਆਡੀਓ ਦਾ ਮਾਸਕਿੰਗ ਪ੍ਰਭਾਵ
ମାସ୍କିଂ ସୀମା,ਮਾਸਕਿੰਗ ਥ੍ਰੈਸ਼ੋਲਡ
ମାସ୍କିଂ ସ୍ୱର,ਮਾਸਕਿੰਗ ਟੋਨ
ମାଷ୍ଟ,ਮਸਤ
ମସ୍ତଷ୍ଟ ରେଡିଆର୍ |,ਮਸਤ ਰੇਡੀਏਟਰ
ମାଷ୍ଟର ନିୟନ୍ତ୍ରଣ |,ਮਾਸਟਰ ਕੰਟਰੋਲ
ମାଷ୍ଟର ଓସ୍କିଲାଟିଟି |,ਮਾਸਟਰ ਓਸਕਿਲਟਰ
ମ୍ୟାଚ୍-ପ୍ରତିବନ୍ଧକ |,ਮੈਚ-ਪ੍ਰੇਸ਼ਾਨ
ନେଟୱର୍କ ନେଟୱର୍କ ସହିତ ମେଳ ଖାଉଛି |,ਮੈਚਿੰਗ ਨੈਟਵਰਕ
ଷ୍ଟବ୍ ମେଳ |,ਮੈਚਿੰਗ ਸਟੱਬ
ଟ୍ରାନ୍ସଫର୍ମର ସହିତ ମେଳ |,ਮੈਚਿੰਗ ਟਰਾਂਸਫਾਰਮਰ
ବସ୍ତୁ-କ୍ରୟ,ਪਦਾਰਥਕ-ਖਰੀਦ
ମାଟ୍ରିକ୍ସ,ਮੈਟਰਿਕਸ
ସର୍ବାଧିକକରଣ,ਵੱਧ ਤੋਂ ਵੱਧ
ସର୍ବାଧିକ ଚାହିଦା ସୂଚକ |,ਵੱਧ ਤੋਂ ਵੱਧ ਮੰਗ ਸੰਕੇਤਕ
ସର୍ବାଧିକ ପାୱାର୍ ଘନତା |,ਵੱਧ ਤੋਂ ਵੱਧ ਬਿਜਲੀ ਦੀ ਘਣਤਾ
ସର୍ବାଧିକ ସମ୍ବେଦନଶୀଳତା |,ਵੱਧ ਤੋਂ ਵੱਧ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
ସର୍ବାଧିକ ତାପମାତ୍ରା,ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ
ସର୍ବାଧିକ ଉପଯୋଗୀ ଫ୍ରିକ୍ୱେନ୍ସି |,ਵੱਧ ਤੋਂ ਵੱਧ ਵਰਤੋਂ ਯੋਗ ਬਾਰੰਬਾਰਤਾ
ସର୍ବାଧିକ ମୂଲ୍ୟ,ਵੱਧ ਤੋਂ ਵੱਧ ਮੁੱਲ
ବିଫଳତାର ଅର୍ଥ ସମୟ |,ਫੇਲ੍ਹ ਹੋਣ ਦਾ ਸਮਾਂ
ଅର୍ଥ ମୂଲ୍ୟ,ਮਤਲਬ ਮੁੱਲ
ମାପ ହୋଇଥିବା ସଙ୍କେତ |,ਮਾਪਿਆ ਸੰਕੇਤ
ମାପ,ਮਾਪ
ଉପକରଣ ମାପିବା |,ਮਾਪਣ ਵਾਲਾ ਉਪਕਰਣ
ଉପକରଣ ମାପିବା |,ਮਾਪਣ ਵਾਲੇ ਉਪਕਰਣ
ଯନ୍ତ୍ର ମାପିବା,ਮਾਪਣ ਵਾਲੇ ਸਾਧਨ
କ୍ଷେତ୍ର ଶକ୍ତିର ଯନ୍ତ୍ର ମାପିବା |,ਫੀਲਡ ਦੀ ਤਾਕਤ ਦੇ ਸਾਧਨ ਨੂੰ ਮਾਪਣਾ
ଟେପ୍ ମାପିବା |,ਮਾਪਣ ਟੇਪ
ଯନ୍ତ୍ରକ .ଶଳ |,ਵਿਧੀ
ମିଡିଆ ସର୍ଭର |,ਮੀਡੀਆ ਸਰਵਰ
ମଧ୍ୟମ,ਮਾਧਿਅਮ
ମଧ୍ୟମ ଫ୍ରିକ୍ୱେନ୍ସି |,ਦਰਮਿਆਨੀ ਬਾਰੰਬਾਰਤਾ
ମଧ୍ୟମ ଫ୍ରିକ୍ୱେନ୍ସି ତରଙ୍ଗ |,ਦਰਮਿਆਨੀ ਬਾਰੰਬਾਰਤਾ ਲਹਿਰ
ମଧ୍ୟମ ତରଙ୍ଗ (MW),ਦਰਮਿਆਨੀ ਵੇਵ (MW)
ମେଗା-ଓହମ୍ |,ਮੈਗਾ-ਓਮ
Megger,ਮੇਜਰ
ସ୍ମୃତି,ਯਾਦਦਾਸ਼ਤ
ଉପକୃତ,ਸਲਾਹ ਦੇਣਾ
ମେନୁ ବାର୍,ਮੇਨੂ ਬਾਰ
ମର୍କୁରୀ ସୁଇଚ୍ |,ਮਰਕਰੀ ਸਵਿਚ
ମିଶ୍ରଣ,ਮਰਜਣਾ
ବାର୍ତ୍ତା |,ਸੁਨੇਹਾ
ମେଟାଡାଟା |,ਮੈਟਾਡੇਟਾ
ଧାତୁ-ଅକ୍ସାଇଡ୍ ସେମିକଣ୍ଡକ୍ଟର ଡିଏଚ୍ |,ਧਾਤ-ਆਕਸਾਈਡ ਸੈਮੀਕੰਡਕਟਰ ਡਿਓਡ
ଧାତୁ-ଶନିବା କେବୁଲ୍ |,ਮੈਟਲ-ਸ਼ੀਟਡ ਕੇਬਲ
ମିଟର,ਮੀਟਰ
ଭୋଜନର ପ୍ୟାନେଲ୍ |,ਮੀਟਰਿੰਗ ਪੈਨਲ
ମିକା,ਮੀਕਾ
ମିକା-ଇନସୁଲେସନ୍ |,ਮੀਕਾ-ਇਨਸੂਲੇਸ਼ਨ
ମାଇକ୍ରୋ-,ਮਾਈਕਰੋ-
ମାଇକ୍ରୋ ଉପାଦାନ |,ਮਾਈਕਰੋ ਕੰਪੋਨੈਂਟ
ମାଇକ୍ରୋ କମ୍ପ୍ୟୁଟର |,ਮਾਈਕਰੋ ਕੰਪਿ computer ਟਰ
ମାଇକ୍ରୋ-ନିୟନ୍ତ୍ରକ |,ਮਾਈਕਰੋ-ਕੰਟਰੋਲਰ
ମାଇକ୍ରୋ-ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,ਮਾਈਕਰੋ-ਇਲੈਕਟ੍ਰਾਨਿਕਸ
ମାଇକ୍ରୋଫୋନ୍ |,ਮਾਈਕ੍ਰੋਫੋਨ
ମାଇକ୍ରୋଫୋନିକ୍ସ |,ਮਾਈਕ੍ਰੋਫੋਨਿਕਸ
ମାଇକ୍ରୋ ପ୍ରପ୍ସେସନସର,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
ମାଇକ୍ରୋ-ଭୋଲ୍ଟ (MV),ਮਾਈਕਰੋ-ਵੋਲਟ (ਐਮਵੀ)
ମାଇକ୍ରୋୱେଭ୍ |,ਮਾਈਕ੍ਰੋਵੇਵ
ମାଇକ୍ରୋୱେଭ୍ ଆଣ୍ଟେନା |,ਮਾਈਕ੍ਰੋਵੇਵ ਇਰਾਟਨਾ
ମାଇକ୍ରୋୱେଭ୍ ବିମ୍ |,ਮਾਈਕ੍ਰੋਵੇਵ ਸ਼ਤੀਰ
ମଧ୍ୟଭାଗ ବ୍ୟାଣ୍ଡ,ਮਿਡ-ਬੈਂਡ
ସ୍ଥାନାନ୍ତରଣ,ਮਾਈਗ੍ਰੇਸ਼ਨ
ସ୍ଥାନାନ୍ତରଣ ପଥ,ਮਾਈਗ੍ਰੇਸ਼ਨ ਮਾਰਗ
କ୍ଷୁଦ୍ରତା |,ਛੋਟਾ
ମିନିୟରାଇଜଡ୍ |,ਛੋਟਾ
ସର୍ବନିମ୍ନ,ਘੱਟੋ ਘੱਟ
ସର୍ବନିମ୍ନ ତାପମାତ୍ରା |,ਘੱਟੋ ਘੱਟ ਤਾਪਮਾਨ
ସର୍ବନିମ୍ନ ବ୍ୟବହାର ଯୋଗ୍ୟ କ୍ଷେତ୍ର ଶକ୍ତି |,ਘੱਟੋ ਘੱਟ ਵਰਤੋਂ ਯੋਗ ਖੇਤਰ ਦੀ ਤਾਕਤ
ସଂଖ୍ୟାଲଘୁ ବାହକ |,ਘੱਟ ਗਿਣਤੀ ਕੈਰੀਅਰ
ଭୁଲ ବୁ misାନ୍ତୁ |,ਗਲਤ
ମିଶ୍ରଣ କରନ୍ତୁ |,ਰਲਾਉ
ମିଶ୍ରିତ ବ୍ଲାନକିଙ୍ଗ |,ਮਿਕਸਡ ਖਾਲੀ
ମିଶ୍ରିତ ସିଙ୍କ୍ |,ਮਿਸ਼ਰਤ ਸਿੰਕ
ମିକ୍ସର୍,ਮਿਕਸਰ
ମିକ୍ସର୍ ଟ୍ୟୁବ୍ |,ਮਿਕਸਰ ਟਿ .ਬ
ମିଶ୍ରଣ ଙ୍କ,ਮਿਲਾਉਣਾ
ମିଶ୍ରଣ ସର୍କିଟ |,ਮਿਕਸਿੰਗ ਸਰਕਟ
ମିସୋନିକ୍ |,Menonic
ମନମୋନିକ୍ସ |,ਮਨੀਮੋਨਿਕਸ
ମୋବାଇଲ୍ |,ਮੋਬਾਈਲ
ମୋବାଇଲ ମଲ୍ଟିମିଡ଼ିଆ ପ୍ରୟୋଗ,ਮੋਬਾਈਲ ਮਲਟੀਮੀਡੀਆ ਐਪਲੀਕੇਸ਼ਨ
ମୋବାଇଲ ଟିଭି,ਮੋਬਾਈਲ ਟੀਵੀ
ମୋଡ୍,ਮੋਡ
ବିଫଳତାର ଧାରା |,ਅਸਫਲਤਾ ਦਾ .ੰਗ
ପ୍ରସାର ଧାରା,ਪ੍ਰਸਾਰ ਦਾ .ੰਗ
ମଡେଲ୍,ਮਾਡਲ
ମୋଡେମ୍,ਮਾਡਮ
ଆଧୁନିକ FM ଟ୍ରାନ୍ସମିଟର |,ਆਧੁਨਿਕ ਐਫਐਮ ਟ੍ਰਾਂਸਮੀਟਰ
ଆଧୁନିକ ଧାରା,ਆਧੁਨਿਕ ਰੁਝਾਨ
ବିନ୍ୟାସ କରିବାର ମୋଡ୍ |,ਸੰਰਚਨਾ ਦੇ .ੰਗਾਂ
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,ਸੋਧ
କ୍ରମାଗତ କ୍ରମାଗତ ତରଙ୍ଗ |,ਸੋਧਿਆ ਨਿਰੰਤਰ ਲਹਿਰ
ମୋଡଲେଡ୍ ସଙ୍କେତ |,ਸੰਦਰੁਕ ਸਿਗਨਲ
ମୋଡ୍ୟୁଲେଟ୍ ତରଙ୍ଗଫର୍ମ |,ਮੋੜਿਆ ਹੋਇਆ ਵੇਵਫਾਰਮ
ମୋଡ୍ୟୁଲେସନ୍,ਸੋਧ
ମୋଡ୍ୟୁଲେସନ୍ ଆଡପ୍ଟିଟ୍ |,ਸੰਚਾਲਨ ਦਾ ਐਪਲੀਟਿ .ਡ
ମୋଡ୍ୟୁଲେସନ୍ କ୍ଷମତା |,ਸੋਧ ਸਮਰੱਥਾ
ମୋଡଲେସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି,ਮੋਡੂਲੇਸ਼ਨ ਬਾਰੰਬਾਰਤਾ
Modutulation Index,ਮੋਡੂਲੇਸ਼ਨ ਇੰਡੈਕਸ
ମୋଡୁଲେସନ୍ ର linc ଖଦତା |,ਸੰਚਾਲਨ ਦੀ ਲੜੀ
ମୋଡ୍ୟୁଲେସନ୍ ମିଟର,ਸੰਚਾਲਿਤ ਮੀਟਰ
ମୋଡୁଲେସନ୍ ମନିଟର |,ਸੋਧ ਨਿਗਰਾਨੀ
ମୋଡୁଲେସନ୍ ଶତକଡା,ਸੰਵਿਧਾਨਕਤਾ ਪ੍ਰਤੀਸ਼ਤਤਾ
ମୋଡ୍ୟୁଲେଟର,ਮੋਡੂਲੇਟਰ
ମଡ୍ୟୁଲ୍ |,ਮੋਡੀ ule ਲ
ଆର୍ଦ୍ରତା,ਨਮੀ
ମୁକ୍ତି,ਰਫਤਾਰ
ମନିଟର,ਮਾਨੀਟਰ
ମନିଟରିଂ,ਨਿਗਰਾਨੀ
ମନିଟରିଂ ଏବଂ ବିଶ୍ଳେଷଣ କ ques ଶଳ |,ਨਿਗਰਾਨੀ ਅਤੇ ਵਿਸ਼ਲੇਸ਼ਣ ਤਕਨੀਕਾਂ
ମନିଟରିଂ ଏବଂ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,ਨਿਗਰਾਨੀ ਅਤੇ ਨਿਯੰਤਰਣ
ମନିଟରିଂ ଷ୍ଟେସନ |,ਨਿਗਰਾਨੀ ਸਟੇਸ਼ਨ
ମୋନୋକ୍ରୋମ୍ |,ਮੋਨੋਕ੍ਰੋਮ
ମୋନୋଫୋଲିକ୍ ଟ୍ରାନ୍ସମିସନ୍ |,ਮੋਨੋਫੋਨਿਕ ਟ੍ਰਾਂਸਮਿਸ਼ਨ
ମର୍ଗେଙ୍କ,ਮੋਰਫ
ମଠ,ਰੋਗ
ମର୍ଫିଜିମ୍,ਮੋਰਫਿਜ਼ਮ
ମୋସାକାଲ,ਮੋਜ਼ੇਕ
ମଦରବୋର୍ଡ |,ਮਦਰਬੋਰਡ
ଗତି କ୍ଷତିପୂରଣ |,ਮੋਸ਼ਨ ਮੁਆਵਜ਼ਾ
ଗତି ଆକଳନ |,ਮੋਸ਼ਨ ਅਨੁਮਾਨ
ମୋନ୍ ଭେନ୍ଟର୍ |,ਮੋਸ਼ਨ ਵੈਕਟਰ
ଗତି ଭିଡିଓ |,ਮੋਸ਼ਨ ਵੀਡੀਓ
ମୋଟର,ਮੋਟਰ
ମୋଟର ଅପରେଟର |,ਮੋਟਰ ਓਪਰੇਟਰ
ମୋଟର ଷ୍ଟାର୍ଟର୍ |,ਮੋਟਰ ਸਟਾਰਟਰ
ମାଉଣ୍ଟ,ਮਾਉਂਟ
ମାଉସ୍,ਮਾ ouse ਸ
ମାଉସ୍ ଇଣ୍ଟରଫେସ୍ |,ਮਾ mouse ਸ ਇੰਟਰਫੇਸ
ଗତି,ਅੰਦੋਲਨ
ମଲ୍ଟି ଚ୍ୟାନେଲ୍ ଏକ୍ସଟେନ୍ସନ୍ |,ਮਲਟੀ ਚੈਨਲ ਐਕਸਟੈਂਸ਼ਨ
ମଲ୍ଟିକାଷ୍ଟିଂ,ਮਲਟੀਕਾਸਟਿੰਗ
ମଲ୍ଟିଚାନେଲ୍ ସିଗନାଲ୍ |,ਬਹੁਕੰਨਸ਼ੇਲ ਸਿਗਨਲ
ବହୁରାଷ୍ଟ୍ରୀୟ ମାଇକ୍ରୋଫୋନ୍ |,ਬਹੁ-ਪੱਖੀ ਮਾਈਕ੍ਰੋਫੋਨ
ବହୁଭାଷାର ମନ୍ତବ୍ୟ,ਬਹੁਭਾਸ਼ਾਈ ਟਿੱਪਣੀ
ମଲ୍ଟିମିଡ଼ିଆ,ਮਲਟੀਮੀਡੀਆ
ମଲ୍ଟିମିଡ଼ିଆ କିଓସକ୍କ,ਮਲਟੀਮੀਡੀਆ ਕੋਠੀ
ମଲ୍ଟିମିଟର |,ਮਲਟੀਮੀਟਰ
ଏକାଧିକ ପଥ,ਮਲਟੀਪਾਥ
ଏକାଧିକସଂକ୍ତି ପୁନ repolation |,ਮਲਟੀਪਾਥ ਰਿਸੈਪਸ਼ਨ
ଚମତ୍କାର,ਮਲਟੀਫੇਸ
ଏକାଧିକ,ਮਲਟੀਪਲ
ଏକାଧିକ ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |,ਮਲਟੀਪਲ ਐਕਸੈਸ ਸਿਸਟਮ
ସ୍ୱତନ୍ତ୍ର-,ਮਲਟੀਪਲੈਕਸ
ସ୍ୱଦଶିଳ,ਮਲਟੀਪਲੈਕਸਰ
ସ୍ୱାର୍ଥକ,ਮਲਟੀਪਲੈਕਸਿੰਗ
ମଲ୍ଟିସେଜ୍ ଆମ୍ପ୍ଲିଫାୟର୍ |,ਮਲਟੀਸਟੇਜ ਐਂਪਲੀਫਾਇਰ
ମଲ୍ଟିଟେକିଙ୍ଗ୍,ਮਲਟੀਟਾਸਕਿੰਗ
ମଲ୍ଟିଭାଟି ଆକ୍ଟର୍ |,ਮਲਟੀਵੀਬਰੇਟਰ
ମୂକ,ਮੂਕ
ମ୍ୟୁଚୁଆଲ୍ ଆଚରଣ |,ਆਪਸੀ ਚਾਲ
ମ୍ୟୁଚୁଆଲ୍ ପ୍ରତିରୋପଣ |,ਆਪਸੀ ਰੁਕਾਵਟ
ମ୍ୟୁଚୁଆଲ୍ ଇଣ୍ଡିକାନ୍ସ |,ਆਪਸੀ ਝੁਲਸ
ମ୍ୟୁଚୁଆଲ୍ ହସ୍ତକ୍ଷେପ |,ਆਪਸੀ ਦਖਲ
ନାନୋ-ଟେକ୍ନୋଲୋଜି |,ਨੈਨੋ-ਟੈਕਨੋਲੋਜੀ
ସଂକୀର୍ଣ୍ଣ ବନ୍ଧନ |,ਤੰਗ ਪੱਟੀ
ନାରୀ ବୁ understanding ାନ |,ਸੌੜਾ
ପ୍ରାକୃତିକ ଡ୍ରାଫ୍ଟ |,ਕੁਦਰਤੀ ਖਰੜਾ
ନାଭିଗେଟର୍,ਨੇਵੀਗੇਟਰ
ନକାରାତ୍ମକ,ਨਕਾਰਾਤਮਕ
ନକାରାତ୍ମକ ପକ୍ଷପାତ,ਨਕਾਰਾਤਮਕ ਪੱਖਪਾਤ
ନକାରାତ୍ମକ ଦେୟ |,ਨਕਾਰਾਤਮਕ ਚਾਰਜ
ନକାରାତ୍ମକ ମତାମତ |,ਨਕਾਰਾਤਮਕ ਪ੍ਰਤੀਕ੍ਰਿਆ
ନକାରାତ୍ମକ ଶିଖର |,ਨਕਾਰਾਤਮਕ ਸਿਖਰ
ନକାରାତ୍ମକ ପ୍ରତିରୋଧ |,ਨਕਾਰਾਤਮਕ ਵਿਰੋਧ
ନିଟ୍ ଲାଭ,ਸ਼ੁੱਧ ਲਾਭ
ନିଟ୍ କ୍ଷତି |,ਸ਼ੁੱਧ ਨੁਕਸਾਨ
Netifette,ਨੈੱਟਕਿਟ
ନେଟୱର୍କ,ਨੈੱਟਵਰਕ
ନେଟୱାର୍କ ଆନାଲିଜର୍,ਨੈਟਵਰਕ ਵਿਸ਼ਲੇਸ਼ਕ
ନେଟୱର୍କ ଫାଇଲତନ୍ତ୍ର |,ਨੈੱਟਵਰਕ ਫਾਇਲ ਸਿਸਟਮ
ନେଟୱର୍କ ଯୋଜନା,ਨੈਟਵਰਕ ਪਲੈਨਿੰਗ
ନେଟୱର୍କ ସମାପ୍ତି,ਨੈਟਵਰਕ ਸਮਾਪਤੀ
ନେଟୱର୍କିଙ୍ଗ,ਨੈੱਟਵਰਕਿੰਗ
ନିରପେକ୍ଷ |,ਨਿਰਪੱਖ
ନିରପେକ୍ଷ କରିବା,ਨਿਰਵਿਘਨ
ନ୍ୟୁଜ୍ ରୁମ୍ ସ୍ୱୟଂଚାଳିତ |,ਨਿ News ਜ਼ ਰੂਮ ਆਟੋਮੈਟਿਕ
ନିବଲ୍,Nible
ନାଚେ,Niche
କ laver ଣସି ଭାର ପରୀକ୍ଷା ନାହିଁ |,ਕੋਈ ਲੋਡ ਟੈਸਟ ਨਹੀਂ
ନୋଡ୍,ਨੋਡ
ଶବ୍ଦ,ਸ਼ੋਰ
ଶବ୍ଦ ଚିତ୍ର,ਸ਼ੋਰ ਸ਼ਰਾਖਕ
ଶବ୍ଦ ଫିଲ୍ଟର୍,ਸ਼ੋਰ ਫਿਲਟਰ
ଶବ୍ଦ ଚଟାଣ,ਰੌਲਾ ਫਰਸ਼
ଶବ୍ଦ ଫାଟକ,ਸ਼ੋਰ ਗੇਟ
ଶବ୍ଦ ପ୍ରତିରୋପଣ |,ਸ਼ੋਰ ਇਮਿ .ਸ਼ਨ
ଶବ୍ଦ ଘାତକ |,ਸ਼ੋਰ ਕਾਤਲ
ଶବ୍ଦ ସ୍ତର,ਸ਼ੋਰ ਦਾ ਪੱਧਰ
ଶବ୍ଦ ଶକ୍ତି,ਸ਼ੋਰ ਸ਼ਕਤੀ
ଶବ୍ଦ ଶ୍ ipping ୀଜର |,ਸ਼ੋਰ ਨੂੰ ਰੂਪ ਦੇਣ ਵਾਲੇ ਵਟਾਈਜ਼ਰ
ଶବ୍ଦ ଉତ୍ସ,ਸ਼ੋਰ ਸਰੋਤ
ଶବ୍ଦ ଦମନ ସର୍କିଟ୍ |,ਸ਼ੋਰ ਨੂੰ ਦਬਾਉਣ ਵਾਲੀ ਸਰਕਟ
ଶବ୍ଦ ଦମନକାରୀ,ਸ਼ੋਰ ਨੂੰ ਦਬਾਉਣ ਵਾਲਾ
ଶବ୍ଦ ତାପମାତ୍ରା |,ਸ਼ੋਰ ਦਾ ਤਾਪਮਾਨ
ଶବ୍ଦ ତାପମାତ୍ରା |,ਸ਼ੋਰ ਦਾ ਤਾਪਮਾਨ
ଶବ୍ଦ ତ୍ରିରଙ୍ଗା |,ਸ਼ੋਰ ਤਿਕੋਣ
ଶବ୍ଦ ଭୋଲଟେଜ୍ |,ਸ਼ੋਰ ਵੋਲਟੇਜ
ଶବ୍ଦହୀନ |,ਸ਼ੋਰ
ଶବ୍ଦହୀନ କୋଡିଂ |,ਸ਼ੋਰ ਰਹਿਤ ਕੋਡਿੰਗ
କୋଳାହଳପୂର୍ଣ୍ଣ ରିସେପ୍ସନ୍ |,ਸ਼ੋਰ ਸ਼ਰਾਬੇ ਦੀ ਰਿਸੈਪਸ਼ਨ
ନାମମାତ୍ର ସ୍ୱତନ୍ତ୍ର କ୍ଷେତ୍ର ଶକ୍ତି |,ਨਾਮਾਤਰ ਵਰਤੋਂ ਯੋਗ ਖੇਤਰ ਦੀ ਤਾਕਤ
ଅଣ-ନିର୍ଦ୍ଦେଶନାମା ମାଇକ୍ରୋଫୋନ୍ |,ਗੈਰ-ਸਰਕਾਰੀ ਮਾਈਕ੍ਰੋਫੋਨ
ଅଣ-ନିର୍ଗତ ଭାର |,ਗੈਰ-ਅਸੁਰੱਖਿਅਤ ਲੋਡ
ଅଣ-ନିରୀକ୍ଷକ ପ୍ରତିରୋଧ |,ਗੈਰ-ਸਪਸ਼ਟ ਟੱਗਰ
ଅନୁକୂଳ ତରଙ୍ଗ |,ਗੈਰ-ਸਿਨੋosoidal ਵੇਵ
ଅଣ-ଅସ୍ଥିର ସ୍ମୃତି |,ਗੈਰ-ਅਸਥਿਰ ਮੈਮੋਰੀ
କିମ୍ବା ଫାଟକ,ਨਾ ਹੀ ਗੇਟ
ସାଧାରଣ ଗତି,ਸਧਾਰਣ ਗਤੀ
ସାଧାରଣ ଯୋଗାଣ |,ਸਧਾਰਣ ਸਪਲਾਈ
Etch,ਡਿਗਰੀ
Notch ଫିଲ୍ଟର୍ |,ਡਿਗਰੀ ਫਿਲਟਰ
ସାଂଖ୍ୟିକ,ਸੰਖਿਆਤਮਕ
ସାଂଖ୍ୟିକ ନିୟନ୍ତ୍ରିତ ଓକିଲର୍ |,ਸੰਖਿਆਤਮਕ ਤੌਰ 'ਤੇ ਨਿਯੰਤਰਿਤ c ਸਿਲੇਟਰ
ବାଦାମ-ବୋଲ୍ଟ |,ਗਿਰੀ-ਬੋਲਟ
Nyquist- ଶାନନ୍ ଥିଓରେମ୍ |,ਨਿਆਵਵਾਦੀ-ਸ਼ੈਨਨ ਥੀਰਮੇਮ
ବସ୍ତୁ-ଆଧାରିତ,ਆਬਜੈਕਟ-ਅਧਾਰਿਤ
ଅକ୍ଟାଲ୍ |,ਅਕਤੂਬਰ
ଓକ୍ୱେନ୍ସି ଅଫ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,ਬਾਰੰਬਾਰਤਾ ਦਾ ਅਕਤੂਬਰ
ଅକ୍ଟେଟ୍,Octett
ଅଫ-ଲାଇନ୍ |,ਆਫ-ਲਾਈਨ
ଅଫସେଟଗୁଡିକ,ਆਫਸੈੱਟ
ଓମ୍,ਓਮ
OHM ମିଟର,ਓਮ ਮੀਟਰ
ତେଲ ସର୍କିଟ୍ ବ୍ରେକର୍ |,ਤੇਲ ਸਰਕਟ ਤੋੜਨ ਵਾਲਾ
ତେଲ ଫିଲ୍ଟର୍,ਤੇਲ ਫਿਲਟਰ
ତେଲ ବୁଡିଗଲା |,ਤੇਲ ਡੁੱਬ ਗਿਆ
ତେଲ ସ୍ତରୀୟ ଗେଜ୍ |,ਤੇਲ ਪੱਧਰ ਦਾ ਗੇਜ
ଓମନି-ଦିଗାଲ୍ ଆଣ୍ଟେନା |,ਓਮਨੀ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
