Hindi,Assamese
आघूर्णजनक फलन,মুহূৰ্ত সৃষ্টিকাৰী ফলন
बल का आघूर्ण,এটা বলৰ মুহূৰ্ত
बारंबारता-बंटन का आघूर्ण,কম্পাঙ্ক বিতৰণৰ মুহূৰ্ত
जड़त्व आघूर्ण,জড়তাৰ মুহূৰ্ত
संवेग आघूर्ण,গতিবেগৰ মুহূৰ্ত
संवेग,গতিবেগ
एकपद,monomial
एकैक समाकारी,একৰূপী
"एकरूपता, एकैक समाकारिता",একৰূপতা
एकदिष्ट,monotone
एकदिष्ट वर्धमान अनुक्रम,একস্বৰ বৃদ্ধি কৰা ক্ৰম
एकदिष्टतः,monotonically
एकदिष्टतः वर्धमान जाल,একঘেয়ামীভাৱে বৃদ্ধি কৰা নেট
एकदिष्टतः वर्धमान अनुक्रम,একস্বৰত বৃদ্ধি কৰা ক্ৰম
एकदिष्ट फलन,একঘেয়ামী কাৰ্য্য
मॉन्टे-कार्लो परिकलन,মন্টে কাৰ্লো গণনা
मॉन्टे-कार्लो विधि,মণ্টে কাৰ্লো পদ্ধতি
मोरा (खेल),morra (খেল)
मृत्यु आंकड़े,মৃত্যুৰ পৰিসংখ্যা
प्रायिकतम,আটাইতকৈ সম্ভাৱ্য
गति,গতি
गतिमान माध्य,চলন্ত গড়
M-समष्टि,এম-স্পেচ
समाकल का M-परीक्षण,অখণ্ডৰ বাবে M-পৰীক্ষা
बहुगत निर्णय-समस्या,বহু সিদ্ধান্তৰ সমস্যা
बहुविम प्रसामान्य बंटन,বহুমাত্ৰিক স্বাভাৱিক বিতৰণ
बहुविम यादृच्छिक चर,বহুমাত্ৰিক যাদৃচ্ছিক চলক
बहुसूचक परिवहन समस्या,বহু-সূচকাংক পৰিবহণ সমস্যা
बहुपद,বহুপদ
बहुपद बंटन,বহুপদ বিতৰণ
"गुणित, बहुगुण, बहु, बहुत (वि.), गुणज, अपवर्त्य (सं.)",একাধিক
बहुविकल्पी समस्या,বহু পছন্দৰ সমস্যা
बहुसंबद्‌धित प्रांत,একাধিক সংযুক্ত ডমেইন
बहु सहसंबंध,একাধিক সম্পৰ্ক
बहु-बारंबारता सारणी,একাধিক কম্পাঙ্ক টেবুল
बहु समाकल,একাধিক অখণ্ড
बहु समाकलन,একাধিক সংহতি
बहु समाश्रयण,বহুবিধ ৰিগ্ৰেছন
बहुसमाश्रयण विश्लेषण,বহুবিধ ৰিগ্ৰেছন বিশ্লেষণ
बहुसमाश्रयण गुणांक,বহুবিধ ৰিগ্ৰেছন সহগ
बहुसमाश्रयण समीकरण,বহুবিধ ৰিগ্ৰেছন সমীকৰণ
बहु मूल,একাধিক মূল
गुणन,গুণন
(सारणिक का) स्तंभशः गुणन,স্তম্ভৰ দ্বাৰা গুণন (নিৰ্ধাৰণকাৰীৰ)
(सारणिक का) पंक्तिशः गुणन,শাৰীৰে গুণন (নিৰ্ণায়কৰ)
गुणन कारक,গুণন গুণক
गुणनात्मक फलन,গুণনীয়ক ফলন
गुणनात्मक समूह,বহুগুণী গোট
गुणनात्मक प्रतिलोम,বহুগুণী বিপৰীতমুখী
बहुकता,বহুগুণতা
मूल-बहुकता,মূলৰ বহুগুণতা
शून्यक की बहुकता,শূন্যৰ বহুগুণতা
गुणक,বহুগুণক
" गुणा करना , संवर्धन",গুণ কৰা
बहुचर बंटन,বহুচলকীয় বিতৰণ
बहुचर प्रसामान्य बंटन,বহুচলকীয় স্বাভাৱিক বিতৰণ
बहुचर समष्टि,বহুবিকল্পিত জনসংখ্যা
"पारस्परिक, अन्योन्य",উমৈহতীয়া
नाब्ला,নবলা
नैपिरीय,নেপিয়াৰিয়ান
"नैपिरीय लघुगणक, नैपिरीय लॉगेरिथ्म",নেপিয়াৰিয়ান লগাৰিদম
"प्राकृतिक लघुगणक,प्राकृतिक लॉगेरिथ्म",প্ৰাকৃতিক লগাৰিদম
"धन पूर्णसंख्या , धन पूर्णांक",প্ৰাকৃতিক সংখ্যা
समुद्री मील,নটিকেল মাইল
n-विम,n-মাত্ৰিক
n-विम सदिश-समष्टि,n-মাত্ৰিক ভেক্টৰ স্থান
आवश्यक तथा पर्याप्त प्रतिबंध,প্ৰয়োজনীয় আৰু পৰ্যাপ্ত চৰ্ত
आवश्यक प्रतिबंध,প্ৰয়োজনীয় চৰ্ত
निषेध,অস্বীকাৰ কৰা
" ऋण, ऋणात्मक , नेगेटिव",ঋণাত্মক
ऋण वक्रता,ঋণাত্মক বক্ৰতা
ऋणात्मक निश्चित समघात,ঋণাত্মক নিৰ্দিষ্ট ৰূপ
ऋणात्मक निश्चित् आव्यूह,ঋণাত্মক নিৰ্দিষ্ট মেট্ৰিক্স
ऋणात्मक अर्धनिश्चित समघात,ঋণাত্মক অৰ্ধনিৰ্দিষ্ট ৰূপ
" प्रतिवेश , सामीप्य",ওৰচ চুবুৰি
" बहुक्रम प्रतिचयन , समावेशी प्रतिचयन",নেষ্টেড নমুনা সংগ্ৰহ কৰা
नेट जनन दर,নেট প্ৰজনন হাৰ
न्यूटनी यांत्रिकी,নিউটনৰ বলবিজ্ঞান
न्यूटन का विभाजित अंतर सूत्र,নিউটনৰ বিভক্ত পাৰ্থক্যৰ সূত্ৰ
न्यूटन के गति-नियम,নিউটনৰ গতিৰ নিয়ম
नेमेन नियतन,নেইমেন আবণ্টন
नेमेन-पियर्सन-सिद्‌धांत,নেইমেন পিয়ৰচন তত্ত্ব
शून्यंभावी अवयव,nilpotent মৌল
शून्यंभावी आव्यूह,nilpotent মেট্ৰিক্স
" नोड, आसंधि , पात , निर्नति , निस्पंद",ন&#39;ড
