Tamil,Bengali
NOR வாயில்,NOR গেট
இயல்பானது,স্বাভাবিক
இயல்பாக்குதல்,স্বাভাবিককরণ
இயல்பாக்குபவர்,নর্মালাইজার
NOR-செயல்பாடு,NOR- অপারেশন
இல்லை,না
சுற்று அல்ல,সার্কিট নয়
சமமான வாயில் அல்ல,সমতুল্য গেট নয়
செயல்பாடு இல்லை,অপারেশন নয়
இல்லை- மற்றும்,না-এন্ড
மற்றும் செயல்பாடு அல்ல,না-এবং অপারেশন
இல்லை-அல்லது,না-বা
இல்லை-அல்லது செயல்பாடு,না-বা অপারেশন
NP முழுமை,এনপি সম্পূর্ণতা
NULL சுட்டி,NULL পয়েন্টার
எண் கோட்பாடு,সংখ্যা তত্ত্ব
nyquist அளவுகோல்கள்,nyquist মানদণ্ড
பொருள்,অবজেক্ট
பொருள் சார்ந்த,অবজেক্ট ওরিয়েন্টেড
எண் குறியீடு,অক্টাল কোড
எண்ம எண்,অক্টাল সংখ্যা
அக்டெட்,অক্টেট
அக்ட்ரி,অক্টরি
ஒற்றைப்படை சமநிலை,অদ্ভুত সমতা
அலுவலக ஆட்டோமேஷன்,অফিস অটোমেশন
அலுவலக மென்பொருள்,অফিস সফটওয়্যার
ஆஃப்லைன்,অফ লাইন
ஆஃப்-லைன் செயலாக்கம்,অফ-লাইন প্রক্রিয়াকরণ
ஆஃப்-செட்,অফ সেট
ஒமேகா குறியீடு,ওমেগা স্বরলিপি
ஆன்லைன் தொடர்பு,অনলাইন যোগাযোগ
ஆன்லைன் செயலாக்கம்,অনলাইন প্রক্রিয়াকরণ
OP பதிவு,ওপি রেজিস্টার
திறந்த முகவரி,খোলা ঠিকানা
திறந்த அமைப்பு இணைப்பு,খোলা সিস্টেম আন্তঃসংযোগ
திறந்த கம்பி,খোলা তার
ஓபராண்ட்,অপারেন্ড
இயக்க முறைமை,অপারেটিং সিস্টেম
ஆபரேஷன்,অপারেশন
ஆபரேட்டர்,অপারেটর
ஒளியியல் எழுத்து அங்கீகாரம்,অপটিক্যাল ক্যারেক্টার রেকগনিশন
ஆப்டிகல் ஃபைபர்,অপটিক্যাল ফাইবার
ஒளியியல் எழுத்துரு,অপটিক্যাল ফন্ট
ஒளியியல் குறி அங்கீகாரம் (OMR),অপটিক্যাল মার্ক রিকগনিশন (OMR)
ஒளியியல் நினைவகம்,অপটিক্যাল মেমরি
ஆப்டிகல் ரீடர்,অপটিক্যাল রিডার
ஆப்டிகல் ஸ்கேனிங்,অপটিক্যাল স্ক্যানিং
உகந்தது,সর্বোত্তম
உகப்பாக்கம்,অপ্টিমাইজেশান
ஆப்டோ கப்ளர்,অপটো কাপলার
ஆப்டோ எலக்ட்ரானிக்ஸ்,অপটোইলেক্ট্রনিক্স
ஆப்டோஐசோலேட்டர்,অপটোআইসোলেটর
அல்லது,বা
அல்லது வாயில்,বা গেট
அல்லது செயல்பாடு,বা অপারেশন
உத்தரவின் படி,দ্বারা আদেশ
முன்னுரிமை வரிசை,অগ্রাধিকারের ক্রম
ஆர்டர் செய்யப்பட்ட ஜோடி,অর্ডার করা জোড়া
ஆர்டர் செட்,অর্ডার করা সেট
உத்தரவு மரம்,আদেশ করা গাছ
வெளியீடு தரவு,আউটপুট ডেটা
வெளியீடு சாதனம்,আউটপুট ডিভাইস
வெளியீடு கோப்பு,আউটপুট ফাইল
வெளியீடு தொகுதி,আউটপুট মডিউল
