Hindi,Malayalam
"1.संदेश क्रमवरण, 2.संदेश क्रमचयन",സന്ദേശ വോട്ടെടുപ്പ്
संदेश पंक्ति,സന്ദേശ ക്യൂ
संदेश स्विच,സന്ദേശ സ്വിച്ച്
संदेश पाठ,സന്ദേശ വാചകം
संदेश अंतरण अभिकर्मक,സന്ദേശ കൈമാറ്റ ഏജന്റ്
अधि कोडांतरक,മെറ്റാ അസംബ്ലർ
मेटावर्ग,മെറ്റാ ക്ലാസ്
"1.अधि संकलन, 2.अधि अनुभाषण",മെറ്റാ സമാഹാരം
"1.अधि अनुभाषक, 2.अधि संकलक",മെറ്റാ കമ്പൈലർ
अधिभाषा,മെറ്റാ ഭാഷ
"1.मेटा जालक्रम, 2.मेटा नेटवर्क",മെറ്റാ നെറ്റ്വർക്ക്
अधितंत्र,മെറ്റാ സിസ്റ്റം
विधि,രീതി
महानगरीय क्षेत्र नेटवर्क (एम ए एन),മെട്രോപൊളിറ്റൻ ഏരിയ നെറ്റ്‌വർക്ക് (MAN)
सूक्ष्म,മൈക്രോ
"1.सूक्ष्म कूट,2.सूक्ष्म कोड",മൈക്രോ കോഡ്
सूक्ष्म कंप्यूटर,മൈക്രോ കമ്പ്യൂട്ടർ
माइक्रो नियंत्रक,മൈക്രോ കൺട്രോളർ
माइक्रो चक्र,മൈക്രോ സൈക്കിൾ
सूक्ष्म इलेक्ट्रॉनिक यांत्रिक तंत्र (मेमस),മൈക്രോ ഇലക്ട്രോണിക് മെക്കാനിക്കൽ സിസ്റ്റം (MEMS)
माइक्रो इलेक्ट्रॉनिकी,മൈക്രോ ഇലക്ട്രോണിക്സ്
माइक्रो लघुरुपण,മൈക്രോ മിനി ഓതറൈസേഷൻ
सूक्ष्म क्रम,മൈക്രോ ഓർഡർ
"1.माइक्रो, 2.मेनफ्रेम लिंक",മൈക്രോ/മെയിൻഫ്രെയിം ലിങ്ക്
माइक्रो चिप,മൈക്രോചിപ്പ്
माइक्रो कोबोल,മൈക്രോകോബോൾ
सूक्ष्म कोड,മൈക്രോകോഡ്
"1.सूक्ष्मिका, 2.माइक्रोफिश, 3.सूक्ष्म संचिका",മൈക്രോഫിഷ്
माइक्रो फ्लापी,മൈക്രോഫ്ലോപ്പി
माइक्रोफॉर्म पठन यंत्र,മൈക്രോഫോം റീഡർ
माइक्रो फ्रेम,മൈക്രോഫ്രെയിം
माइक्रोग्राफिक्स,മൈക്രോഗ്രാഫിക്സ്
माइक्रोफोन,മൈക്രോഫോൺ
माइक्रोफोटोग्राफ,മൈക്രോഫോട്ടോഗ്രാഫ്
"1.माइक्रोप्रोससिंग एकक, 2.सूक्ष्म प्रक्रमण एकक",മൈക്രോപ്രൊസസിംഗ് യൂണിറ്റ്
माइक्रोप्रोसेसर,മൈക്രോപ്രൊസസർ
माइक्रोप्रोसेसर चिप,മൈക്രോപ്രൊസസർ ചിപ്പ്
माइक्रोप्रोसेसर अनुभाषक,മൈക്രോപ്രൊസസർ കമ്പൈലർ
माइक्रो प्रोसेसर यूनिट ( एम पी यू),മൈക്രോപ്രൊസസർ യൂണിറ്റ് (എംപിയു)
"1.माइक्रोप्रोग्राम, 2.माइक्रो क्रमादेश",മൈക്രോപ്രോഗ്രാം
माइक्रो अनुक्रम,മൈക്രോസെക്വൻസ്
माइक्रोसॉफ्ट,മൈക്രോസോഫ്റ്റ്
माइक्रोसाफ्ट विंडोज,മൈക്രോസോഫ്റ്റ് വിൻഡോകൾ
सूक्ष्म तरंग,മൈക്രോവേവ്
सूक्ष्म तरंग कड़ई,മൈക്രോവേവ് ലിങ്ക്
सूक्ष्म तरंग संचरण,മൈക്രോവേവ് പ്രചരണം
मध्य प्रबंधन,മധ്യ മാനേജ്മെന്റ്
"1.मध्यवेयर,2. मिडल वेयर",മിഡിൽവെയർ
मिडी कंप्यूटर,മിഡികമ്പ്യൂട്ടർ
मध्य बिंदु,മധ്യഭാഗം
मध्यपद,ഇടക്കാല
प्रवासन पथ,മൈഗ്രേഷൻ പാത
मिलियन अनुदेश प्रति सेकंड (एम आई पी एस),സെക്കൻഡിൽ ദശലക്ഷം നിർദ്ദേശങ്ങൾ (MIPS)
लघु कंप्यूटर,മിനികമ്പ്യൂട്ടർ
लघु डिस्केट,മിനിഡിസ്കെറ്റ്
"1.अल्पिष्ट कर्नल, 2.अल्पिष्ट अष्ठि",ഏറ്റവും കുറഞ്ഞ കേർണൽ
अल्पिष्ट गुणनफल,കുറഞ്ഞ ഉൽപ്പന്നം
अल्पिष्ट वृक्ष,ഏറ്റവും കുറഞ്ഞ വൃക്ഷം
"1.मिनिमैक्स एल्गोरिथम, 2.एल्गोरिथ्म",മിനിമാക്സ് (മിനി-മാക്സ്) അൽഗോരിതം
अल्पमहिष्ठ प्रक्रिया,മിനിമാക്സ് നടപടിക്രമം
निम्नतम लागत विस्तारिक वृक्ष,ഏറ്റവും കുറഞ്ഞ ചെലവ് പരന്നുകിടക്കുന്ന മരം
"1.अल्पतम विलंबता कूटलेखन, 2.अल्पतम विलंबता कोडन",ഏറ്റവും കുറഞ്ഞ ലേറ്റൻസി കോഡിംഗ്
लघु युक्ति,ചെറിയ ഉപകരണം
"1.गुणाद, 2.गुणद, 3.गुणनयोग पद",മിന്ററിം
ऋण पताका,മൈനസ് പതാക
ऋण पताका,മൈനസ് പതാക
ऋण क्षेत्र,മൈനസ് സോൺ
दिस्क्प्रतिबिंबित डिस्क,കണ്ണാടി
"1.दर्पण स्थली, 2.छाया प्रति, 3.दर्पण प्रति",കണ്ണാടി സൈറ്റ്
मिश्रित मूलांक अंकन,മിക്സഡ്-റാഡിക്സ് നൊട്ടേഷൻ
मिश्रक,മിക്സർ
स्मरक,ഓർമ്മപ്പെടുത്തൽ
स्मरक पता,സ്മരണിക വിലാസം
स्मरणोकारी,മെമ്മോണിക്സ്
"1.मोबाइल, 2.चल",മൊബൈൽ
"1.मोबाइल कंप्यूटन, 2.चल अभिकलन",മൊബൈൽ കമ്പ്യൂട്ടിംഗ്
"1.मॉडल, 2.निदर्श",മോഡൽ
विधारहित संपादक,മാതൃകയില്ലാത്ത എഡിറ്റർ
"1.निदर्शन, 2.मॉडलन",മോഡലിംഗ്
मॉडेम,മോഡം
"1.साधारण माध्य, 2.सामान्य, 3.मध्यम",മിതത്വം
विमंदन,മോഡറേഷൻ
विमंदक,മോഡറേറ്റർ
आपरिवर्तित अनुदेश,പരിഷ്കരിച്ച നിർദ്ദേശം
आपरिवर्तक,മോഡിഫയർ
आपरिवर्तक बिट,മോഡിഫയർ ബിറ്റ്
आपरिवर्तन,പരിഷ്ക്കരിക്കുക
मॉड्यूलर,മോഡുലാർ
"1.अनुखंडीयता, 2.प्रतिरूपकता",മോഡുലാരിറ്റി
माड्यूलन,മോഡുലേഷൻ
माड्यूल,മൊഡ്യൂൾ
अनुखंडीय संरचना,മൊഡ്യൂൾ ആർക്കിടെക്ചർ
मॉनिटर,മോണിറ്റർ
"1.मॉनिटरन प्रोग्राम, 2.मानटीरन क्रमादेश",നിരീക്ഷണ പരിപാടി
एकवर्णी प्रदर्श,മോണോക്രോം ഡിസ്പ്ലേ
अखंड एकीकृत परिपथ,മോണോലിത്തിക്ക് ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്
एकाश्म प्रौद्योगिकी,മോണോലിത്തിക്ക് സാങ്കേതികവിദ്യ
